company,vehicle_type,factor_circumvented,factor_name,geography_factor,geography_type,geography_factor_id,latitude,longitude,county_fips,tract_fips,block_group_fips,zip,place_name_fips,"rate_$50,000_liability",rate_basic_pip,"rate_$1,000,000_ppi",rate_$50_deductible_comprehensive,rate_$200_deductible_collision,generic_location_based_premium,location_effect
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48174,,,,,,48174,,437,2520,106,868,2845,6776,1.05
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48175,,,,,,48175,,466,1818,127,654,2613,5678,0.88
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48176,,,,,,48176,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48177,,,,,,48177,,466,1818,127,654,2613,5678,0.88
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48178,,,,,,48178,,507,1744,123,765,2955,6094,0.95
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48179,,,,,,48179,,483,2127,130,654,2817,6211,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48180,,,,,,48180,,437,2545,107,916,2935,6940,1.08
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48182,,,,,,48182,,466,1818,127,654,2613,5678,0.88
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48183,,,,,,48183,,483,2210,126,781,2610,6210,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48184,,,,,,48184,,437,2159,110,776,3000,6482,1.01
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48185,,,,,,48185,,443,2270,116,805,3405,7039,1.09
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48186,,,,,,48186,,447,2129,110,753,3210,6649,1.03
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48187,,,,,,48187,,386,1786,109,747,3035,6063,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48188,,,,,,48188,,471,1931,120,680,2605,5807,0.9
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48189,,,,,,48189,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48190,,,,,,48190,,466,1818,127,654,2613,5678,0.88
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48191,,,,,,48191,,466,1818,127,654,2613,5678,0.88
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48192,,,,,,48192,,525,2185,129,846,2765,6450,1.0
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48193,,,,,,48193,,525,2185,129,846,2765,6450,1.0
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48195,,,,,,48195,,567,2354,142,853,2950,6866,1.07
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48197,,,,,,48197,,434,2147,109,898,3021,6609,1.03
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48198,,,,,,48198,,434,2147,109,898,3021,6609,1.03
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48201,,,,,,48201,,859,5475,209,3519,5090,15152,2.35
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48453,,,,,,48453,,427,2058,104,1147,2483,6219,0.97
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48454,,,,,,48454,,427,2058,104,1147,2483,6219,0.97
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48455,,,,,,48455,,473,2082,120,1040,3095,6810,1.06
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48456,,,,,,48456,,427,2058,104,1147,2483,6219,0.97
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48457,,,,,,48457,,478,2082,112,886,2550,6108,0.95
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48458,,,,,,48458,,616,2823,155,930,3485,8009,1.24
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48460,,,,,,48460,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48461,,,,,,48461,,473,2082,120,1040,3095,6810,1.06
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48462,,,,,,48462,,404,1811,98,801,2943,6057,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48463,,,,,,48463,,478,2082,112,886,2550,6108,0.95
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48464,,,,,,48464,,473,2082,120,1040,3095,6810,1.06
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48465,,,,,,48465,,427,2058,104,1147,2483,6219,0.97
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48466,,,,,,48466,,427,2058,104,1147,2483,6219,0.97
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48467,,,,,,48467,,427,2058,104,1147,2483,6219,0.97
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48468,,,,,,48468,,427,2058,104,1147,2483,6219,0.97
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48469,,,,,,48469,,427,2058,104,1147,2483,6219,0.97
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48470,,,,,,48470,,427,2058,104,1147,2483,6219,0.97
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48471,,,,,,48471,,427,2058,104,1147,2483,6219,0.97
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48472,,,,,,48472,,427,2058,104,1147,2483,6219,0.97
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48473,,,,,,48473,,478,2082,112,886,2550,6108,0.95
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48475,,,,,,48475,,427,2058,104,1147,2483,6219,0.97
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48476,,,,,,48476,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48480,,,,,,48480,,478,2082,112,886,2550,6108,0.95
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48501,,,,,,48501,,632,3387,147,1023,4291,9480,1.47
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48502,,,,,,48502,,632,3387,147,1023,4291,9480,1.47
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48503,,,,,,48503,,632,3387,147,1023,4291,9480,1.47
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48504,,,,,,48504,,632,3387,147,1023,4291,9480,1.47
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48505,,,,,,48505,,632,3387,147,1023,4291,9480,1.47
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48506,,,,,,48506,,632,3387,147,1023,4291,9480,1.47
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48507,,,,,,48507,,632,3387,147,1023,4291,9480,1.47
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48509,,,,,,48509,,616,2823,155,930,3485,8009,1.24
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48519,,,,,,48519,,616,2823,155,930,3485,8009,1.24
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48529,,,,,,48529,,616,2823,155,930,3485,8009,1.24
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48531,,,,,,48531,,632,3387,147,1023,4291,9480,1.47
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48532,,,,,,48532,,616,2823,155,930,3485,8009,1.24
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48550,,,,,,48550,,632,3387,147,1023,4291,9480,1.47
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48551,,,,,,48551,,632,3387,147,1023,4291,9480,1.47
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48552,,,,,,48552,,632,3387,147,1023,4291,9480,1.47
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48553,,,,,,48553,,632,3387,147,1023,4291,9480,1.47
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48554,,,,,,48554,,478,2082,112,886,2550,6108,0.95
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48555,,,,,,48555,,632,3387,147,1023,4291,9480,1.47
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48556,,,,,,48556,,632,3387,147,1023,4291,9480,1.47
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48557,,,,,,48557,,632,3387,147,1023,4291,9480,1.47
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48559,,,,,,48559,,632,3387,147,1023,4291,9480,1.47
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48601,,,,,,48601,,532,2263,132,750,3692,7369,1.14
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48602,,,,,,48602,,330,1539,93,577,2353,4892,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48603,,,,,,48603,,330,1539,93,577,2353,4892,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48604,,,,,,48604,,330,1539,93,577,2353,4892,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48605,,,,,,48605,,532,2263,132,750,3692,7369,1.14
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48606,,,,,,48606,,532,2263,132,750,3692,7369,1.14
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48607,,,,,,48607,,532,2263,132,750,3692,7369,1.14
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48608,,,,,,48608,,330,1539,93,577,2353,4892,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48609,,,,,,48609,,330,1539,93,577,2353,4892,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48610,,,,,,48610,,455,1820,115,1411,2383,6184,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48862,,,,,,48862,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48863,,,,,,48863,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48864,,,,,,48864,,318,1404,85,738,2360,4905,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48865,,,,,,48865,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48866,,,,,,48866,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48867,,,,,,48867,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48870,,,,,,48870,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48871,,,,,,48871,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48872,,,,,,48872,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48873,,,,,,48873,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48874,,,,,,48874,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48875,,,,,,48875,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48876,,,,,,48876,,318,1404,85,738,2360,4905,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48877,,,,,,48877,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48878,,,,,,48878,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48879,,,,,,48879,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48880,,,,,,48880,,308,1111,81,604,1750,3854,0.6
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48881,,,,,,48881,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48882,,,,,,48882,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48883,,,,,,48883,,308,1111,81,604,1750,3854,0.6
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48884,,,,,,48884,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48885,,,,,,48885,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48886,,,,,,48886,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48887,,,,,,48887,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48888,,,,,,48888,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48889,,,,,,48889,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48890,,,,,,48890,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48891,,,,,,48891,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48892,,,,,,48892,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48893,,,,,,48893,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48894,,,,,,48894,,318,1404,85,738,2360,4905,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48895,,,,,,48895,,318,1404,85,738,2360,4905,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48896,,,,,,48896,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48897,,,,,,48897,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48901,,,,,,48901,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48906,,,,,,48906,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48907,,,,,,48907,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48908,,,,,,48908,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48909,,,,,,48909,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48910,,,,,,48910,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48911,,,,,,48911,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48912,,,,,,48912,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48913,,,,,,48913,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48915,,,,,,48915,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48916,,,,,,48916,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48917,,,,,,48917,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48918,,,,,,48918,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48919,,,,,,48919,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48921,,,,,,48921,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48922,,,,,,48922,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48924,,,,,,48924,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48929,,,,,,48929,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48930,,,,,,48930,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48933,,,,,,48933,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49268,,,,,,49268,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49269,,,,,,49269,,331,1620,97,895,2494,5437,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49270,,,,,,49270,,466,1818,127,654,2613,5678,0.88
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49271,,,,,,49271,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49272,,,,,,49272,,331,1620,97,895,2494,5437,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49274,,,,,,49274,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49276,,,,,,49276,,466,1818,127,654,2613,5678,0.88
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49277,,,,,,49277,,331,1620,97,895,2494,5437,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49278,,,,,,49278,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49279,,,,,,49279,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49280,,,,,,49280,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49281,,,,,,49281,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49282,,,,,,49282,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49283,,,,,,49283,,331,1620,97,895,2494,5437,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49284,,,,,,49284,,331,1620,97,895,2494,5437,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49285,,,,,,49285,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49286,,,,,,49286,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49287,,,,,,49287,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49288,,,,,,49288,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49289,,,,,,49289,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49301,,,,,,49301,,370,1270,101,595,2818,5154,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49302,,,,,,49302,,397,1465,101,948,3007,5918,0.92
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49303,,,,,,49303,,351,1576,101,727,2601,5356,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49304,,,,,,49304,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49305,,,,,,49305,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49306,,,,,,49306,,370,1270,101,595,2818,5154,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49307,,,,,,49307,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49309,,,,,,49309,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49310,,,,,,49310,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49311,,,,,,49311,,349,1842,94,859,2604,5748,0.89
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49312,,,,,,49312,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49314,,,,,,49314,,349,1842,94,859,2604,5748,0.89
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49315,,,,,,49315,,370,1270,101,595,2818,5154,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49316,,,,,,49316,,370,1270,101,595,2818,5154,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49317,,,,,,49317,,370,1270,101,595,2818,5154,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49318,,,,,,49318,,351,1576,101,727,2601,5356,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49319,,,,,,49319,,443,1835,115,1105,2701,6199,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49320,,,,,,49320,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49321,,,,,,49321,,370,1270,101,595,2818,5154,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49322,,,,,,49322,,443,1835,115,1105,2701,6199,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49323,,,,,,49323,,349,1842,94,859,2604,5748,0.89
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49325,,,,,,49325,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49326,,,,,,49326,,443,1835,115,1105,2701,6199,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49327,,,,,,49327,,443,1835,115,1105,2701,6199,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49328,,,,,,49328,,349,1842,94,859,2604,5748,0.89
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49329,,,,,,49329,,443,1835,115,1105,2701,6199,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49330,,,,,,49330,,443,1835,115,1105,2701,6199,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49331,,,,,,49331,,443,1835,115,1105,2701,6199,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49332,,,,,,49332,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49333,,,,,,49333,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49335,,,,,,49335,,349,1842,94,859,2604,5748,0.89
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49336,,,,,,49336,,443,1835,115,1105,2701,6199,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49337,,,,,,49337,,443,1835,115,1105,2701,6199,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49338,,,,,,49338,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49682,,,,,,49682,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49683,,,,,,49683,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49684,,,,,,49684,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49685,,,,,,49685,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49686,,,,,,49686,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49688,,,,,,49688,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49689,,,,,,49689,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49690,,,,,,49690,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49696,,,,,,49696,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49701,,,,,,49701,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49705,,,,,,49705,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49706,,,,,,49706,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49707,,,,,,49707,,346,1364,96,1122,2050,4978,0.77
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49709,,,,,,49709,,346,1364,96,1122,2050,4978,0.77
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49710,,,,,,49710,,352,1350,102,1073,2290,5167,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49711,,,,,,49711,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49712,,,,,,49712,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49713,,,,,,49713,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49715,,,,,,49715,,352,1350,102,1073,2290,5167,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49716,,,,,,49716,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49717,,,,,,49717,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49718,,,,,,49718,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49719,,,,,,49719,,352,1350,102,1073,2290,5167,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49720,,,,,,49720,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49721,,,,,,49721,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49722,,,,,,49722,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49723,,,,,,49723,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49724,,,,,,49724,,352,1350,102,1073,2290,5167,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49725,,,,,,49725,,352,1350,102,1073,2290,5167,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49726,,,,,,49726,,352,1350,102,1073,2290,5167,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49727,,,,,,49727,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49728,,,,,,49728,,352,1350,102,1073,2290,5167,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49729,,,,,,49729,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49730,,,,,,49730,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49733,,,,,,49733,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49734,,,,,,49734,,371,1553,101,1218,2108,5351,0.83
