company,vehicle_type,factor_circumvented,factor_name,geography_factor,geography_type,geography_factor_id,latitude,longitude,county_fips,tract_fips,block_group_fips,zip,place_name_fips,"rate_$50,000_liability",rate_basic_pip,"rate_$1,000,000_ppi",rate_$50_deductible_comprehensive,rate_$200_deductible_collision,generic_location_based_premium,location_effect
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48817,,,,,,48817,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48818,,,,,,48818,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48819,,,,,,48819,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48820,,,,,,48820,,318,1404,85,738,2360,4905,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48821,,,,,,48821,,318,1404,85,738,2360,4905,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48822,,,,,,48822,,318,1404,85,738,2360,4905,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48823,,,,,,48823,,318,1404,85,738,2360,4905,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48824,,,,,,48824,,318,1404,85,738,2360,4905,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48825,,,,,,48825,,318,1404,85,738,2360,4905,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48826,,,,,,48826,,318,1404,85,738,2360,4905,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48827,,,,,,48827,,318,1404,85,738,2360,4905,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48829,,,,,,48829,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48830,,,,,,48830,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48831,,,,,,48831,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48832,,,,,,48832,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48833,,,,,,48833,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48834,,,,,,48834,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48835,,,,,,48835,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48836,,,,,,48836,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48837,,,,,,48837,,318,1404,85,738,2360,4905,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48838,,,,,,48838,,443,1835,115,1105,2701,6199,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48840,,,,,,48840,,318,1404,85,738,2360,4905,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48841,,,,,,48841,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48842,,,,,,48842,,318,1404,85,738,2360,4905,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48843,,,,,,48843,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48844,,,,,,48844,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48845,,,,,,48845,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48846,,,,,,48846,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48847,,,,,,48847,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48848,,,,,,48848,,318,1404,85,738,2360,4905,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48849,,,,,,48849,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48850,,,,,,48850,,443,1835,115,1105,2701,6199,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48851,,,,,,48851,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48852,,,,,,48852,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48853,,,,,,48853,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48854,,,,,,48854,,318,1404,85,738,2360,4905,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48855,,,,,,48855,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48856,,,,,,48856,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48857,,,,,,48857,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48858,,,,,,48858,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48859,,,,,,48859,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48860,,,,,,48860,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48861,,,,,,48861,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49117,,,,,,49117,,426,1640,122,623,2064,4875,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49119,,,,,,49119,,426,1640,122,623,2064,4875,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49120,,,,,,49120,,426,1640,122,623,2064,4875,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49121,,,,,,49121,,426,1640,122,623,2064,4875,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49125,,,,,,49125,,426,1640,122,623,2064,4875,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49126,,,,,,49126,,426,1640,122,623,2064,4875,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49127,,,,,,49127,,426,1640,122,623,2064,4875,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49128,,,,,,49128,,426,1640,122,623,2064,4875,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49129,,,,,,49129,,426,1640,122,623,2064,4875,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49130,,,,,,49130,,419,1601,110,903,2492,5525,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49201,,,,,,49201,,331,1620,97,895,2494,5437,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49202,,,,,,49202,,331,1620,97,895,2494,5437,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49203,,,,,,49203,,331,1620,97,895,2494,5437,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49204,,,,,,49204,,331,1620,97,895,2494,5437,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49220,,,,,,49220,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49221,,,,,,49221,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49224,,,,,,49224,,351,1650,103,1116,2326,5546,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49227,,,,,,49227,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49228,,,,,,49228,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49229,,,,,,49229,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49230,,,,,,49230,,331,1620,97,895,2494,5437,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49232,,,,,,49232,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49233,,,,,,49233,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49234,,,,,,49234,,331,1620,97,895,2494,5437,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49235,,,,,,49235,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49236,,,,,,49236,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49237,,,,,,49237,,331,1620,97,895,2494,5437,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49238,,,,,,49238,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49239,,,,,,49239,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49240,,,,,,49240,,331,1620,97,895,2494,5437,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49241,,,,,,49241,,331,1620,97,895,2494,5437,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49242,,,,,,49242,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49245,,,,,,49245,,351,1650,103,1116,2326,5546,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49246,,,,,,49246,,331,1620,97,895,2494,5437,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49247,,,,,,49247,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49248,,,,,,49248,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49249,,,,,,49249,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49250,,,,,,49250,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49251,,,,,,49251,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49252,,,,,,49252,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49253,,,,,,49253,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49254,,,,,,49254,,331,1620,97,895,2494,5437,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49255,,,,,,49255,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49256,,,,,,49256,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49257,,,,,,49257,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49258,,,,,,49258,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49259,,,,,,49259,,331,1620,97,895,2494,5437,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49261,,,,,,49261,,331,1620,97,895,2494,5437,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49262,,,,,,49262,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49263,,,,,,49263,,331,1620,97,895,2494,5437,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49264,,,,,,49264,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49265,,,,,,49265,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49266,,,,,,49266,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49267,,,,,,49267,,466,1818,127,654,2613,5678,0.88
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49616,,,,,,49616,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49617,,,,,,49617,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49618,,,,,,49618,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49619,,,,,,49619,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49620,,,,,,49620,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49621,,,,,,49621,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49622,,,,,,49622,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49623,,,,,,49623,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49625,,,,,,49625,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49626,,,,,,49626,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49627,,,,,,49627,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49628,,,,,,49628,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49629,,,,,,49629,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49630,,,,,,49630,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49631,,,,,,49631,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49632,,,,,,49632,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49633,,,,,,49633,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49634,,,,,,49634,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49635,,,,,,49635,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49636,,,,,,49636,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49637,,,,,,49637,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49638,,,,,,49638,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49639,,,,,,49639,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49640,,,,,,49640,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49642,,,,,,49642,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49643,,,,,,49643,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49644,,,,,,49644,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49645,,,,,,49645,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49646,,,,,,49646,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49648,,,,,,49648,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49649,,,,,,49649,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49650,,,,,,49650,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49651,,,,,,49651,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49653,,,,,,49653,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49654,,,,,,49654,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49655,,,,,,49655,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49656,,,,,,49656,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49657,,,,,,49657,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49659,,,,,,49659,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49660,,,,,,49660,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49663,,,,,,49663,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49664,,,,,,49664,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49665,,,,,,49665,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49666,,,,,,49666,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49667,,,,,,49667,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49668,,,,,,49668,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49670,,,,,,49670,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49673,,,,,,49673,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49674,,,,,,49674,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49675,,,,,,49675,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49676,,,,,,49676,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49677,,,,,,49677,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49679,,,,,,49679,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49680,,,,,,49680,,364,1360,92,776,2410,5002,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49913,,,,,,49913,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49915,,,,,,49915,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49916,,,,,,49916,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49917,,,,,,49917,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49918,,,,,,49918,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49919,,,,,,49919,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49920,,,,,,49920,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49921,,,,,,49921,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49922,,,,,,49922,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49925,,,,,,49925,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49927,,,,,,49927,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49929,,,,,,49929,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49930,,,,,,49930,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49931,,,,,,49931,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49934,,,,,,49934,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49935,,,,,,49935,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49938,,,,,,49938,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49942,,,,,,49942,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49945,,,,,,49945,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49946,,,,,,49946,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49947,,,,,,49947,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49948,,,,,,49948,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49950,,,,,,49950,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49952,,,,,,49952,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49953,,,,,,49953,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49955,,,,,,49955,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49958,,,,,,49958,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49959,,,,,,49959,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49960,,,,,,49960,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49961,,,,,,49961,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49962,,,,,,49962,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49963,,,,,,49963,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49964,,,,,,49964,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49965,,,,,,49965,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49967,,,,,,49967,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49968,,,,,,49968,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49969,,,,,,49969,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49970,,,,,,49970,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49971,,,,,,49971,,381,1570,110,1912,2100,6073,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48134,,,,,,48134,,423,2140,110,828,2715,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48135,,,,,,48135,,491,2162,120,770,3150,6693,1.04
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48136,,,,,,48136,,491,2162,120,770,3150,6693,1.04
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48137,,,,,,48137,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48138,,,,,,48138,,441,2072,110,824,2620,6067,0.94
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48139,,,,,,48139,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48140,,,,,,48140,,466,1818,127,654,2613,5678,0.88
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48141,,,,,,48141,,480,2530,119,1244,3115,7488,1.16
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48143,,,,,,48143,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48144,,,,,,48144,,466,1818,127,654,2613,5678,0.88
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48145,,,,,,48145,,483,2127,130,654,2817,6211,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48146,,,,,,48146,,519,2185,125,803,2805,6437,1.0
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48150,,,,,,48150,,453,1962,108,719,2770,6012,0.93
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48151,,,,,,48151,,453,1962,108,719,2770,6012,0.93
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48152,,,,,,48152,,406,2181,103,715,2785,6190,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48153,,,,,,48153,,453,1962,108,719,2770,6012,0.93
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48154,,,,,,48154,,419,1851,99,707,2790,5866,0.91
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48157,,,,,,48157,,483,2127,130,654,2817,6211,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48158,,,,,,48158,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48159,,,,,,48159,,466,1818,127,654,2613,5678,0.88
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48160,,,,,,48160,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48161,,,,,,48161,,483,2127,130,654,2817,6211,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48162,,,,,,48162,,483,2127,130,654,2817,6211,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48164,,,,,,48164,,446,2087,108,877,2795,6313,0.98
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48165,,,,,,48165,,507,1744,123,765,2955,6094,0.95
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48166,,,,,,48166,,483,2127,130,654,2817,6211,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48167,,,,,,48167,,388,1685,106,758,2775,5712,0.89
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48168,,,,,,48168,,388,1685,106,758,2775,5712,0.89
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48169,,,,,,48169,,359,1568,92,831,2540,5390,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48170,,,,,,48170,,405,1660,108,658,2910,5741,0.89
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48173,,,,,,48173,,465,1955,121,684,2595,5820,0.9
