geography_factor_id,rate_bodily_injury,rate_property_damage,rate_pip,rate_collision,rate_comprehensive,rate_um_uim,generic_location_based_premium,weighted_mean,location_effect,company,vehicle_type,factor_circumvented,factor_name,geography_factor,geography_type,tract_fips,latitude,place_name_fips,longitude,county_fips,block_group_fips,zip,territory,zip_code
9886,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9886,49886
9887,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9887,49887
9891,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9891,49891
9892,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9892,49892
9893,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9893,49893
9894,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9894,49894
9895,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9895,49895
9896,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9896,49896
9901,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9901,49901
9902,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9902,49902
9903,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9903,49903
9905,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9905,49905
9908,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9908,49908
9910,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9910,49910
9911,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9911,49911
9912,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9912,49912
9913,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9913,49913
9915,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9915,49915
9916,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9916,49916
9917,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9917,49917
9918,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9918,49918
9919,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9919,49919
9920,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9920,49920
9921,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9921,49921
9922,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9922,49922
9925,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9925,49925
9927,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9927,49927
9929,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9929,49929
9930,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9930,49930
9931,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9931,49931
9934,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9934,49934
9935,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9935,49935
9938,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9938,49938
9942,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9942,49942
9945,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9945,49945
9946,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9946,49946
9947,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9947,49947
9948,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9948,49948
9950,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9950,49950
9952,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9952,49952
9953,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9953,49953
9955,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9955,49955
9958,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9958,49958
9959,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9959,49959
9960,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9960,49960
9961,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9961,49961
9962,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9962,49962
9963,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9963,49963
9964,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9964,49964
9965,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9965,49965
9967,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9967,49967
9968,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9968,49968
9969,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9969,49969
9970,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9970,49970
9971,351.34,163.31,6620.55,646.77,140.37,32.78,7955.119999999999,3188.0,0.9566921439983354,AllState,Auto,zip,Territorial Base Rate,Territory,zip,,,,,,,,9971,49971
