geo_id,tot_pop,latin_tot,white_tot,black_tot,aian_tot,asian_tot,nhpi_tot,other_tot,two_plus_tot
48636,864.0,12.0,831.0,1.0,7.0,0.0,0.0,0.0,13.0
48637,3359.0,129.0,3187.0,7.0,13.0,2.0,1.0,2.0,18.0
48638,12922.0,907.0,10377.0,1151.0,26.0,238.0,3.0,17.0,203.0
48640,32690.0,678.0,30187.0,500.0,129.0,729.0,6.0,23.0,438.0
48642,32277.0,740.0,29682.0,445.0,98.0,777.0,39.0,33.0,463.0
48647,4420.0,48.0,4272.0,12.0,24.0,5.0,3.0,2.0,54.0
48649,1576.0,57.0,1487.0,13.0,3.0,9.0,0.0,0.0,7.0
48650,7253.0,171.0,6938.0,20.0,42.0,10.0,0.0,1.0,71.0
48651,4690.0,65.0,4495.0,27.0,29.0,25.0,0.0,1.0,48.0
48652,1548.0,25.0,1508.0,0.0,9.0,1.0,0.0,0.0,5.0
48653,10293.0,114.0,9965.0,38.0,44.0,31.0,0.0,0.0,101.0
48654,2521.0,27.0,2455.0,1.0,18.0,2.0,1.0,0.0,17.0
48655,6460.0,288.0,6031.0,30.0,32.0,7.0,0.0,2.0,70.0
48656,4058.0,43.0,3904.0,8.0,28.0,8.0,1.0,0.0,66.0
48657,7981.0,100.0,7738.0,9.0,35.0,21.0,0.0,1.0,77.0
48658,5138.0,101.0,4861.0,18.0,80.0,10.0,1.0,3.0,64.0
48659,2850.0,39.0,2745.0,0.0,28.0,2.0,4.0,0.0,32.0
48661,10691.0,136.0,10333.0,23.0,56.0,48.0,3.0,6.0,86.0
48662,1594.0,63.0,1525.0,0.0,1.0,1.0,0.0,0.0,4.0
48667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48701,1368.0,69.0,1271.0,1.0,7.0,1.0,0.0,1.0,18.0
48703,3238.0,42.0,3113.0,3.0,22.0,9.0,0.0,0.0,49.0
48705,535.0,1.0,514.0,0.0,5.0,3.0,0.0,0.0,12.0
48706,40596.0,1714.0,37288.0,442.0,178.0,320.0,5.0,12.0,637.0
48708,27262.0,2344.0,23076.0,903.0,124.0,91.0,4.0,14.0,706.0
48710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48720,1042.0,19.0,1011.0,3.0,1.0,4.0,0.0,0.0,4.0
48721,411.0,6.0,404.0,0.0,0.0,1.0,0.0,0.0,0.0
48722,3123.0,226.0,2501.0,335.0,3.0,13.0,0.0,1.0,44.0
48723,12479.0,519.0,11526.0,187.0,71.0,48.0,11.0,4.0,113.0
48724,359.0,61.0,235.0,43.0,0.0,0.0,0.0,0.0,20.0
48725,2464.0,24.0,2404.0,3.0,4.0,5.0,0.0,0.0,24.0
48726,6172.0,139.0,5916.0,19.0,18.0,14.0,0.0,4.0,62.0
48727,1269.0,28.0,1201.0,11.0,8.0,1.0,0.0,0.0,20.0
48728,290.0,3.0,285.0,1.0,1.0,0.0,0.0,0.0,0.0
48729,1586.0,14.0,1550.0,0.0,5.0,0.0,0.0,0.0,17.0
48730,4716.0,70.0,4519.0,13.0,18.0,35.0,1.0,1.0,59.0
48731,1683.0,33.0,1613.0,10.0,3.0,1.0,0.0,0.0,23.0
48732,11483.0,391.0,10657.0,140.0,32.0,85.0,0.0,9.0,169.0
48733,1758.0,60.0,1654.0,10.0,10.0,1.0,0.0,0.0,23.0
48734,7444.0,141.0,7163.0,33.0,10.0,59.0,1.0,2.0,35.0
48735,1051.0,42.0,997.0,3.0,3.0,1.0,0.0,0.0,5.0
48737,1245.0,6.0,1215.0,2.0,2.0,0.0,0.0,1.0,19.0
48738,1269.0,10.0,1245.0,1.0,6.0,2.0,0.0,1.0,4.0
48739,4043.0,37.0,3909.0,23.0,27.0,4.0,0.0,0.0,43.0
48740,2556.0,37.0,2459.0,6.0,28.0,8.0,1.0,0.0,17.0
48741,2086.0,41.0,1996.0,11.0,5.0,12.0,0.0,1.0,20.0
48742,1647.0,14.0,1611.0,1.0,1.0,2.0,0.0,2.0,16.0
48743,63.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
48744,4615.0,75.0,4448.0,18.0,17.0,7.0,0.0,0.0,50.0
48745,1346.0,18.0,1292.0,1.0,20.0,3.0,0.0,0.0,12.0
48746,8528.0,178.0,8135.0,50.0,38.0,21.0,1.0,10.0,95.0
48747,1494.0,40.0,1427.0,1.0,8.0,2.0,0.0,0.0,16.0
48748,1693.0,13.0,1635.0,4.0,7.0,8.0,0.0,2.0,24.0
48749,1094.0,12.0,1041.0,3.0,19.0,1.0,0.0,2.0,16.0
48750,8846.0,199.0,8298.0,62.0,70.0,47.0,11.0,5.0,154.0
48754,1001.0,28.0,963.0,0.0,1.0,3.0,0.0,0.0,6.0
48755,3110.0,93.0,2986.0,5.0,4.0,5.0,0.0,0.0,17.0
48756,4640.0,105.0,4373.0,12.0,38.0,2.0,2.0,2.0,106.0
48757,3817.0,138.0,3601.0,16.0,17.0,24.0,2.0,0.0,19.0
48759,3293.0,123.0,3132.0,7.0,11.0,7.0,0.0,0.0,13.0
48760,1351.0,21.0,1254.0,42.0,9.0,4.0,0.0,0.0,21.0
48761,1026.0,7.0,1003.0,2.0,3.0,1.0,0.0,0.0,10.0
48762,1139.0,13.0,1112.0,3.0,2.0,0.0,0.0,1.0,8.0
48763,5012.0,51.0,4853.0,14.0,20.0,31.0,1.0,3.0,39.0
48765,725.0,7.0,702.0,2.0,5.0,0.0,3.0,1.0,5.0
48766,1270.0,16.0,1221.0,1.0,20.0,2.0,0.0,2.0,8.0
48767,2162.0,61.0,2080.0,1.0,4.0,4.0,2.0,1.0,9.0
48768,9832.0,228.0,9170.0,267.0,17.0,21.0,1.0,16.0,112.0
48770,1891.0,33.0,1812.0,5.0,16.0,1.0,0.0,0.0,24.0
48801,12923.0,936.0,11594.0,80.0,64.0,91.0,3.0,5.0,150.0
48806,1676.0,34.0,1609.0,9.0,2.0,5.0,4.0,0.0,13.0
48807,916.0,21.0,877.0,1.0,2.0,1.0,0.0,0.0,14.0
48808,5178.0,171.0,4709.0,76.0,25.0,87.0,3.0,3.0,104.0
48809,11015.0,417.0,10346.0,33.0,36.0,55.0,3.0,5.0,120.0
48811,5641.0,134.0,4188.0,1254.0,23.0,17.0,0.0,1.0,24.0
48813,21182.0,814.0,19823.0,175.0,56.0,81.0,2.0,7.0,224.0
48815,2259.0,62.0,2141.0,4.0,7.0,14.0,1.0,1.0,29.0
48816,121.0,1.0,118.0,0.0,2.0,0.0,0.0,0.0,0.0
48817,6422.0,135.0,6102.0,42.0,20.0,45.0,0.0,3.0,75.0
48818,2407.0,54.0,2305.0,10.0,6.0,5.0,0.0,0.0,27.0
48819,2701.0,49.0,2596.0,13.0,8.0,8.0,0.0,1.0,26.0
48820,16641.0,636.0,15160.0,324.0,74.0,190.0,2.0,7.0,248.0
48821,5836.0,219.0,5276.0,138.0,22.0,83.0,1.0,1.0,96.0
48822,2714.0,65.0,2590.0,25.0,5.0,6.0,0.0,2.0,21.0
48823,51302.0,1882.0,39438.0,3230.0,142.0,5129.0,25.0,96.0,1360.0
48825,12596.0,432.0,9661.0,1092.0,23.0,1074.0,3.0,14.0,297.0
48827,15971.0,598.0,14850.0,140.0,60.0,79.0,1.0,11.0,232.0
48829,3254.0,110.0,3054.0,12.0,12.0,7.0,0.0,1.0,58.0
48831,3512.0,147.0,3313.0,10.0,17.0,5.0,0.0,0.0,20.0
48832,1393.0,38.0,1333.0,1.0,5.0,0.0,0.0,0.0,16.0
48834,2090.0,54.0,2009.0,8.0,6.0,6.0,0.0,0.0,7.0
48835,2680.0,51.0,2590.0,12.0,3.0,9.0,0.0,2.0,13.0
48836,13510.0,247.0,12914.0,44.0,73.0,64.0,1.0,4.0,163.0
48837,18926.0,690.0,17401.0,237.0,59.0,207.0,5.0,24.0,303.0
48838,17863.0,787.0,16585.0,72.0,64.0,92.0,6.0,8.0,249.0
48840,12501.0,456.0,10928.0,375.0,47.0,440.0,0.0,17.0,238.0
48841,826.0,17.0,795.0,1.0,5.0,2.0,1.0,0.0,5.0
48842,20432.0,1086.0,17215.0,980.0,93.0,520.0,6.0,26.0,506.0
48843,42931.0,1081.0,40541.0,190.0,156.0,411.0,38.0,37.0,477.0
48845,1003.0,24.0,964.0,2.0,2.0,1.0,0.0,1.0,9.0
48846,20269.0,1343.0,15710.0,2831.0,78.0,76.0,2.0,16.0,213.0
48847,6041.0,324.0,5589.0,29.0,29.0,20.0,1.0,5.0,44.0
48848,7789.0,154.0,7434.0,40.0,35.0,33.0,0.0,3.0,90.0
48849,5717.0,315.0,5258.0,17.0,13.0,37.0,0.0,1.0,76.0
48850,4474.0,114.0,4271.0,9.0,10.0,12.0,0.0,0.0,58.0
48851,2365.0,68.0,2259.0,5.0,2.0,3.0,0.0,0.0,28.0
48852,150.0,2.0,147.0,0.0,0.0,0.0,0.0,0.0,1.0
48853,671.0,10.0,645.0,1.0,0.0,4.0,0.0,0.0,11.0
48854,18598.0,601.0,17001.0,551.0,68.0,136.0,5.0,15.0,221.0
48855,14752.0,219.0,14153.0,27.0,59.0,121.0,12.0,11.0,150.0
48856,966.0,99.0,848.0,3.0,3.0,0.0,0.0,2.0,11.0
48857,2453.0,37.0,2371.0,1.0,7.0,7.0,0.0,0.0,30.0
48858,50025.0,1698.0,42593.0,1540.0,1834.0,1087.0,12.0,36.0,1225.0
48860,1334.0,33.0,1269.0,1.0,7.0,9.0,0.0,0.0,15.0
48861,1522.0,37.0,1466.0,4.0,2.0,0.0,0.0,0.0,13.0
48864,20148.0,659.0,14809.0,972.0,44.0,3134.0,8.0,55.0,467.0
48865,1903.0,114.0,1761.0,2.0,9.0,3.0,0.0,0.0,14.0
48866,4851.0,199.0,4552.0,28.0,11.0,8.0,2.0,5.0,46.0
48867,28264.0,852.0,26736.0,127.0,99.0,94.0,5.0,10.0,341.0
48870,148.0,4.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0
48871,1952.0,48.0,1856.0,14.0,8.0,5.0,0.0,4.0,17.0
48872,7840.0,120.0,7493.0,42.0,33.0,36.0,3.0,9.0,104.0
48873,1615.0,22.0,1542.0,6.0,7.0,3.0,0.0,0.0,35.0
48874,180.0,10.0,169.0,0.0,0.0,0.0,0.0,0.0,1.0
48875,10186.0,243.0,9723.0,42.0,35.0,33.0,0.0,3.0,107.0
48876,4014.0,211.0,3632.0,49.0,22.0,21.0,1.0,4.0,74.0
48877,2392.0,69.0,2301.0,5.0,4.0,1.0,0.0,0.0,12.0
48878,1677.0,45.0,1526.0,16.0,48.0,2.0,0.0,1.0,39.0
48879,18075.0,692.0,16805.0,139.0,102.0,80.0,5.0,12.0,240.0
48880,10669.0,561.0,7770.0,2191.0,55.0,20.0,0.0,1.0,71.0
48881,5501.0,124.0,5275.0,14.0,22.0,19.0,0.0,0.0,47.0
48883,7122.0,233.0,6662.0,17.0,94.0,19.0,0.0,0.0,97.0
48884,4427.0,135.0,4193.0,13.0,17.0,16.0,0.0,1.0,52.0
48885,927.0,28.0,884.0,2.0,2.0,6.0,0.0,0.0,5.0
48886,2116.0,44.0,2017.0,6.0,14.0,1.0,0.0,1.0,33.0
48888,6366.0,198.0,6032.0,39.0,27.0,16.0,4.0,1.0,49.0
48889,1322.0,26.0,1277.0,4.0,2.0,2.0,0.0,0.0,11.0
48890,2152.0,63.0,2057.0,6.0,2.0,5.0,0.0,1.0,18.0
48891,2985.0,90.0,2818.0,19.0,16.0,10.0,2.0,1.0,29.0
48892,4382.0,90.0,4181.0,20.0,27.0,10.0,0.0,1.0,53.0
48893,5212.0,125.0,4831.0,23.0,117.0,21.0,2.0,0.0,93.0
48894,2059.0,40.0,1991.0,2.0,2.0,5.0,0.0,0.0,19.0
48895,11189.0,260.0,10481.0,81.0,36.0,135.0,2.0,13.0,181.0
48896,154.0,1.0,151.0,2.0,0.0,0.0,0.0,0.0,0.0
48897,1525.0,39.0,1457.0,4.0,5.0,4.0,0.0,0.0,16.0
48906,26634.0,3843.0,17127.0,3570.0,211.0,681.0,8.0,43.0,1151.0
48910,34560.0,3698.0,21938.0,5955.0,195.0,1283.0,7.0,62.0,1422.0
48911,40111.0,4411.0,20084.0,11558.0,175.0,1902.0,15.0,80.0,1886.0
48912,17035.0,1926.0,11247.0,2567.0,121.0,518.0,5.0,25.0,626.0
48915,9218.0,1259.0,4271.0,2923.0,44.0,174.0,1.0,15.0,531.0
48917,32062.0,2470.0,23089.0,4079.0,163.0,1182.0,3.0,51.0,1025.0
48921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48933,2530.0,264.0,1442.0,569.0,14.0,136.0,3.0,3.0,99.0
49001,22095.0,2361.0,13720.0,4694.0,133.0,173.0,3.0,41.0,970.0
49002,18786.0,529.0,16542.0,695.0,95.0,420.0,6.0,20.0,479.0
49004,15645.0,492.0,13020.0,1373.0,68.0,189.0,4.0,34.0,465.0
49006,26455.0,1021.0,20228.0,3582.0,76.0,717.0,8.0,69.0,754.0
49007,10762.0,511.0,4684.0,4907.0,46.0,78.0,4.0,15.0,517.0
49008,16186.0,703.0,13052.0,1529.0,48.0,346.0,3.0,21.0,484.0
49009,42362.0,1300.0,35391.0,3175.0,111.0,1299.0,14.0,63.0,1009.0
49010,17374.0,480.0,16116.0,337.0,74.0,82.0,1.0,2.0,282.0
49011,2285.0,31.0,2177.0,11.0,13.0,2.0,2.0,0.0,49.0
49012,3339.0,60.0,3144.0,28.0,16.0,23.0,0.0,2.0,66.0
49013,5508.0,798.0,4113.0,384.0,40.0,21.0,5.0,9.0,138.0
49014,22127.0,1408.0,18012.0,1783.0,124.0,210.0,5.0,20.0,565.0
49015,26782.0,1456.0,21655.0,1685.0,128.0,1073.0,15.0,32.0,738.0
49017,20785.0,817.0,16748.0,2336.0,114.0,130.0,6.0,34.0,600.0
49021,6182.0,112.0,5924.0,31.0,18.0,10.0,0.0,4.0,83.0
49022,31814.0,1355.0,11721.0,17815.0,138.0,101.0,4.0,26.0,654.0
49024,28552.0,910.0,23820.0,1515.0,99.0,1352.0,11.0,52.0,793.0
49026,2186.0,107.0,2000.0,32.0,10.0,3.0,0.0,8.0,26.0
49027,161.0,38.0,110.0,2.0,6.0,0.0,0.0,0.0,5.0
49028,6387.0,589.0,5640.0,37.0,28.0,14.0,0.0,1.0,78.0
49029,1606.0,15.0,1569.0,2.0,4.0,1.0,0.0,0.0,15.0
49030,2523.0,61.0,2405.0,11.0,8.0,19.0,0.0,1.0,18.0
49031,7884.0,181.0,6271.0,1007.0,62.0,83.0,0.0,20.0,260.0
49032,3105.0,33.0,2940.0,58.0,2.0,15.0,0.0,1.0,56.0
49033,1760.0,25.0,1699.0,10.0,7.0,7.0,0.0,0.0,12.0
49034,2389.0,37.0,2310.0,13.0,7.0,3.0,0.0,0.0,19.0
49036,24868.0,1022.0,21968.0,1307.0,81.0,142.0,2.0,13.0,333.0
49037,22576.0,1146.0,13818.0,5955.0,128.0,510.0,4.0,32.0,983.0
49038,9310.0,435.0,8449.0,158.0,53.0,51.0,3.0,4.0,157.0
49040,3388.0,26.0,3287.0,11.0,9.0,12.0,0.0,1.0,42.0
49042,4892.0,133.0,4546.0,60.0,30.0,24.0,0.0,6.0,93.0
49043,2462.0,759.0,974.0,613.0,16.0,3.0,0.0,8.0,89.0
49045,5598.0,512.0,4745.0,115.0,67.0,28.0,1.0,1.0,129.0
49046,7281.0,157.0,6939.0,28.0,35.0,24.0,0.0,2.0,96.0
49047,14805.0,856.0,11929.0,1052.0,321.0,80.0,1.0,31.0,535.0
49048,25432.0,1238.0,17812.0,4851.0,105.0,327.0,19.0,44.0,1036.0
49050,1557.0,12.0,1523.0,3.0,4.0,1.0,0.0,0.0,14.0
49051,2436.0,48.0,2331.0,3.0,15.0,14.0,2.0,0.0,23.0
49052,975.0,25.0,901.0,1.0,40.0,2.0,0.0,0.0,6.0
49053,7028.0,164.0,6546.0,115.0,33.0,53.0,0.0,11.0,106.0
49055,6276.0,169.0,5877.0,67.0,38.0,10.0,0.0,4.0,111.0
49056,4016.0,561.0,3216.0,126.0,36.0,2.0,1.0,4.0,70.0
49057,6795.0,1792.0,4619.0,77.0,118.0,21.0,1.0,5.0,162.0
49058,19127.0,430.0,18300.0,48.0,74.0,56.0,2.0,5.0,212.0
49060,1738.0,28.0,1662.0,4.0,5.0,23.0,0.0,0.0,16.0
49061,1622.0,28.0,1504.0,38.0,8.0,6.0,0.0,1.0,37.0
49064,3717.0,605.0,2941.0,77.0,23.0,12.0,0.0,1.0,58.0
49065,6662.0,492.0,5977.0,52.0,21.0,19.0,2.0,4.0,95.0
49066,722.0,7.0,699.0,1.0,4.0,1.0,0.0,0.0,10.0
49067,4522.0,91.0,4271.0,60.0,19.0,25.0,0.0,2.0,54.0
49068,14646.0,479.0,13738.0,97.0,69.0,77.0,4.0,14.0,168.0
49070,2451.0,114.0,2273.0,10.0,5.0,11.0,0.0,0.0,38.0
49071,9174.0,278.0,8502.0,121.0,47.0,57.0,0.0,4.0,165.0
49072,3164.0,53.0,3016.0,27.0,20.0,13.0,0.0,2.0,33.0
49073,4951.0,71.0,4773.0,10.0,23.0,13.0,0.0,3.0,58.0
49074,149.0,1.0,134.0,12.0,0.0,1.0,0.0,0.0,1.0
49075,121.0,7.0,112.0,0.0,0.0,0.0,0.0,0.0,2.0
49076,4589.0,138.0,4238.0,109.0,7.0,19.0,0.0,8.0,70.0
49078,8902.0,220.0,8459.0,36.0,20.0,40.0,0.0,9.0,118.0
49079,13606.0,652.0,12378.0,193.0,42.0,62.0,3.0,10.0,266.0
49080,15802.0,379.0,14863.0,173.0,77.0,73.0,5.0,8.0,224.0
49082,6579.0,98.0,6382.0,14.0,9.0,21.0,0.0,6.0,49.0
49083,6961.0,185.0,6509.0,50.0,16.0,90.0,1.0,3.0,107.0
49084,36.0,0.0,31.0,4.0,0.0,0.0,0.0,0.0,1.0
49085,23804.0,659.0,21125.0,761.0,54.0,836.0,9.0,22.0,338.0
49087,6126.0,122.0,5846.0,35.0,30.0,31.0,0.0,0.0,62.0
49088,3648.0,43.0,3539.0,16.0,7.0,10.0,0.0,0.0,33.0
49089,1875.0,18.0,1798.0,9.0,22.0,0.0,0.0,0.0,28.0
49090,13810.0,1197.0,10859.0,1272.0,104.0,72.0,3.0,8.0,295.0
49091,19872.0,2950.0,16146.0,190.0,50.0,175.0,1.0,20.0,340.0
49092,2187.0,27.0,2093.0,3.0,6.0,8.0,0.0,0.0,50.0
49093,18380.0,611.0,15949.0,1174.0,79.0,133.0,0.0,14.0,420.0
49094,4104.0,54.0,3927.0,15.0,25.0,15.0,0.0,2.0,66.0
49095,1960.0,41.0,1562.0,235.0,4.0,40.0,0.0,3.0,75.0
49096,3316.0,53.0,3185.0,2.0,18.0,6.0,0.0,0.0,52.0
49097,10326.0,204.0,9858.0,55.0,21.0,48.0,0.0,5.0,135.0
49098,5966.0,390.0,5267.0,96.0,41.0,26.0,0.0,8.0,138.0
49099,5629.0,152.0,5330.0,22.0,35.0,18.0,1.0,3.0,68.0
49101,3104.0,127.0,2888.0,19.0,7.0,11.0,1.0,1.0,50.0
49102,1563.0,109.0,1277.0,111.0,2.0,32.0,0.0,0.0,32.0
49103,11082.0,1204.0,7072.0,1580.0,47.0,744.0,75.0,39.0,321.0
49104,868.0,133.0,348.0,237.0,1.0,98.0,1.0,3.0,47.0
49106,4636.0,125.0,4350.0,33.0,19.0,45.0,1.0,5.0,58.0
49107,10382.0,249.0,9339.0,431.0,89.0,30.0,1.0,17.0,226.0
49111,3346.0,288.0,2842.0,107.0,37.0,6.0,0.0,3.0,63.0
49112,10171.0,193.0,9625.0,88.0,27.0,44.0,4.0,9.0,181.0
49113,1904.0,26.0,1812.0,10.0,19.0,6.0,0.0,0.0,31.0
49115,294.0,7.0,279.0,0.0,0.0,3.0,0.0,0.0,5.0
49116,394.0,6.0,373.0,9.0,3.0,0.0,0.0,0.0,3.0
49117,3951.0,140.0,3671.0,54.0,16.0,18.0,6.0,2.0,44.0
49119,136.0,3.0,116.0,9.0,3.0,0.0,0.0,0.0,5.0
49120,37122.0,1579.0,31886.0,2234.0,210.0,225.0,11.0,16.0,961.0
49125,2046.0,54.0,1932.0,18.0,7.0,21.0,0.0,0.0,14.0
49126,1341.0,133.0,1099.0,76.0,6.0,9.0,0.0,3.0,15.0
49127,10694.0,330.0,9720.0,256.0,39.0,188.0,2.0,5.0,154.0
49128,3715.0,90.0,3504.0,34.0,22.0,11.0,2.0,2.0,50.0
49129,609.0,17.0,534.0,45.0,0.0,8.0,0.0,0.0,5.0
49130,1659.0,25.0,1599.0,3.0,3.0,9.0,0.0,0.0,20.0
49201,45190.0,1282.0,37909.0,4669.0,170.0,323.0,8.0,22.0,807.0
49202,20661.0,1051.0,16855.0,1789.0,70.0,217.0,2.0,23.0,654.0
49203,38280.0,1418.0,29338.0,5631.0,102.0,360.0,12.0,70.0,1349.0
49220,2290.0,48.0,2195.0,10.0,3.0,2.0,0.0,0.0,32.0
49221,41310.0,5484.0,32518.0,2064.0,160.0,272.0,4.0,27.0,781.0
49224,14224.0,666.0,10225.0,2804.0,55.0,107.0,7.0,10.0,350.0
49227,1284.0,20.0,1241.0,5.0,1.0,3.0,0.0,1.0,13.0
49228,5545.0,242.0,5203.0,19.0,16.0,10.0,1.0,2.0,52.0
49229,3245.0,82.0,3093.0,7.0,7.0,25.0,5.0,4.0,22.0
49230,10475.0,192.0,10049.0,35.0,27.0,53.0,6.0,4.0,109.0
49232,2801.0,22.0,2742.0,3.0,5.0,9.0,0.0,0.0,20.0
49233,2646.0,49.0,2544.0,10.0,5.0,6.0,0.0,0.0,32.0
49234,2579.0,64.0,2476.0,2.0,11.0,7.0,0.0,2.0,17.0
49235,2117.0,136.0,1930.0,12.0,9.0,2.0,0.0,2.0,26.0
49236,4838.0,123.0,4487.0,96.0,29.0,24.0,2.0,0.0,77.0
49237,2980.0,49.0,2886.0,11.0,7.0,3.0,0.0,2.0,22.0
49238,1735.0,96.0,1584.0,5.0,11.0,1.0,0.0,2.0,36.0
49240,8703.0,131.0,8297.0,91.0,28.0,21.0,2.0,8.0,125.0
49241,2579.0,49.0,2464.0,28.0,4.0,8.0,0.0,3.0,23.0
49242,15248.0,302.0,14446.0,87.0,51.0,98.0,2.0,11.0,251.0
49245,4845.0,95.0,4645.0,15.0,24.0,24.0,0.0,0.0,42.0
49246,3255.0,42.0,3163.0,6.0,0.0,14.0,1.0,1.0,28.0
49247,5768.0,202.0,5416.0,25.0,22.0,19.0,0.0,1.0,83.0
49248,899.0,35.0,842.0,3.0,2.0,0.0,0.0,0.0,17.0
49249,3408.0,76.0,3265.0,10.0,16.0,6.0,1.0,3.0,31.0
49250,6182.0,117.0,5896.0,58.0,22.0,28.0,0.0,5.0,56.0
49251,6229.0,169.0,5919.0,24.0,32.0,19.0,0.0,3.0,63.0
49252,2605.0,58.0,2491.0,12.0,14.0,6.0,0.0,0.0,24.0
49253,3166.0,65.0,3037.0,9.0,7.0,10.0,0.0,2.0,36.0
49254,3321.0,67.0,3173.0,14.0,12.0,9.0,1.0,0.0,45.0
49255,1939.0,25.0,1891.0,1.0,5.0,4.0,0.0,0.0,13.0
49256,3888.0,158.0,3646.0,26.0,5.0,9.0,0.0,0.0,44.0
49259,2523.0,50.0,2427.0,2.0,8.0,4.0,0.0,2.0,30.0
49261,290.0,6.0,270.0,4.0,3.0,0.0,0.0,1.0,6.0
49262,1280.0,23.0,1230.0,1.0,12.0,3.0,0.0,0.0,11.0
49263,85.0,7.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0
49264,1992.0,40.0,1909.0,20.0,3.0,2.0,0.0,0.0,18.0
49265,4958.0,140.0,4718.0,14.0,30.0,16.0,0.0,0.0,40.0
49266,2942.0,25.0,2858.0,13.0,6.0,10.0,0.0,0.0,30.0
49267,4072.0,81.0,3870.0,67.0,1.0,18.0,0.0,4.0,31.0
49268,1059.0,73.0,969.0,2.0,1.0,4.0,0.0,1.0,9.0
49269,5998.0,102.0,5656.0,52.0,29.0,47.0,0.0,3.0,109.0
49270,5874.0,110.0,5684.0,16.0,12.0,14.0,0.0,1.0,37.0
49271,2256.0,20.0,2212.0,6.0,4.0,1.0,0.0,2.0,11.0
49272,2417.0,69.0,2283.0,19.0,9.0,6.0,0.0,1.0,30.0
49274,3670.0,48.0,3586.0,4.0,2.0,6.0,0.0,0.0,24.0
49276,1003.0,45.0,943.0,1.0,0.0,5.0,0.0,2.0,7.0
49277,3668.0,98.0,3514.0,23.0,4.0,9.0,0.0,0.0,20.0
49279,797.0,15.0,769.0,4.0,4.0,0.0,0.0,0.0,5.0
49282,372.0,19.0,344.0,4.0,1.0,2.0,0.0,0.0,2.0
49283,4362.0,84.0,4069.0,103.0,8.0,39.0,1.0,1.0,57.0
49284,3028.0,43.0,2928.0,4.0,15.0,4.0,0.0,0.0,34.0
49285,5720.0,158.0,5418.0,30.0,36.0,15.0,0.0,0.0,63.0
49286,14797.0,653.0,13732.0,80.0,61.0,90.0,3.0,5.0,173.0
49287,2099.0,58.0,1997.0,10.0,5.0,12.0,0.0,0.0,17.0
49288,1384.0,16.0,1336.0,4.0,19.0,2.0,0.0,0.0,7.0
49289,167.0,4.0,151.0,1.0,4.0,3.0,0.0,0.0,4.0
49301,18701.0,347.0,17246.0,186.0,30.0,639.0,2.0,21.0,230.0
49302,7585.0,165.0,7204.0,42.0,25.0,74.0,1.0,4.0,70.0
49303,1129.0,128.0,978.0,3.0,4.0,2.0,0.0,1.0,13.0
49304,4328.0,128.0,3430.0,597.0,25.0,10.0,0.0,2.0,136.0
49305,2264.0,33.0,2148.0,17.0,20.0,3.0,0.0,0.0,43.0
49306,9244.0,204.0,8740.0,50.0,25.0,106.0,0.0,13.0,106.0
49307,20112.0,409.0,18105.0,860.0,95.0,236.0,3.0,18.0,386.0
49309,1843.0,51.0,1588.0,145.0,18.0,2.0,0.0,1.0,38.0
49310,3016.0,53.0,2821.0,26.0,23.0,5.0,0.0,0.0,88.0
49312,274.0,8.0,251.0,8.0,6.0,0.0,0.0,0.0,1.0
49315,19915.0,554.0,18572.0,186.0,55.0,293.0,3.0,13.0,239.0
49316,20074.0,535.0,17754.0,657.0,37.0,761.0,3.0,22.0,305.0
49318,1398.0,104.0,1256.0,8.0,6.0,7.0,0.0,0.0,17.0
49319,16181.0,432.0,15294.0,78.0,64.0,77.0,2.0,13.0,221.0
49320,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
49321,16241.0,1634.0,13235.0,815.0,47.0,165.0,6.0,8.0,331.0
49322,1212.0,30.0,1158.0,3.0,5.0,2.0,2.0,0.0,12.0
49323,9410.0,189.0,9025.0,27.0,57.0,29.0,1.0,6.0,76.0
49325,1909.0,67.0,1810.0,7.0,4.0,2.0,0.0,0.0,19.0
49326,3752.0,110.0,3540.0,30.0,11.0,7.0,0.0,0.0,54.0
49327,8406.0,1043.0,7186.0,19.0,39.0,25.0,0.0,9.0,85.0
49328,3885.0,75.0,3707.0,10.0,33.0,5.0,0.0,2.0,53.0
49329,8641.0,152.0,8229.0,24.0,57.0,30.0,1.0,5.0,143.0
49330,5440.0,439.0,4902.0,25.0,15.0,12.0,1.0,4.0,42.0
49331,16627.0,411.0,15675.0,131.0,66.0,95.0,6.0,5.0,238.0
49332,3019.0,32.0,2807.0,60.0,19.0,7.0,2.0,13.0,79.0
49333,11191.0,258.0,10653.0,38.0,40.0,59.0,1.0,11.0,131.0
49335,314.0,8.0,302.0,1.0,0.0,0.0,0.0,0.0,3.0
49336,4352.0,75.0,4161.0,22.0,37.0,3.0,0.0,0.0,54.0
49337,12088.0,644.0,11135.0,49.0,82.0,36.0,6.0,6.0,130.0
