tr2010ge,tot_pop_wt,white_tot_wt,black_tot_wt,aian_tot_wt,asian_tot_wt,nhopi_tot_wt,other_tot_wt,two_more_tot_wt,latin_tot_wt,white_pct_wt,black_pct_wt,aian_pct_wt,asian_pct_wt,nhopi_pct_wt,other_pct_wt,two_more_pct_wt,latin_pct_wt
26099262100,1000.0,756.0,49.0,0.0,0.0,0.0,0.0,143.0,52.0,0.756,0.049,0.0,0.0,0.0,0.0,0.143,0.052
26099262200,4540.0,3248.0,187.0,0.0,865.0,0.0,0.0,161.0,79.0,0.715,0.041,0.0,0.191,0.0,0.0,0.035,0.017
26099262300,3917.0,2237.0,620.0,0.0,887.0,0.0,0.0,173.0,0.0,0.571,0.158,0.0,0.226,0.0,0.0,0.044,0.0
26099262400,3358.0,1544.0,511.0,6.0,1058.0,0.0,25.0,203.0,11.0,0.46,0.152,0.002,0.315,0.0,0.007,0.06,0.003
26099262500,4762.0,2656.0,557.0,23.0,1121.0,0.0,142.0,151.0,112.0,0.558,0.117,0.005,0.235,0.0,0.03,0.032,0.024
26099262600,2321.0,1597.0,357.0,4.0,253.0,0.0,54.0,46.0,10.0,0.688,0.154,0.002,0.109,0.0,0.023,0.02,0.004
26099262700,6114.0,3201.0,1492.0,0.0,986.0,0.0,0.0,367.0,68.0,0.524,0.244,0.0,0.161,0.0,0.0,0.06,0.011
26099262800,2196.0,1390.0,587.0,6.0,149.0,0.0,0.0,62.0,2.0,0.633,0.267,0.003,0.068,0.0,0.0,0.028,0.001
26099262900,4180.0,2762.0,1086.0,25.0,81.0,0.0,4.0,186.0,36.0,0.661,0.26,0.006,0.019,0.0,0.001,0.044,0.009
26099263200,2513.0,1317.0,537.0,0.0,279.0,0.0,0.0,289.0,91.0,0.524,0.214,0.0,0.111,0.0,0.0,0.115,0.036
26099263400,3868.0,2434.0,149.0,1.0,997.0,0.0,66.0,98.0,123.0,0.629,0.039,0.0,0.258,0.0,0.017,0.025,0.032
26099263500,4093.0,2418.0,656.0,0.0,588.0,0.0,0.0,351.0,80.0,0.591,0.16,0.0,0.144,0.0,0.0,0.086,0.02
26099263600,5337.0,2397.0,1769.0,13.0,905.0,0.0,0.0,81.0,172.0,0.449,0.331,0.002,0.17,0.0,0.0,0.015,0.032
26099263700,4691.0,2125.0,1903.0,0.0,408.0,0.0,0.0,181.0,74.0,0.453,0.406,0.0,0.087,0.0,0.0,0.039,0.016
26099263800,2786.0,953.0,1606.0,6.0,39.0,0.0,0.0,123.0,59.0,0.342,0.576,0.002,0.014,0.0,0.0,0.044,0.021
26099263900,3491.0,1829.0,1161.0,0.0,114.0,0.0,0.0,72.0,315.0,0.524,0.333,0.0,0.033,0.0,0.0,0.021,0.09
26099264000,1997.0,542.0,976.0,0.0,101.0,0.0,12.0,277.0,89.0,0.271,0.489,0.0,0.051,0.0,0.006,0.139,0.045
26099264200,4854.0,2270.0,2039.0,0.0,7.0,0.0,3.0,375.0,160.0,0.468,0.42,0.0,0.001,0.0,0.001,0.077,0.033
26099267600,1457.0,1211.0,110.0,4.0,40.0,0.0,15.0,33.0,44.0,0.831,0.075,0.003,0.027,0.0,0.01,0.023,0.03
26099268000,5789.0,3305.0,1757.0,0.0,360.0,9.0,0.0,138.0,220.0,0.571,0.304,0.0,0.062,0.002,0.0,0.024,0.038
26099268100,2704.0,1360.0,871.0,107.0,120.0,0.0,18.0,123.0,105.0,0.503,0.322,0.04,0.044,0.0,0.007,0.045,0.039
26099268200,3628.0,3184.0,112.0,0.0,0.0,0.0,32.0,96.0,204.0,0.878,0.031,0.0,0.0,0.0,0.009,0.026,0.056
26099268300,2738.0,1799.0,785.0,12.0,0.0,0.0,0.0,20.0,122.0,0.657,0.287,0.004,0.0,0.0,0.0,0.007,0.045
26099268400,3193.0,2048.0,811.0,5.0,89.0,0.0,0.0,187.0,53.0,0.641,0.254,0.002,0.028,0.0,0.0,0.059,0.017
26099982000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26099982100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26099982200,34.0,0.0,23.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.676,0.0,0.0,0.0,0.0,0.324,0.0
26099982300,70.0,64.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914,0.086,0.0,0.0,0.0,0.0,0.0,0.0
26099990100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26101000100,3426.0,3224.0,17.0,9.0,3.0,0.0,4.0,105.0,64.0,0.941,0.005,0.003,0.001,0.0,0.001,0.031,0.019
26101000200,1884.0,1652.0,1.0,26.0,0.0,0.0,3.0,91.0,111.0,0.877,0.001,0.014,0.0,0.0,0.002,0.048,0.059
26101000300,2029.0,1901.0,39.0,6.0,0.0,0.0,5.0,41.0,37.0,0.937,0.019,0.003,0.0,0.0,0.002,0.02,0.018
26101000400,2229.0,2027.0,22.0,63.0,5.0,2.0,0.0,51.0,59.0,0.909,0.01,0.028,0.002,0.001,0.0,0.023,0.026
26101000500,3748.0,2773.0,580.0,102.0,14.0,1.0,0.0,142.0,136.0,0.74,0.155,0.027,0.004,0.0,0.0,0.038,0.036
26101000600,1622.0,1502.0,35.0,12.0,0.0,0.0,0.0,36.0,37.0,0.926,0.022,0.007,0.0,0.0,0.0,0.022,0.023
26101000700,4200.0,3945.0,0.0,37.0,62.0,0.0,3.0,105.0,48.0,0.939,0.0,0.009,0.015,0.0,0.001,0.025,0.011
26101000800,3619.0,2937.0,0.0,0.0,20.0,0.0,0.0,352.0,310.0,0.812,0.0,0.0,0.006,0.0,0.0,0.097,0.086
26101000900,2292.0,2023.0,96.0,6.0,0.0,0.0,0.0,68.0,99.0,0.883,0.042,0.003,0.0,0.0,0.0,0.03,0.043
26101990000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26103000100,1959.0,1893.0,17.0,0.0,0.0,0.0,0.0,42.0,7.0,0.966,0.009,0.0,0.0,0.0,0.0,0.021,0.004
26103000200,2228.0,1990.0,40.0,45.0,15.0,3.0,0.0,60.0,75.0,0.893,0.018,0.02,0.007,0.001,0.0,0.027,0.034
26103000300,2199.0,1955.0,89.0,5.0,35.0,0.0,0.0,64.0,51.0,0.889,0.04,0.002,0.016,0.0,0.0,0.029,0.023
26103000400,2138.0,2012.0,11.0,0.0,21.0,0.0,18.0,42.0,34.0,0.941,0.005,0.0,0.01,0.0,0.008,0.02,0.016
26103000500,1323.0,1072.0,71.0,0.0,36.0,5.0,11.0,62.0,66.0,0.81,0.054,0.0,0.027,0.004,0.008,0.047,0.05
26103000600,2722.0,2583.0,19.0,17.0,0.0,0.0,0.0,47.0,56.0,0.949,0.007,0.006,0.0,0.0,0.0,0.017,0.021
26103000700,3554.0,3309.0,26.0,27.0,0.0,0.0,0.0,151.0,41.0,0.931,0.007,0.008,0.0,0.0,0.0,0.042,0.012
26103001100,1754.0,1505.0,79.0,20.0,0.0,0.0,0.0,136.0,14.0,0.858,0.045,0.011,0.0,0.0,0.0,0.078,0.008
26103001200,5262.0,4851.0,56.0,98.0,81.0,0.0,0.0,160.0,16.0,0.922,0.011,0.019,0.015,0.0,0.0,0.03,0.003
26103001300,3692.0,3434.0,5.0,9.0,19.0,0.0,0.0,148.0,77.0,0.93,0.001,0.002,0.005,0.0,0.0,0.04,0.021
26103001500,3101.0,2916.0,0.0,82.0,0.0,0.0,0.0,30.0,73.0,0.94,0.0,0.026,0.0,0.0,0.0,0.01,0.024
26103001600,2240.0,2058.0,0.0,18.0,0.0,0.0,0.0,105.0,59.0,0.919,0.0,0.008,0.0,0.0,0.0,0.047,0.026
26103001700,2285.0,2176.0,13.0,39.0,12.0,0.0,0.0,45.0,0.0,0.952,0.006,0.017,0.005,0.0,0.0,0.02,0.0
26103001800,2620.0,2403.0,18.0,8.0,47.0,0.0,0.0,134.0,10.0,0.917,0.007,0.003,0.018,0.0,0.0,0.051,0.004
26103001900,1320.0,1155.0,34.0,4.0,5.0,0.0,0.0,58.0,64.0,0.875,0.026,0.003,0.004,0.0,0.0,0.044,0.048
26103002000,2402.0,2200.0,15.0,13.0,0.0,0.0,0.0,174.0,0.0,0.916,0.006,0.005,0.0,0.0,0.0,0.072,0.0
26103002100,3221.0,2945.0,1.0,37.0,112.0,0.0,0.0,9.0,117.0,0.914,0.0,0.011,0.035,0.0,0.0,0.003,0.036
26103002200,3045.0,2942.0,0.0,14.0,0.0,0.0,0.0,66.0,23.0,0.966,0.0,0.005,0.0,0.0,0.0,0.022,0.008
26103002300,2084.0,1984.0,0.0,4.0,4.0,0.0,0.0,50.0,42.0,0.952,0.0,0.002,0.002,0.0,0.0,0.024,0.02
26103002400,2833.0,2270.0,96.0,166.0,12.0,0.0,35.0,231.0,23.0,0.801,0.034,0.059,0.004,0.0,0.012,0.082,0.008
26103002500,2351.0,2226.0,4.0,11.0,26.0,0.0,0.0,65.0,19.0,0.947,0.002,0.005,0.011,0.0,0.0,0.028,0.008
26103002600,2259.0,2139.0,3.0,32.0,2.0,0.0,29.0,54.0,0.0,0.947,0.001,0.014,0.001,0.0,0.013,0.024,0.0
26103002800,5069.0,4122.0,401.0,20.0,0.0,10.0,18.0,239.0,259.0,0.813,0.079,0.004,0.0,0.002,0.004,0.047,0.051
26103002900,4714.0,4547.0,45.0,69.0,0.0,0.0,0.0,53.0,0.0,0.965,0.01,0.015,0.0,0.0,0.0,0.011,0.0
26103990000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26105950100,2520.0,2282.0,8.0,5.0,0.0,0.0,3.0,132.0,90.0,0.906,0.003,0.002,0.0,0.0,0.001,0.052,0.036
26105950200,3599.0,3352.0,98.0,4.0,0.0,0.0,0.0,79.0,66.0,0.931,0.027,0.001,0.0,0.0,0.0,0.022,0.018
26105950300,3857.0,3657.0,0.0,10.0,19.0,0.0,12.0,123.0,36.0,0.948,0.0,0.003,0.005,0.0,0.003,0.032,0.009
26105950400,4410.0,3831.0,152.0,38.0,38.0,0.0,0.0,127.0,224.0,0.869,0.034,0.009,0.009,0.0,0.0,0.029,0.051
26105950500,3428.0,3126.0,50.0,22.0,34.0,0.0,0.0,49.0,147.0,0.912,0.015,0.006,0.01,0.0,0.0,0.014,0.043
26105950600,5383.0,4672.0,1.0,17.0,11.0,0.0,2.0,164.0,516.0,0.868,0.0,0.003,0.002,0.0,0.0,0.03,0.096
26105950700,3032.0,2764.0,14.0,24.0,18.0,0.0,20.0,81.0,111.0,0.912,0.005,0.008,0.006,0.0,0.007,0.027,0.037
26105950800,2958.0,2647.0,0.0,6.0,23.0,0.0,0.0,73.0,209.0,0.895,0.0,0.002,0.008,0.0,0.0,0.025,0.071
26105990000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26107960100,2503.0,2368.0,10.0,0.0,20.0,0.0,5.0,43.0,57.0,0.946,0.004,0.0,0.008,0.0,0.002,0.017,0.023
26107960200,3175.0,2933.0,5.0,22.0,4.0,0.0,0.0,108.0,103.0,0.924,0.002,0.007,0.001,0.0,0.0,0.034,0.032
26107960300,2794.0,2550.0,27.0,7.0,21.0,0.0,13.0,146.0,30.0,0.913,0.01,0.003,0.008,0.0,0.005,0.052,0.011
26107960400,4303.0,3980.0,105.0,0.0,3.0,0.0,9.0,147.0,59.0,0.925,0.024,0.0,0.001,0.0,0.002,0.034,0.014
26107960500,3753.0,3189.0,213.0,75.0,27.0,0.0,0.0,211.0,38.0,0.85,0.057,0.02,0.007,0.0,0.0,0.056,0.01
26107960600,2779.0,2282.0,177.0,13.0,118.0,0.0,0.0,9.0,180.0,0.821,0.064,0.005,0.042,0.0,0.0,0.003,0.065
26107960700,5633.0,4943.0,138.0,42.0,135.0,0.0,0.0,158.0,217.0,0.878,0.024,0.007,0.024,0.0,0.0,0.028,0.039
26107960800,4916.0,4526.0,87.0,63.0,22.0,0.0,1.0,134.0,83.0,0.921,0.018,0.013,0.004,0.0,0.0,0.027,0.017
26107960900,3118.0,3004.0,27.0,0.0,0.0,0.0,2.0,75.0,10.0,0.963,0.009,0.0,0.0,0.0,0.001,0.024,0.003
26107961000,5745.0,5392.0,13.0,3.0,5.0,0.0,9.0,77.0,246.0,0.939,0.002,0.001,0.001,0.0,0.002,0.013,0.043
26107981300,1409.0,1048.0,201.0,42.0,17.0,0.0,0.0,60.0,41.0,0.744,0.143,0.03,0.012,0.0,0.0,0.043,0.029
26109960100,3434.0,3288.0,9.0,39.0,10.0,0.0,0.0,48.0,40.0,0.957,0.003,0.011,0.003,0.0,0.0,0.014,0.012
26109960200,4170.0,3508.0,22.0,437.0,35.0,0.0,7.0,98.0,63.0,0.841,0.005,0.105,0.008,0.0,0.002,0.024,0.015
26109960300,2229.0,2018.0,58.0,0.0,8.0,0.0,0.0,60.0,85.0,0.905,0.026,0.0,0.004,0.0,0.0,0.027,0.038
26109960400,3232.0,3067.0,1.0,3.0,19.0,0.0,0.0,81.0,61.0,0.949,0.0,0.001,0.006,0.0,0.0,0.025,0.019
26109960500,2965.0,2846.0,7.0,8.0,17.0,0.0,0.0,26.0,61.0,0.96,0.002,0.003,0.006,0.0,0.0,0.009,0.021
26109960600,3689.0,3533.0,16.0,0.0,0.0,0.0,0.0,140.0,0.0,0.958,0.004,0.0,0.0,0.0,0.0,0.038,0.0
26109960700,3714.0,3332.0,7.0,11.0,0.0,0.0,0.0,175.0,189.0,0.897,0.002,0.003,0.0,0.0,0.0,0.047,0.051
26109990000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26111290100,3177.0,3059.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.963,0.0,0.0,0.0,0.0,0.0,0.037,0.0
26111290200,3496.0,3145.0,1.0,46.0,0.0,0.0,47.0,13.0,244.0,0.9,0.0,0.013,0.0,0.0,0.013,0.004,0.07
26111290300,4189.0,3949.0,73.0,1.0,1.0,0.0,22.0,68.0,75.0,0.943,0.017,0.0,0.0,0.0,0.005,0.016,0.018
26111290400,2359.0,1901.0,246.0,14.0,74.0,0.0,0.0,109.0,15.0,0.806,0.104,0.006,0.031,0.0,0.0,0.046,0.006
26111290500,1904.0,1809.0,0.0,3.0,0.0,0.0,0.0,17.0,75.0,0.95,0.0,0.002,0.0,0.0,0.0,0.009,0.039
26111290600,2557.0,2184.0,92.0,0.0,17.0,0.0,29.0,88.0,147.0,0.854,0.036,0.0,0.007,0.0,0.011,0.034,0.057
26111290700,3961.0,3267.0,52.0,15.0,369.0,0.0,0.0,57.0,201.0,0.825,0.013,0.004,0.093,0.0,0.0,0.014,0.051
26111290800,5139.0,4635.0,88.0,0.0,23.0,0.0,0.0,135.0,258.0,0.902,0.017,0.0,0.004,0.0,0.0,0.026,0.05
26111290900,7927.0,6837.0,251.0,0.0,578.0,0.0,0.0,120.0,141.0,0.862,0.032,0.0,0.073,0.0,0.0,0.015,0.018
26111291000,6421.0,5386.0,83.0,0.0,52.0,0.0,13.0,226.0,661.0,0.839,0.013,0.0,0.008,0.0,0.002,0.035,0.103
26111291101,3682.0,3435.0,29.0,46.0,27.0,0.0,0.0,127.0,18.0,0.933,0.008,0.012,0.007,0.0,0.0,0.034,0.005
26111291102,9438.0,8542.0,154.0,1.0,425.0,0.0,41.0,169.0,106.0,0.905,0.016,0.0,0.045,0.0,0.004,0.018,0.011
26111291200,5417.0,5069.0,1.0,0.0,120.0,0.0,0.0,110.0,117.0,0.936,0.0,0.0,0.022,0.0,0.0,0.02,0.022
26111291300,4506.0,4241.0,14.0,16.0,66.0,0.0,0.0,62.0,107.0,0.941,0.003,0.004,0.015,0.0,0.0,0.014,0.024
26111291400,4001.0,3742.0,8.0,23.0,9.0,0.0,27.0,75.0,117.0,0.935,0.002,0.006,0.002,0.0,0.007,0.019,0.029
26111291500,4022.0,3549.0,10.0,3.0,0.0,0.0,0.0,275.0,185.0,0.882,0.002,0.001,0.0,0.0,0.0,0.068,0.046
26111291601,2502.0,2166.0,0.0,96.0,3.0,0.0,0.0,149.0,88.0,0.866,0.0,0.038,0.001,0.0,0.0,0.06,0.035
26111291602,4630.0,4418.0,31.0,18.0,4.0,0.0,7.0,137.0,15.0,0.954,0.007,0.004,0.001,0.0,0.002,0.03,0.003
26111291700,4175.0,3937.0,120.0,14.0,4.0,0.0,11.0,43.0,46.0,0.943,0.029,0.003,0.001,0.0,0.003,0.01,0.011
26113960100,3922.0,3522.0,22.0,8.0,35.0,0.0,3.0,232.0,100.0,0.898,0.006,0.002,0.009,0.0,0.001,0.059,0.025
26113960200,3370.0,3138.0,30.0,1.0,11.0,0.0,22.0,111.0,57.0,0.931,0.009,0.0,0.003,0.0,0.007,0.033,0.017
26113960300,5139.0,4770.0,19.0,22.0,0.0,0.0,6.0,129.0,193.0,0.928,0.004,0.004,0.0,0.0,0.001,0.025,0.038
26113960400,2659.0,2465.0,2.0,3.0,13.0,0.0,0.0,37.0,139.0,0.927,0.001,0.001,0.005,0.0,0.0,0.014,0.052
26115830100,3539.0,2996.0,57.0,38.0,0.0,0.0,53.0,101.0,294.0,0.847,0.016,0.011,0.0,0.0,0.015,0.029,0.083
26115830200,6338.0,5925.0,40.0,13.0,0.0,0.0,0.0,200.0,160.0,0.935,0.006,0.002,0.0,0.0,0.0,0.032,0.025
26115830300,3699.0,3390.0,26.0,0.0,0.0,0.0,0.0,160.0,123.0,0.916,0.007,0.0,0.0,0.0,0.0,0.043,0.033
26115830400,4182.0,3841.0,18.0,0.0,19.0,0.0,0.0,162.0,142.0,0.918,0.004,0.0,0.005,0.0,0.0,0.039,0.034
26115830500,3913.0,3558.0,194.0,0.0,26.0,0.0,20.0,41.0,74.0,0.909,0.05,0.0,0.007,0.0,0.005,0.01,0.019
26115830600,3014.0,2454.0,291.0,14.0,26.0,0.0,22.0,118.0,89.0,0.814,0.097,0.005,0.009,0.0,0.007,0.039,0.03
26115830700,3937.0,3375.0,133.0,0.0,0.0,0.0,7.0,198.0,224.0,0.857,0.034,0.0,0.0,0.0,0.002,0.05,0.057
26115830800,8192.0,7474.0,22.0,0.0,45.0,0.0,1.0,176.0,474.0,0.912,0.003,0.0,0.005,0.0,0.0,0.021,0.058
26115830900,2834.0,2781.0,0.0,0.0,0.0,0.0,0.0,11.0,42.0,0.981,0.0,0.0,0.0,0.0,0.0,0.004,0.015
26115831000,3093.0,2729.0,0.0,0.0,1.0,0.0,0.0,147.0,216.0,0.882,0.0,0.0,0.0,0.0,0.0,0.048,0.07
26115831100,2718.0,2593.0,0.0,0.0,0.0,0.0,0.0,43.0,82.0,0.954,0.0,0.0,0.0,0.0,0.0,0.016,0.03
26115831200,7388.0,6458.0,225.0,0.0,0.0,0.0,0.0,414.0,291.0,0.874,0.03,0.0,0.0,0.0,0.0,0.056,0.039
26115831300,5698.0,5187.0,40.0,0.0,62.0,0.0,0.0,142.0,267.0,0.91,0.007,0.0,0.011,0.0,0.0,0.025,0.047
26115831400,6368.0,5774.0,57.0,0.0,0.0,0.0,70.0,172.0,295.0,0.907,0.009,0.0,0.0,0.0,0.011,0.027,0.046
26115831500,3214.0,3100.0,21.0,0.0,17.0,12.0,0.0,36.0,28.0,0.965,0.007,0.0,0.005,0.004,0.0,0.011,0.009
26115831600,3189.0,2838.0,122.0,28.0,73.0,0.0,31.0,48.0,49.0,0.89,0.038,0.009,0.023,0.0,0.01,0.015,0.015
26115831700,4278.0,3611.0,311.0,8.0,0.0,0.0,0.0,273.0,75.0,0.844,0.073,0.002,0.0,0.0,0.0,0.064,0.018
26115831800,1130.0,583.0,444.0,0.0,0.0,0.0,0.0,44.0,59.0,0.516,0.393,0.0,0.0,0.0,0.0,0.039,0.052
26115831900,1745.0,1341.0,328.0,4.0,26.0,0.0,0.0,22.0,24.0,0.768,0.188,0.002,0.015,0.0,0.0,0.013,0.014
26115832000,1755.0,1468.0,2.0,0.0,0.0,0.0,0.0,143.0,142.0,0.836,0.001,0.0,0.0,0.0,0.0,0.081,0.081
26115832100,3210.0,2721.0,199.0,0.0,0.0,0.0,0.0,145.0,145.0,0.848,0.062,0.0,0.0,0.0,0.0,0.045,0.045
26115832200,1824.0,1743.0,9.0,0.0,0.0,0.0,0.0,72.0,0.0,0.956,0.005,0.0,0.0,0.0,0.0,0.039,0.0
26115832300,4293.0,3818.0,1.0,0.0,0.0,0.0,26.0,220.0,228.0,0.889,0.0,0.0,0.0,0.0,0.006,0.051,0.053
26115832400,4341.0,3927.0,72.0,1.0,86.0,0.0,0.0,73.0,182.0,0.905,0.017,0.0,0.02,0.0,0.0,0.017,0.042
26115832500,5222.0,4506.0,252.0,0.0,54.0,0.0,19.0,204.0,187.0,0.863,0.048,0.0,0.01,0.0,0.004,0.039,0.036
26115832600,1918.0,1632.0,0.0,8.0,3.0,0.0,0.0,126.0,149.0,0.851,0.0,0.004,0.002,0.0,0.0,0.066,0.078
26115832700,2731.0,2712.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.993,0.0,0.0,0.0,0.0,0.0,0.007,0.0
26115832800,4785.0,4707.0,3.0,0.0,0.0,0.0,42.0,5.0,28.0,0.984,0.001,0.0,0.0,0.0,0.009,0.001,0.006
26115832900,4327.0,3934.0,29.0,0.0,0.0,0.0,12.0,178.0,174.0,0.909,0.007,0.0,0.0,0.0,0.003,0.041,0.04
26115833000,4580.0,4430.0,36.0,0.0,6.0,0.0,1.0,24.0,83.0,0.967,0.008,0.0,0.001,0.0,0.0,0.005,0.018
26115833100,4967.0,4548.0,81.0,6.0,0.0,0.0,0.0,191.0,141.0,0.916,0.016,0.001,0.0,0.0,0.0,0.038,0.028
26115833200,4494.0,4222.0,1.0,0.0,0.0,0.0,0.0,94.0,177.0,0.939,0.0,0.0,0.0,0.0,0.0,0.021,0.039
26115833300,6836.0,5826.0,53.0,0.0,93.0,0.0,0.0,591.0,273.0,0.852,0.008,0.0,0.014,0.0,0.0,0.086,0.04
26115833500,4766.0,4231.0,51.0,0.0,19.0,0.0,0.0,74.0,391.0,0.888,0.011,0.0,0.004,0.0,0.0,0.016,0.082
26115833600,3115.0,2827.0,27.0,0.0,0.0,0.0,0.0,129.0,132.0,0.908,0.009,0.0,0.0,0.0,0.0,0.041,0.042
26115833700,2412.0,2240.0,4.0,0.0,13.0,0.0,0.0,129.0,26.0,0.929,0.002,0.0,0.005,0.0,0.0,0.053,0.011
26115833800,5816.0,5299.0,68.0,0.0,0.0,0.0,0.0,98.0,351.0,0.911,0.012,0.0,0.0,0.0,0.0,0.017,0.06
26115833900,4962.0,4371.0,57.0,0.0,0.0,0.0,0.0,217.0,317.0,0.881,0.011,0.0,0.0,0.0,0.0,0.044,0.064
26115990000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26117970100,4117.0,3915.0,26.0,5.0,4.0,0.0,7.0,80.0,80.0,0.951,0.006,0.001,0.001,0.0,0.002,0.019,0.019
26117970200,3668.0,3400.0,11.0,0.0,5.0,0.0,0.0,54.0,198.0,0.927,0.003,0.0,0.001,0.0,0.0,0.015,0.054
26117970300,3124.0,2795.0,3.0,36.0,0.0,0.0,0.0,128.0,162.0,0.895,0.001,0.012,0.0,0.0,0.0,0.041,0.052
26117970400,3368.0,2931.0,204.0,0.0,0.0,0.0,0.0,86.0,147.0,0.87,0.061,0.0,0.0,0.0,0.0,0.026,0.044
26117970500,8325.0,7428.0,484.0,0.0,0.0,0.0,0.0,259.0,154.0,0.892,0.058,0.0,0.0,0.0,0.0,0.031,0.018
26117970600,5500.0,4842.0,45.0,0.0,0.0,0.0,4.0,519.0,90.0,0.88,0.008,0.0,0.0,0.0,0.001,0.094,0.016
26117970700,5363.0,4998.0,9.0,25.0,91.0,0.0,0.0,117.0,123.0,0.932,0.002,0.005,0.017,0.0,0.0,0.022,0.023
26117970800,4376.0,4093.0,30.0,4.0,4.0,0.0,0.0,112.0,133.0,0.935,0.007,0.001,0.001,0.0,0.0,0.026,0.03
26117970900,2962.0,2788.0,0.0,0.0,9.0,0.0,0.0,17.0,148.0,0.941,0.0,0.0,0.003,0.0,0.0,0.006,0.05
26117971000,9463.0,7319.0,1076.0,87.0,10.0,0.0,220.0,308.0,443.0,0.773,0.114,0.009,0.001,0.0,0.023,0.033,0.047
26117971100,5167.0,4755.0,66.0,0.0,29.0,0.0,0.0,133.0,184.0,0.92,0.013,0.0,0.006,0.0,0.0,0.026,0.036
26117971200,5629.0,5019.0,0.0,0.0,0.0,0.0,18.0,176.0,416.0,0.892,0.0,0.0,0.0,0.0,0.003,0.031,0.074
26117971300,5839.0,4983.0,167.0,19.0,0.0,26.0,94.0,352.0,198.0,0.853,0.029,0.003,0.0,0.004,0.016,0.06,0.034
26119910100,2339.0,2230.0,23.0,37.0,0.0,0.0,0.0,44.0,5.0,0.953,0.01,0.016,0.0,0.0,0.0,0.019,0.002
26119910200,1413.0,1339.0,3.0,19.0,6.0,0.0,0.0,36.0,10.0,0.948,0.002,0.013,0.004,0.0,0.0,0.025,0.007
26119910300,1818.0,1695.0,1.0,5.0,0.0,0.0,0.0,23.0,94.0,0.932,0.001,0.003,0.0,0.0,0.0,0.013,0.052
26119910400,2209.0,2122.0,0.0,0.0,16.0,0.0,4.0,58.0,9.0,0.961,0.0,0.0,0.007,0.0,0.002,0.026,0.004
26119910500,1482.0,1382.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.933,0.0,0.0,0.0,0.0,0.0,0.054,0.013
26121000100,5617.0,2895.0,1531.0,38.0,90.0,10.0,0.0,478.0,575.0,0.515,0.273,0.007,0.016,0.002,0.0,0.085,0.102
26121000300,3197.0,744.0,1665.0,24.0,0.0,14.0,0.0,91.0,659.0,0.233,0.521,0.008,0.0,0.004,0.0,0.028,0.206
26121000401,4781.0,2096.0,1350.0,49.0,119.0,0.0,0.0,495.0,672.0,0.438,0.282,0.01,0.025,0.0,0.0,0.104,0.141
26121000402,3648.0,1251.0,1919.0,11.0,0.0,0.0,0.0,123.0,344.0,0.343,0.526,0.003,0.0,0.0,0.0,0.034,0.094
26121000500,4432.0,1920.0,1883.0,0.0,7.0,0.0,0.0,268.0,354.0,0.433,0.425,0.0,0.002,0.0,0.0,0.06,0.08
26121000601,1609.0,721.0,829.0,0.0,10.0,0.0,0.0,44.0,5.0,0.448,0.515,0.0,0.006,0.0,0.0,0.027,0.003
26121000800,2752.0,1984.0,496.0,40.0,18.0,0.0,0.0,42.0,172.0,0.721,0.18,0.015,0.007,0.0,0.0,0.015,0.062
26121000900,3580.0,3074.0,209.0,0.0,6.0,0.0,0.0,132.0,159.0,0.859,0.058,0.0,0.002,0.0,0.0,0.037,0.044
26121001000,1160.0,1136.0,11.0,0.0,7.0,0.0,0.0,0.0,6.0,0.979,0.009,0.0,0.006,0.0,0.0,0.0,0.005
26121001200,2564.0,512.0,1881.0,3.0,4.0,0.0,0.0,7.0,157.0,0.2,0.734,0.001,0.002,0.0,0.0,0.003,0.061
26121001300,2348.0,354.0,1944.0,0.0,0.0,0.0,0.0,13.0,37.0,0.151,0.828,0.0,0.0,0.0,0.0,0.006,0.016
26121001402,3197.0,542.0,2324.0,164.0,0.0,0.0,0.0,123.0,44.0,0.17,0.727,0.051,0.0,0.0,0.0,0.038,0.014
