tr2010ge,tot_pop_wt,white_tot_wt,black_tot_wt,aian_tot_wt,asian_tot_wt,nhopi_tot_wt,other_tot_wt,two_more_tot_wt,latin_tot_wt,white_pct_wt,black_pct_wt,aian_pct_wt,asian_pct_wt,nhopi_pct_wt,other_pct_wt,two_more_pct_wt,latin_pct_wt
26067031300,8368.0,7538.0,19.0,44.0,63.0,0.0,0.0,369.0,335.0,0.901,0.002,0.005,0.008,0.0,0.0,0.044,0.04
26067031400,5212.0,4769.0,17.0,0.0,0.0,0.0,0.0,360.0,66.0,0.915,0.003,0.0,0.0,0.0,0.0,0.069,0.013
26067031500,5437.0,4871.0,78.0,0.0,133.0,0.0,33.0,210.0,112.0,0.896,0.014,0.0,0.024,0.0,0.006,0.039,0.021
26067031600,6641.0,5514.0,302.0,7.0,1.0,0.0,0.0,105.0,712.0,0.83,0.045,0.001,0.0,0.0,0.0,0.016,0.107
26067031700,5819.0,5065.0,131.0,0.0,0.0,0.0,0.0,6.0,617.0,0.87,0.023,0.0,0.0,0.0,0.0,0.001,0.106
26067031900,6044.0,5274.0,76.0,0.0,1.0,9.0,0.0,284.0,400.0,0.873,0.013,0.0,0.0,0.001,0.0,0.047,0.066
26067032100,2207.0,1490.0,409.0,16.0,0.0,0.0,0.0,251.0,41.0,0.675,0.185,0.007,0.0,0.0,0.0,0.114,0.019
26067982200,2618.0,990.0,1308.0,18.0,16.0,0.0,4.0,145.0,137.0,0.378,0.5,0.007,0.006,0.0,0.002,0.055,0.052
26069000100,2801.0,2511.0,10.0,0.0,67.0,0.0,0.0,150.0,63.0,0.896,0.004,0.0,0.024,0.0,0.0,0.054,0.022
26069000200,3948.0,3631.0,56.0,0.0,14.0,0.0,9.0,83.0,155.0,0.92,0.014,0.0,0.004,0.0,0.002,0.021,0.039
26069000300,2864.0,2758.0,15.0,6.0,0.0,0.0,0.0,29.0,56.0,0.963,0.005,0.002,0.0,0.0,0.0,0.01,0.02
26069000400,3418.0,3110.0,19.0,72.0,18.0,0.0,0.0,84.0,115.0,0.91,0.006,0.021,0.005,0.0,0.0,0.025,0.034
26069000500,3665.0,3245.0,61.0,18.0,42.0,0.0,17.0,179.0,103.0,0.885,0.017,0.005,0.011,0.0,0.005,0.049,0.028
26069000600,2705.0,2592.0,9.0,1.0,3.0,0.0,1.0,55.0,44.0,0.958,0.003,0.0,0.001,0.0,0.0,0.02,0.016
26069000700,2641.0,2523.0,0.0,13.0,0.0,0.0,2.0,77.0,26.0,0.955,0.0,0.005,0.0,0.0,0.001,0.029,0.01
26069000800,1631.0,1619.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.993,0.002,0.0,0.0,0.0,0.0,0.006,0.0
26069000900,1646.0,1365.0,0.0,97.0,28.0,0.0,0.0,31.0,125.0,0.829,0.0,0.059,0.017,0.0,0.0,0.019,0.076
26069990000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26071000100,2290.0,2121.0,1.0,11.0,38.0,0.0,20.0,17.0,82.0,0.926,0.0,0.005,0.017,0.0,0.009,0.007,0.036
26071000200,1892.0,1822.0,0.0,2.0,0.0,0.0,0.0,16.0,52.0,0.963,0.0,0.001,0.0,0.0,0.0,0.008,0.027
26071000300,2290.0,2154.0,21.0,33.0,0.0,0.0,0.0,34.0,48.0,0.941,0.009,0.014,0.0,0.0,0.0,0.015,0.021
26071000400,2414.0,2165.0,34.0,36.0,28.0,0.0,18.0,70.0,63.0,0.897,0.014,0.015,0.012,0.0,0.007,0.029,0.026
26071000500,2699.0,2524.0,29.0,41.0,5.0,0.0,0.0,84.0,16.0,0.935,0.011,0.015,0.002,0.0,0.0,0.031,0.006
26073000100,3603.0,2987.0,11.0,16.0,11.0,0.0,145.0,281.0,152.0,0.829,0.003,0.004,0.003,0.0,0.04,0.078,0.042
26073000200,4815.0,4341.0,2.0,39.0,0.0,0.0,0.0,341.0,92.0,0.902,0.0,0.008,0.0,0.0,0.0,0.071,0.019
26073000300,4907.0,4655.0,11.0,39.0,17.0,0.0,0.0,113.0,72.0,0.949,0.002,0.008,0.003,0.0,0.0,0.023,0.015
26073000400,4344.0,3529.0,276.0,89.0,199.0,0.0,5.0,109.0,137.0,0.812,0.064,0.02,0.046,0.0,0.001,0.025,0.032
26073000500,3860.0,3363.0,210.0,4.0,28.0,0.0,0.0,166.0,89.0,0.871,0.054,0.001,0.007,0.0,0.0,0.043,0.023
26073000600,3697.0,2906.0,120.0,46.0,179.0,0.0,9.0,195.0,242.0,0.786,0.032,0.012,0.048,0.0,0.002,0.053,0.065
26073000700,7647.0,6382.0,331.0,7.0,241.0,0.0,10.0,368.0,308.0,0.835,0.043,0.001,0.032,0.0,0.001,0.048,0.04
26073000800,2728.0,2199.0,206.0,20.0,39.0,0.0,0.0,160.0,104.0,0.806,0.076,0.007,0.014,0.0,0.0,0.059,0.038
26073000900,3797.0,3446.0,33.0,59.0,0.0,0.0,0.0,122.0,137.0,0.908,0.009,0.016,0.0,0.0,0.0,0.032,0.036
26073940100,4340.0,4006.0,3.0,132.0,35.0,0.0,1.0,99.0,64.0,0.923,0.001,0.03,0.008,0.0,0.0,0.023,0.015
26073940200,6042.0,4638.0,62.0,829.0,0.0,0.0,7.0,143.0,363.0,0.768,0.01,0.137,0.0,0.0,0.001,0.024,0.06
26073940300,4746.0,3756.0,138.0,157.0,101.0,16.0,44.0,179.0,355.0,0.791,0.029,0.033,0.021,0.003,0.009,0.038,0.075
26073940400,3143.0,2404.0,80.0,155.0,26.0,0.0,0.0,217.0,261.0,0.765,0.025,0.049,0.008,0.0,0.0,0.069,0.083
26073940500,2577.0,2127.0,57.0,70.0,41.0,0.0,9.0,111.0,162.0,0.825,0.022,0.027,0.016,0.0,0.003,0.043,0.063
26073940600,4692.0,3981.0,44.0,47.0,39.0,12.0,14.0,253.0,302.0,0.848,0.009,0.01,0.008,0.003,0.003,0.054,0.064
26075000100,3051.0,2793.0,108.0,0.0,10.0,0.0,0.0,25.0,115.0,0.915,0.035,0.0,0.003,0.0,0.0,0.008,0.038
26075000200,2281.0,1351.0,662.0,0.0,0.0,0.0,20.0,167.0,81.0,0.592,0.29,0.0,0.0,0.0,0.009,0.073,0.036
26075000400,4006.0,3136.0,372.0,1.0,19.0,0.0,0.0,226.0,252.0,0.783,0.093,0.0,0.005,0.0,0.0,0.056,0.063
26075000500,1656.0,1124.0,245.0,0.0,0.0,0.0,0.0,277.0,10.0,0.679,0.148,0.0,0.0,0.0,0.0,0.167,0.006
26075000600,1155.0,704.0,364.0,6.0,0.0,0.0,0.0,14.0,67.0,0.61,0.315,0.005,0.0,0.0,0.0,0.012,0.058
26075000800,4566.0,3712.0,144.0,3.0,65.0,0.0,54.0,460.0,128.0,0.813,0.032,0.001,0.014,0.0,0.012,0.101,0.028
26075000900,2974.0,2049.0,567.0,0.0,12.0,0.0,0.0,125.0,221.0,0.689,0.191,0.0,0.004,0.0,0.0,0.042,0.074
26075001000,2163.0,813.0,800.0,8.0,40.0,7.0,0.0,243.0,252.0,0.376,0.37,0.004,0.018,0.003,0.0,0.112,0.117
26075001100,1986.0,572.0,1092.0,0.0,0.0,0.0,0.0,147.0,175.0,0.288,0.55,0.0,0.0,0.0,0.0,0.074,0.088
26075001200,2320.0,1518.0,531.0,0.0,17.0,0.0,0.0,154.0,100.0,0.654,0.229,0.0,0.007,0.0,0.0,0.066,0.043
26075001300,2395.0,851.0,992.0,0.0,0.0,0.0,0.0,247.0,305.0,0.355,0.414,0.0,0.0,0.0,0.0,0.103,0.127
26075005000,2232.0,1798.0,188.0,0.0,0.0,0.0,0.0,190.0,56.0,0.806,0.084,0.0,0.0,0.0,0.0,0.085,0.025
26075005100,4747.0,4251.0,69.0,0.0,0.0,0.0,0.0,215.0,212.0,0.896,0.015,0.0,0.0,0.0,0.0,0.045,0.045
26075005200,6282.0,5101.0,336.0,9.0,65.0,0.0,101.0,317.0,353.0,0.812,0.053,0.001,0.01,0.0,0.016,0.05,0.056
26075005301,5014.0,3893.0,556.0,0.0,35.0,0.0,0.0,301.0,229.0,0.776,0.111,0.0,0.007,0.0,0.0,0.06,0.046
26075005302,4323.0,3751.0,355.0,11.0,0.0,0.0,5.0,80.0,121.0,0.868,0.082,0.003,0.0,0.0,0.001,0.019,0.028
26075005400,7148.0,6734.0,40.0,0.0,196.0,6.0,12.0,57.0,103.0,0.942,0.006,0.0,0.027,0.001,0.002,0.008,0.014
26075005500,4894.0,3525.0,557.0,0.0,170.0,0.0,42.0,359.0,241.0,0.72,0.114,0.0,0.035,0.0,0.009,0.073,0.049
26075005600,8372.0,7451.0,256.0,1.0,99.0,0.0,0.0,353.0,212.0,0.89,0.031,0.0,0.012,0.0,0.0,0.042,0.025
26075005700,3053.0,2655.0,51.0,0.0,196.0,0.0,0.0,23.0,128.0,0.87,0.017,0.0,0.064,0.0,0.0,0.008,0.042
26075005800,6977.0,3306.0,2748.0,118.0,54.0,7.0,4.0,405.0,335.0,0.474,0.394,0.017,0.008,0.001,0.001,0.058,0.048
26075005900,2616.0,2093.0,275.0,6.0,0.0,0.0,0.0,231.0,11.0,0.8,0.105,0.002,0.0,0.0,0.0,0.088,0.004
26075006000,6452.0,5903.0,1.0,0.0,123.0,0.0,0.0,113.0,312.0,0.915,0.0,0.0,0.019,0.0,0.0,0.018,0.048
26075006100,6698.0,6259.0,66.0,44.0,0.0,0.0,0.0,141.0,188.0,0.934,0.01,0.007,0.0,0.0,0.0,0.021,0.028
26075006200,6803.0,6388.0,6.0,63.0,0.0,0.0,1.0,191.0,154.0,0.939,0.001,0.009,0.0,0.0,0.0,0.028,0.023
26075006301,3057.0,2634.0,30.0,0.0,0.0,0.0,0.0,66.0,327.0,0.862,0.01,0.0,0.0,0.0,0.0,0.022,0.107
26075006303,4462.0,4206.0,8.0,0.0,55.0,0.0,26.0,87.0,80.0,0.943,0.002,0.0,0.012,0.0,0.006,0.019,0.018
26075006304,2961.0,2749.0,61.0,0.0,0.0,0.0,0.0,119.0,32.0,0.928,0.021,0.0,0.0,0.0,0.0,0.04,0.011
26075006401,2788.0,2632.0,6.0,0.0,28.0,0.0,0.0,84.0,38.0,0.944,0.002,0.0,0.01,0.0,0.0,0.03,0.014
26075006402,7042.0,6726.0,177.0,0.0,0.0,0.0,0.0,70.0,69.0,0.955,0.025,0.0,0.0,0.0,0.0,0.01,0.01
26075006500,6604.0,6160.0,84.0,48.0,29.0,0.0,1.0,172.0,110.0,0.933,0.013,0.007,0.004,0.0,0.0,0.026,0.017
26075006600,4651.0,4276.0,100.0,6.0,0.0,0.0,5.0,159.0,105.0,0.919,0.022,0.001,0.0,0.0,0.001,0.034,0.023
26075006701,5195.0,4481.0,164.0,0.0,0.0,0.0,0.0,204.0,346.0,0.863,0.032,0.0,0.0,0.0,0.0,0.039,0.067
26075006702,4984.0,4735.0,16.0,0.0,8.0,0.0,13.0,104.0,108.0,0.95,0.003,0.0,0.002,0.0,0.003,0.021,0.022
26075006801,3123.0,2824.0,9.0,2.0,32.0,0.0,0.0,169.0,87.0,0.904,0.003,0.001,0.01,0.0,0.0,0.054,0.028
26075006803,2728.0,2613.0,2.0,0.0,0.0,0.0,0.0,113.0,0.0,0.958,0.001,0.0,0.0,0.0,0.0,0.041,0.0
26075006804,6009.0,5658.0,0.0,6.0,24.0,0.0,0.0,136.0,185.0,0.942,0.0,0.001,0.004,0.0,0.0,0.023,0.031
26075006900,2869.0,1917.0,463.0,0.0,3.0,0.0,0.0,218.0,268.0,0.668,0.161,0.0,0.001,0.0,0.0,0.076,0.093
26077000100,2273.0,698.0,1140.0,0.0,0.0,0.0,7.0,159.0,269.0,0.307,0.502,0.0,0.0,0.0,0.003,0.07,0.118
26077000201,2337.0,1678.0,237.0,29.0,57.0,0.0,50.0,206.0,80.0,0.718,0.101,0.012,0.024,0.0,0.021,0.088,0.034
26077000202,830.0,39.0,694.0,35.0,0.0,0.0,0.0,42.0,20.0,0.047,0.836,0.042,0.0,0.0,0.0,0.051,0.024
26077000300,3990.0,359.0,2933.0,19.0,28.0,0.0,0.0,437.0,214.0,0.09,0.735,0.005,0.007,0.0,0.0,0.11,0.054
26077000500,4239.0,2415.0,1000.0,1.0,154.0,18.0,0.0,195.0,456.0,0.57,0.236,0.0,0.036,0.004,0.0,0.046,0.108
26077000600,4279.0,3412.0,370.0,34.0,82.0,0.0,0.0,284.0,97.0,0.797,0.086,0.008,0.019,0.0,0.0,0.066,0.023
26077000900,841.0,308.0,355.0,0.0,0.0,0.0,0.0,23.0,155.0,0.366,0.422,0.0,0.0,0.0,0.0,0.027,0.184
26077001000,5337.0,2000.0,1987.0,0.0,1.0,0.0,0.0,76.0,1273.0,0.375,0.372,0.0,0.0,0.0,0.0,0.014,0.239
26077001100,1905.0,995.0,372.0,0.0,6.0,0.0,4.0,84.0,444.0,0.522,0.195,0.0,0.003,0.0,0.002,0.044,0.233
26077001200,2661.0,2210.0,188.0,0.0,105.0,0.0,0.0,95.0,63.0,0.831,0.071,0.0,0.039,0.0,0.0,0.036,0.024
26077001300,2041.0,1485.0,207.0,0.0,29.0,10.0,44.0,186.0,80.0,0.728,0.101,0.0,0.014,0.005,0.022,0.091,0.039
26077001501,5090.0,4004.0,535.0,0.0,176.0,0.0,11.0,184.0,180.0,0.787,0.105,0.0,0.035,0.0,0.002,0.036,0.035
26077001502,4555.0,3343.0,591.0,0.0,156.0,0.0,0.0,181.0,284.0,0.734,0.13,0.0,0.034,0.0,0.0,0.04,0.062
26077001503,4501.0,3571.0,361.0,0.0,206.0,0.0,0.0,281.0,82.0,0.793,0.08,0.0,0.046,0.0,0.0,0.062,0.018
26077001504,4485.0,2996.0,798.0,16.0,230.0,10.0,50.0,105.0,280.0,0.668,0.178,0.004,0.051,0.002,0.011,0.023,0.062
26077001506,9966.0,6532.0,923.0,0.0,605.0,0.0,75.0,1194.0,637.0,0.655,0.093,0.0,0.061,0.0,0.008,0.12,0.064
26077001507,5333.0,2901.0,1144.0,0.0,176.0,0.0,78.0,434.0,600.0,0.544,0.215,0.0,0.033,0.0,0.015,0.081,0.113
26077001601,2360.0,1986.0,125.0,0.0,58.0,0.0,0.0,176.0,15.0,0.842,0.053,0.0,0.025,0.0,0.0,0.075,0.006
26077001603,1563.0,1269.0,68.0,8.0,21.0,0.0,0.0,137.0,60.0,0.812,0.044,0.005,0.013,0.0,0.0,0.088,0.038
26077001604,1650.0,1099.0,85.0,0.0,100.0,0.0,29.0,261.0,76.0,0.666,0.052,0.0,0.061,0.0,0.018,0.158,0.046
26077001701,3235.0,2407.0,506.0,0.0,20.0,0.0,16.0,90.0,196.0,0.744,0.156,0.0,0.006,0.0,0.005,0.028,0.061
26077001702,3960.0,2871.0,595.0,0.0,49.0,0.0,11.0,323.0,111.0,0.725,0.15,0.0,0.012,0.0,0.003,0.082,0.028
26077001801,4023.0,3032.0,812.0,0.0,11.0,0.0,0.0,105.0,63.0,0.754,0.202,0.0,0.003,0.0,0.0,0.026,0.016
26077001802,4597.0,3322.0,817.0,10.0,7.0,0.0,0.0,245.0,196.0,0.723,0.178,0.002,0.002,0.0,0.0,0.053,0.043
26077001803,2068.0,1270.0,412.0,49.0,6.0,0.0,0.0,98.0,233.0,0.614,0.199,0.024,0.003,0.0,0.0,0.047,0.113
26077001905,5131.0,4033.0,232.0,23.0,57.0,0.0,97.0,350.0,339.0,0.786,0.045,0.004,0.011,0.0,0.019,0.068,0.066
26077001906,4373.0,3805.0,193.0,0.0,102.0,0.0,46.0,108.0,119.0,0.87,0.044,0.0,0.023,0.0,0.011,0.025,0.027
26077001907,4774.0,3666.0,651.0,45.0,62.0,0.0,25.0,249.0,76.0,0.768,0.136,0.009,0.013,0.0,0.005,0.052,0.016
26077002002,4211.0,3593.0,120.0,0.0,153.0,0.0,42.0,146.0,157.0,0.853,0.028,0.0,0.036,0.0,0.01,0.035,0.037
26077002003,6397.0,4598.0,146.0,13.0,547.0,0.0,4.0,288.0,801.0,0.719,0.023,0.002,0.086,0.0,0.001,0.045,0.125
26077002004,3716.0,3108.0,9.0,0.0,162.0,0.0,48.0,81.0,308.0,0.836,0.002,0.0,0.044,0.0,0.013,0.022,0.083
26077002005,4179.0,3083.0,642.0,7.0,80.0,0.0,0.0,255.0,112.0,0.738,0.154,0.002,0.019,0.0,0.0,0.061,0.027
26077002101,8370.0,7786.0,48.0,12.0,4.0,0.0,0.0,294.0,226.0,0.93,0.006,0.001,0.0,0.0,0.0,0.035,0.027
26077002102,2995.0,2553.0,34.0,0.0,87.0,0.0,0.0,135.0,186.0,0.852,0.011,0.0,0.029,0.0,0.0,0.045,0.062
26077002201,2480.0,1862.0,70.0,0.0,0.0,0.0,17.0,94.0,437.0,0.751,0.028,0.0,0.0,0.0,0.007,0.038,0.176
26077002202,7623.0,5974.0,996.0,0.0,278.0,0.0,23.0,188.0,164.0,0.784,0.131,0.0,0.036,0.0,0.003,0.025,0.022
26077002601,4866.0,4346.0,57.0,12.0,38.0,0.0,4.0,202.0,207.0,0.893,0.012,0.002,0.008,0.0,0.001,0.042,0.043
26077002700,8701.0,7662.0,288.0,1.0,153.0,20.0,0.0,189.0,388.0,0.881,0.033,0.0,0.018,0.002,0.0,0.022,0.045
26077002801,4301.0,3996.0,43.0,0.0,65.0,0.0,40.0,18.0,139.0,0.929,0.01,0.0,0.015,0.0,0.009,0.004,0.032
26077002802,6150.0,5027.0,320.0,0.0,61.0,0.0,0.0,92.0,650.0,0.817,0.052,0.0,0.01,0.0,0.0,0.015,0.106
26077002901,3814.0,3558.0,10.0,0.0,16.0,0.0,21.0,111.0,98.0,0.933,0.003,0.0,0.004,0.0,0.006,0.029,0.026
26077002903,5578.0,3266.0,1213.0,0.0,239.0,28.0,0.0,523.0,309.0,0.586,0.217,0.0,0.043,0.005,0.0,0.094,0.055
26077002904,9072.0,7057.0,761.0,0.0,541.0,0.0,0.0,408.0,305.0,0.778,0.084,0.0,0.06,0.0,0.0,0.045,0.034
26077002905,9047.0,6154.0,1508.0,39.0,17.0,0.0,9.0,854.0,466.0,0.68,0.167,0.004,0.002,0.0,0.001,0.094,0.052
26077003002,2276.0,2221.0,10.0,0.0,0.0,0.0,0.0,18.0,27.0,0.976,0.004,0.0,0.0,0.0,0.0,0.008,0.012
26077003003,9240.0,8303.0,86.0,0.0,182.0,15.0,0.0,394.0,260.0,0.899,0.009,0.0,0.02,0.002,0.0,0.043,0.028
26077003004,8507.0,6781.0,211.0,2.0,673.0,0.0,51.0,310.0,479.0,0.797,0.025,0.0,0.079,0.0,0.006,0.036,0.056
26077003302,6466.0,5448.0,121.0,0.0,234.0,45.0,52.0,398.0,168.0,0.843,0.019,0.0,0.036,0.007,0.008,0.062,0.026
26077003400,3569.0,3361.0,2.0,11.0,22.0,0.0,9.0,80.0,84.0,0.942,0.001,0.003,0.006,0.0,0.003,0.022,0.024
26077003500,4722.0,3975.0,251.0,0.0,54.0,0.0,0.0,170.0,272.0,0.842,0.053,0.0,0.011,0.0,0.0,0.036,0.058
26077005501,4011.0,2675.0,635.0,0.0,80.0,0.0,0.0,474.0,147.0,0.667,0.158,0.0,0.02,0.0,0.0,0.118,0.037
26077005502,5945.0,3084.0,1593.0,0.0,1.0,0.0,0.0,743.0,524.0,0.519,0.268,0.0,0.0,0.0,0.0,0.125,0.088
26077006102,3673.0,3547.0,23.0,3.0,17.0,0.0,0.0,45.0,38.0,0.966,0.006,0.001,0.005,0.0,0.0,0.012,0.01
26077006103,5486.0,5071.0,23.0,0.0,18.0,0.0,34.0,224.0,116.0,0.924,0.004,0.0,0.003,0.0,0.006,0.041,0.021
26077006601,4432.0,4162.0,0.0,0.0,37.0,0.0,0.0,106.0,127.0,0.939,0.0,0.0,0.008,0.0,0.0,0.024,0.029
26077006701,2982.0,2704.0,57.0,0.0,0.0,0.0,0.0,115.0,106.0,0.907,0.019,0.0,0.0,0.0,0.0,0.039,0.036
26077006702,6220.0,5637.0,148.0,16.0,54.0,0.0,0.0,121.0,244.0,0.906,0.024,0.003,0.009,0.0,0.0,0.019,0.039
26079950200,5073.0,4702.0,0.0,57.0,18.0,0.0,1.0,160.0,135.0,0.927,0.0,0.011,0.004,0.0,0.0,0.032,0.027
26079950300,5310.0,4863.0,76.0,24.0,79.0,0.0,0.0,147.0,121.0,0.916,0.014,0.005,0.015,0.0,0.0,0.028,0.023
26079950400,3684.0,3414.0,81.0,43.0,1.0,0.0,2.0,73.0,70.0,0.927,0.022,0.012,0.0,0.0,0.001,0.02,0.019
26079950601,2201.0,2029.0,10.0,6.0,7.0,0.0,0.0,42.0,107.0,0.922,0.005,0.003,0.003,0.0,0.0,0.019,0.049
26079950602,1672.0,1565.0,0.0,13.0,0.0,0.0,0.0,60.0,34.0,0.936,0.0,0.008,0.0,0.0,0.0,0.036,0.02
26081000100,2279.0,1471.0,173.0,0.0,12.0,0.0,207.0,189.0,227.0,0.645,0.076,0.0,0.005,0.0,0.091,0.083,0.1
26081000200,1942.0,1640.0,84.0,3.0,4.0,0.0,0.0,102.0,109.0,0.844,0.043,0.002,0.002,0.0,0.0,0.053,0.056
26081000300,5019.0,4308.0,144.0,0.0,524.0,0.0,0.0,20.0,23.0,0.858,0.029,0.0,0.104,0.0,0.0,0.004,0.005
26081000400,3102.0,2745.0,68.0,8.0,40.0,0.0,65.0,122.0,54.0,0.885,0.022,0.003,0.013,0.0,0.021,0.039,0.017
26081000500,4035.0,3197.0,294.0,0.0,20.0,0.0,101.0,172.0,251.0,0.792,0.073,0.0,0.005,0.0,0.025,0.043,0.062
26081000600,3846.0,3506.0,118.0,0.0,42.0,0.0,0.0,129.0,51.0,0.912,0.031,0.0,0.011,0.0,0.0,0.034,0.013
26081000700,3267.0,2327.0,93.0,0.0,71.0,0.0,14.0,135.0,627.0,0.712,0.028,0.0,0.022,0.0,0.004,0.041,0.192
26081000800,2507.0,1538.0,233.0,0.0,0.0,0.0,0.0,29.0,707.0,0.613,0.093,0.0,0.0,0.0,0.0,0.012,0.282
26081000900,3318.0,2585.0,193.0,0.0,34.0,0.0,0.0,93.0,413.0,0.779,0.058,0.0,0.01,0.0,0.0,0.028,0.124
26081001000,4644.0,2545.0,802.0,4.0,153.0,0.0,0.0,246.0,894.0,0.548,0.173,0.001,0.033,0.0,0.0,0.053,0.193
26081001101,6614.0,3162.0,2306.0,27.0,190.0,0.0,0.0,574.0,355.0,0.478,0.349,0.004,0.029,0.0,0.0,0.087,0.054
26081001102,3818.0,2774.0,737.0,0.0,58.0,0.0,0.0,192.0,57.0,0.727,0.193,0.0,0.015,0.0,0.0,0.05,0.015
26081001200,3448.0,2434.0,429.0,0.0,50.0,0.0,0.0,462.0,73.0,0.706,0.124,0.0,0.015,0.0,0.0,0.134,0.021
26081001300,3356.0,1596.0,871.0,8.0,0.0,0.0,0.0,567.0,314.0,0.476,0.26,0.002,0.0,0.0,0.0,0.169,0.094
26081001400,2380.0,1817.0,57.0,65.0,185.0,0.0,10.0,204.0,42.0,0.763,0.024,0.027,0.078,0.0,0.004,0.086,0.018
26081001500,3844.0,1585.0,565.0,0.0,207.0,0.0,0.0,323.0,1164.0,0.412,0.147,0.0,0.054,0.0,0.0,0.084,0.303
26081001600,5569.0,3519.0,678.0,47.0,44.0,0.0,0.0,92.0,1189.0,0.632,0.122,0.008,0.008,0.0,0.0,0.017,0.214
26081001700,4407.0,3797.0,128.0,0.0,178.0,0.0,0.0,103.0,201.0,0.862,0.029,0.0,0.04,0.0,0.0,0.023,0.046
26081001800,6391.0,5849.0,118.0,57.0,63.0,0.0,45.0,100.0,159.0,0.915,0.018,0.009,0.01,0.0,0.007,0.016,0.025
26081001900,6101.0,3889.0,344.0,0.0,127.0,0.0,143.0,387.0,1211.0,0.637,0.056,0.0,0.021,0.0,0.023,0.063,0.198
26081002000,2705.0,1749.0,500.0,4.0,86.0,0.0,0.0,202.0,164.0,0.647,0.185,0.001,0.032,0.0,0.0,0.075,0.061
26081002100,2972.0,2239.0,348.0,0.0,69.0,0.0,0.0,94.0,222.0,0.753,0.117,0.0,0.023,0.0,0.0,0.032,0.075
26081002200,5131.0,4122.0,296.0,151.0,134.0,0.0,0.0,70.0,358.0,0.803,0.058,0.029,0.026,0.0,0.0,0.014,0.07
26081002300,3802.0,3263.0,139.0,7.0,50.0,0.0,0.0,80.0,263.0,0.858,0.037,0.002,0.013,0.0,0.0,0.021,0.069
26081002400,3124.0,2485.0,111.0,33.0,115.0,0.0,33.0,143.0,204.0,0.795,0.036,0.011,0.037,0.0,0.011,0.046,0.065
26081002500,4587.0,3675.0,471.0,0.0,222.0,0.0,0.0,103.0,116.0,0.801,0.103,0.0,0.048,0.0,0.0,0.022,0.025
26081002600,3675.0,713.0,445.0,0.0,14.0,0.0,19.0,206.0,2278.0,0.194,0.121,0.0,0.004,0.0,0.005,0.056,0.62
26081002700,3323.0,2519.0,262.0,45.0,41.0,0.0,0.0,136.0,320.0,0.758,0.079,0.014,0.012,0.0,0.0,0.041,0.096
26081002800,1788.0,335.0,664.0,12.0,12.0,0.0,0.0,74.0,691.0,0.187,0.371,0.007,0.007,0.0,0.0,0.041,0.386
26081002900,1549.0,1026.0,356.0,0.0,4.0,0.0,0.0,74.0,89.0,0.662,0.23,0.0,0.003,0.0,0.0,0.048,0.057
26081003000,2049.0,1041.0,588.0,13.0,25.0,0.0,32.0,28.0,322.0,0.508,0.287,0.006,0.012,0.0,0.016,0.014,0.157
26081003100,4170.0,563.0,1663.0,10.0,23.0,0.0,0.0,791.0,1120.0,0.135,0.399,0.002,0.006,0.0,0.0,0.19,0.269
26081003200,5617.0,1612.0,3051.0,17.0,0.0,0.0,0.0,333.0,604.0,0.287,0.543,0.003,0.0,0.0,0.0,0.059,0.108
26081003300,4138.0,2529.0,948.0,0.0,27.0,0.0,69.0,265.0,300.0,0.611,0.229,0.0,0.007,0.0,0.017,0.064,0.072
26081003400,5027.0,3264.0,656.0,0.0,235.0,0.0,10.0,545.0,317.0,0.649,0.13,0.0,0.047,0.0,0.002,0.108,0.063
26081003500,5365.0,1701.0,2317.0,55.0,25.0,0.0,10.0,442.0,815.0,0.317,0.432,0.01,0.005,0.0,0.002,0.082,0.152
26081003600,2292.0,307.0,950.0,54.0,0.0,0.0,0.0,99.0,882.0,0.134,0.414,0.024,0.0,0.0,0.0,0.043,0.385
26081003700,4831.0,1012.0,1719.0,1.0,10.0,0.0,0.0,262.0,1827.0,0.209,0.356,0.0,0.002,0.0,0.0,0.054,0.378
26081003800,4729.0,589.0,629.0,0.0,3.0,0.0,0.0,38.0,3470.0,0.125,0.133,0.0,0.001,0.0,0.0,0.008,0.734
26081003900,3265.0,501.0,431.0,0.0,0.0,0.0,0.0,77.0,2256.0,0.153,0.132,0.0,0.0,0.0,0.0,0.024,0.691
26081004000,3838.0,453.0,229.0,0.0,0.0,40.0,0.0,34.0,3082.0,0.118,0.06,0.0,0.0,0.01,0.0,0.009,0.803
26081004100,5658.0,2946.0,1304.0,0.0,19.0,0.0,0.0,265.0,1124.0,0.521,0.23,0.0,0.003,0.0,0.0,0.047,0.199
26081004200,3876.0,2318.0,816.0,0.0,43.0,0.0,77.0,238.0,384.0,0.598,0.211,0.0,0.011,0.0,0.02,0.061,0.099
26081004300,4040.0,2943.0,638.0,0.0,88.0,0.0,16.0,217.0,138.0,0.728,0.158,0.0,0.022,0.0,0.004,0.054,0.034
26081004400,7222.0,6128.0,552.0,33.0,233.0,0.0,0.0,97.0,179.0,0.849,0.076,0.005,0.032,0.0,0.0,0.013,0.025
26081004500,8809.0,3584.0,3118.0,2.0,532.0,0.0,20.0,532.0,1021.0,0.407,0.354,0.0,0.06,0.0,0.002,0.06,0.116
