bg2010ge,white_tot_wt,black_tot_wt,aian_tot_wt,asian_tot_wt,other_tot_wt,latin_tot_wt,tot_pop_wt,white_pct_wt,black_pct_wt,aian_pct_wt,asian_pct_wt,other_pct_wt,latin_pct_wt
260650070001,522.0,290.0,0.0,0.0,0.0,15.0,827.0,0.631,0.351,0.0,0.0,0.0,0.018
260650070002,397.0,0.0,0.0,0.0,0.0,0.0,397.0,1.0,0.0,0.0,0.0,0.0,0.0
260650070003,1144.0,95.0,0.0,0.0,20.0,216.0,1475.0,0.776,0.064,0.0,0.0,0.014,0.146
260650070004,499.0,419.0,0.0,0.0,0.0,0.0,918.0,0.544,0.456,0.0,0.0,0.0,0.0
260650070005,636.0,255.0,0.0,0.0,0.0,24.0,915.0,0.695,0.279,0.0,0.0,0.0,0.026
260650070006,673.0,231.0,0.0,0.0,0.0,55.0,959.0,0.702,0.241,0.0,0.0,0.0,0.057
260659800001,602.0,41.0,0.0,76.0,0.0,44.0,763.0,0.789,0.054,0.0,0.1,0.0,0.058
260659801001,8.0,1.0,0.0,20.0,0.0,1.0,30.0,0.267,0.033,0.0,0.667,0.0,0.033
260659802001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260659803001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260670301001,1152.0,0.0,21.0,0.0,0.0,94.0,1267.0,0.909,0.0,0.017,0.0,0.0,0.074
260670301002,1210.0,44.0,6.0,8.0,1.0,85.0,1354.0,0.894,0.032,0.004,0.006,0.001,0.063
260670301003,1382.0,3.0,0.0,0.0,0.0,37.0,1422.0,0.972,0.002,0.0,0.0,0.0,0.026
260670301004,882.0,24.0,0.0,9.0,0.0,84.0,999.0,0.883,0.024,0.0,0.009,0.0,0.084
260670301005,1125.0,0.0,0.0,0.0,0.0,21.0,1146.0,0.982,0.0,0.0,0.0,0.0,0.018
260670302001,837.0,21.0,0.0,13.0,0.0,5.0,876.0,0.955,0.024,0.0,0.015,0.0,0.006
260670302002,1093.0,0.0,0.0,17.0,0.0,30.0,1140.0,0.959,0.0,0.0,0.015,0.0,0.026
260670302003,555.0,2.0,1.0,0.0,0.0,19.0,577.0,0.962,0.003,0.002,0.0,0.0,0.033
260670303001,1236.0,0.0,0.0,0.0,0.0,157.0,1393.0,0.887,0.0,0.0,0.0,0.0,0.113
260670303002,992.0,0.0,0.0,0.0,0.0,0.0,992.0,1.0,0.0,0.0,0.0,0.0,0.0
260670303003,463.0,0.0,0.0,0.0,0.0,80.0,543.0,0.853,0.0,0.0,0.0,0.0,0.147
260670304001,971.0,0.0,0.0,0.0,0.0,13.0,984.0,0.987,0.0,0.0,0.0,0.0,0.013
260670304002,1574.0,1.0,7.0,0.0,0.0,16.0,1598.0,0.985,0.001,0.004,0.0,0.0,0.01
260670304003,1232.0,0.0,0.0,0.0,0.0,38.0,1270.0,0.97,0.0,0.0,0.0,0.0,0.03
260670304004,1072.0,2.0,0.0,32.0,0.0,0.0,1106.0,0.969,0.002,0.0,0.029,0.0,0.0
260670304005,1243.0,21.0,13.0,3.0,0.0,105.0,1385.0,0.897,0.015,0.009,0.002,0.0,0.076
260670312001,1049.0,88.0,0.0,0.0,0.0,72.0,1209.0,0.868,0.073,0.0,0.0,0.0,0.06
260670312002,1169.0,53.0,0.0,27.0,0.0,82.0,1331.0,0.878,0.04,0.0,0.02,0.0,0.062
260670312003,1163.0,0.0,0.0,0.0,0.0,55.0,1218.0,0.955,0.0,0.0,0.0,0.0,0.045
260670312004,1345.0,0.0,0.0,0.0,10.0,45.0,1400.0,0.961,0.0,0.0,0.0,0.007,0.032
260670313001,1435.0,0.0,0.0,0.0,0.0,206.0,1641.0,0.874,0.0,0.0,0.0,0.0,0.126
260670313002,1857.0,1.0,0.0,1.0,0.0,4.0,1863.0,0.997,0.001,0.0,0.001,0.0,0.002
260670313003,1237.0,18.0,17.0,3.0,0.0,24.0,1299.0,0.952,0.014,0.013,0.002,0.0,0.018
260670313004,1849.0,0.0,0.0,50.0,0.0,48.0,1947.0,0.95,0.0,0.0,0.026,0.0,0.025
260670313005,1160.0,0.0,27.0,9.0,0.0,53.0,1249.0,0.929,0.0,0.022,0.007,0.0,0.042
260670314001,2354.0,0.0,0.0,0.0,0.0,66.0,2420.0,0.973,0.0,0.0,0.0,0.0,0.027
260670314002,2415.0,17.0,0.0,0.0,0.0,0.0,2432.0,0.993,0.007,0.0,0.0,0.0,0.0
260670315001,491.0,0.0,0.0,0.0,0.0,0.0,491.0,1.0,0.0,0.0,0.0,0.0,0.0
260670315002,557.0,0.0,0.0,131.0,0.0,23.0,711.0,0.783,0.0,0.0,0.184,0.0,0.032
260670315003,1797.0,14.0,0.0,0.0,0.0,0.0,1811.0,0.992,0.008,0.0,0.0,0.0,0.0
260670315004,2026.0,64.0,0.0,2.0,33.0,89.0,2214.0,0.915,0.029,0.0,0.001,0.015,0.04
260670316001,1606.0,274.0,0.0,1.0,0.0,92.0,1973.0,0.814,0.139,0.0,0.001,0.0,0.047
260670316002,2224.0,0.0,7.0,0.0,0.0,422.0,2653.0,0.838,0.0,0.003,0.0,0.0,0.159
260670316003,1684.0,28.0,0.0,0.0,0.0,198.0,1910.0,0.882,0.015,0.0,0.0,0.0,0.104
260670317001,1878.0,0.0,0.0,0.0,0.0,423.0,2301.0,0.816,0.0,0.0,0.0,0.0,0.184
260670317002,749.0,1.0,0.0,0.0,0.0,73.0,823.0,0.91,0.001,0.0,0.0,0.0,0.089
260670317003,1780.0,130.0,0.0,0.0,0.0,6.0,1916.0,0.929,0.068,0.0,0.0,0.0,0.003
260670317004,658.0,0.0,0.0,0.0,0.0,115.0,773.0,0.851,0.0,0.0,0.0,0.0,0.149
260670319001,1081.0,2.0,0.0,0.0,0.0,283.0,1366.0,0.791,0.001,0.0,0.0,0.0,0.207
260670319002,1008.0,0.0,0.0,0.0,0.0,0.0,1008.0,1.0,0.0,0.0,0.0,0.0,0.0
260670319003,1113.0,0.0,0.0,0.0,0.0,105.0,1218.0,0.914,0.0,0.0,0.0,0.0,0.086
260670319004,2072.0,74.0,0.0,1.0,0.0,12.0,2159.0,0.96,0.034,0.0,0.0,0.0,0.006
260670321001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260670321002,741.0,366.0,16.0,0.0,0.0,12.0,1135.0,0.653,0.322,0.014,0.0,0.0,0.011
260670321003,749.0,43.0,0.0,0.0,0.0,29.0,821.0,0.912,0.052,0.0,0.0,0.0,0.035
260679822001,990.0,1308.0,18.0,16.0,4.0,137.0,2473.0,0.4,0.529,0.007,0.006,0.002,0.055
260690001001,434.0,0.0,0.0,0.0,0.0,0.0,434.0,1.0,0.0,0.0,0.0,0.0,0.0
260690001002,968.0,10.0,0.0,4.0,0.0,63.0,1045.0,0.926,0.01,0.0,0.004,0.0,0.06
260690001003,1109.0,0.0,0.0,63.0,0.0,0.0,1172.0,0.946,0.0,0.0,0.054,0.0,0.0
260690002001,701.0,0.0,0.0,3.0,0.0,47.0,751.0,0.933,0.0,0.0,0.004,0.0,0.063
260690002002,485.0,0.0,0.0,11.0,4.0,41.0,541.0,0.896,0.0,0.0,0.02,0.007,0.076
260690002003,1581.0,0.0,0.0,0.0,5.0,43.0,1629.0,0.971,0.0,0.0,0.0,0.003,0.026
260690002004,864.0,56.0,0.0,0.0,0.0,24.0,944.0,0.915,0.059,0.0,0.0,0.0,0.025
260690003001,1266.0,0.0,0.0,0.0,0.0,15.0,1281.0,0.988,0.0,0.0,0.0,0.0,0.012
260690003002,654.0,0.0,6.0,0.0,0.0,13.0,673.0,0.972,0.0,0.009,0.0,0.0,0.019
260690003003,838.0,15.0,0.0,0.0,0.0,28.0,881.0,0.951,0.017,0.0,0.0,0.0,0.032
260690004001,1572.0,16.0,70.0,18.0,0.0,48.0,1724.0,0.912,0.009,0.041,0.01,0.0,0.028
260690004002,579.0,3.0,2.0,0.0,0.0,13.0,597.0,0.97,0.005,0.003,0.0,0.0,0.022
260690004003,959.0,0.0,0.0,0.0,0.0,54.0,1013.0,0.947,0.0,0.0,0.0,0.0,0.053
260690005001,437.0,0.0,0.0,9.0,0.0,39.0,485.0,0.901,0.0,0.0,0.019,0.0,0.08
260690005002,715.0,45.0,0.0,14.0,0.0,9.0,783.0,0.913,0.057,0.0,0.018,0.0,0.011
260690005003,669.0,0.0,0.0,18.0,0.0,0.0,687.0,0.974,0.0,0.0,0.026,0.0,0.0
260690005004,1424.0,16.0,18.0,1.0,17.0,55.0,1531.0,0.93,0.01,0.012,0.001,0.011,0.036
260690006001,784.0,4.0,0.0,0.0,0.0,9.0,797.0,0.984,0.005,0.0,0.0,0.0,0.011
260690006002,628.0,2.0,0.0,3.0,0.0,29.0,662.0,0.949,0.003,0.0,0.005,0.0,0.044
260690006003,1180.0,3.0,1.0,0.0,1.0,6.0,1191.0,0.991,0.003,0.001,0.0,0.001,0.005
260690007001,1487.0,0.0,9.0,0.0,2.0,26.0,1524.0,0.976,0.0,0.006,0.0,0.001,0.017
260690007002,1036.0,0.0,4.0,0.0,0.0,0.0,1040.0,0.996,0.0,0.004,0.0,0.0,0.0
260690008001,890.0,0.0,0.0,0.0,0.0,0.0,890.0,1.0,0.0,0.0,0.0,0.0,0.0
260690008002,729.0,3.0,0.0,0.0,0.0,0.0,732.0,0.996,0.004,0.0,0.0,0.0,0.0
260690009001,645.0,0.0,2.0,28.0,0.0,24.0,699.0,0.923,0.0,0.003,0.04,0.0,0.034
260690009002,720.0,0.0,95.0,0.0,0.0,101.0,916.0,0.786,0.0,0.104,0.0,0.0,0.11
260699900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260710001001,801.0,1.0,0.0,3.0,4.0,20.0,829.0,0.966,0.001,0.0,0.004,0.005,0.024
260710001002,1320.0,0.0,11.0,35.0,16.0,62.0,1444.0,0.914,0.0,0.008,0.024,0.011,0.043
260710002001,615.0,0.0,0.0,0.0,0.0,0.0,615.0,1.0,0.0,0.0,0.0,0.0,0.0
260710002002,1207.0,0.0,2.0,0.0,0.0,52.0,1261.0,0.957,0.0,0.002,0.0,0.0,0.041
260710003001,1249.0,21.0,28.0,0.0,0.0,48.0,1346.0,0.928,0.016,0.021,0.0,0.0,0.036
260710003002,905.0,0.0,5.0,0.0,0.0,0.0,910.0,0.995,0.0,0.005,0.0,0.0,0.0
260710004001,1346.0,4.0,7.0,9.0,0.0,40.0,1406.0,0.957,0.003,0.005,0.006,0.0,0.028
260710004002,819.0,30.0,29.0,19.0,18.0,23.0,938.0,0.873,0.032,0.031,0.02,0.019,0.025
260710005001,1466.0,6.0,28.0,5.0,0.0,8.0,1513.0,0.969,0.004,0.019,0.003,0.0,0.005
260710005002,1058.0,23.0,13.0,0.0,0.0,8.0,1102.0,0.96,0.021,0.012,0.0,0.0,0.007
260730001001,1270.0,6.0,12.0,3.0,145.0,107.0,1543.0,0.823,0.004,0.008,0.002,0.094,0.069
260730001002,1717.0,5.0,4.0,8.0,0.0,45.0,1779.0,0.965,0.003,0.002,0.004,0.0,0.025
260730002001,1085.0,0.0,0.0,0.0,0.0,48.0,1133.0,0.958,0.0,0.0,0.0,0.0,0.042
260730002002,1773.0,0.0,39.0,0.0,0.0,10.0,1822.0,0.973,0.0,0.021,0.0,0.0,0.005
260730002003,1483.0,2.0,0.0,0.0,0.0,34.0,1519.0,0.976,0.001,0.0,0.0,0.0,0.022
260730003001,894.0,2.0,0.0,0.0,0.0,29.0,925.0,0.966,0.002,0.0,0.0,0.0,0.031
260730003002,1210.0,1.0,0.0,0.0,0.0,14.0,1225.0,0.988,0.001,0.0,0.0,0.0,0.011
260730003003,1302.0,1.0,5.0,12.0,0.0,8.0,1328.0,0.98,0.001,0.004,0.009,0.0,0.006
260730003004,1249.0,7.0,34.0,5.0,0.0,21.0,1316.0,0.949,0.005,0.026,0.004,0.0,0.016
260730004001,701.0,34.0,72.0,0.0,0.0,1.0,808.0,0.868,0.042,0.089,0.0,0.0,0.001
260730004002,1246.0,40.0,8.0,122.0,0.0,53.0,1469.0,0.848,0.027,0.005,0.083,0.0,0.036
260730004003,510.0,44.0,0.0,35.0,0.0,34.0,623.0,0.819,0.071,0.0,0.056,0.0,0.055
260730004004,1072.0,158.0,9.0,42.0,5.0,49.0,1335.0,0.803,0.118,0.007,0.031,0.004,0.037
260730005001,1130.0,154.0,0.0,5.0,0.0,5.0,1294.0,0.873,0.119,0.0,0.004,0.0,0.004
260730005002,1394.0,30.0,4.0,3.0,0.0,43.0,1474.0,0.946,0.02,0.003,0.002,0.0,0.029
260730005003,839.0,26.0,0.0,20.0,0.0,41.0,926.0,0.906,0.028,0.0,0.022,0.0,0.044
260730006001,1242.0,63.0,46.0,92.0,9.0,180.0,1632.0,0.761,0.039,0.028,0.056,0.006,0.11
260730006002,1664.0,57.0,0.0,87.0,0.0,62.0,1870.0,0.89,0.03,0.0,0.047,0.0,0.033
260730007001,5257.0,235.0,7.0,178.0,0.0,251.0,5928.0,0.887,0.04,0.001,0.03,0.0,0.042
260730007002,1125.0,96.0,0.0,63.0,10.0,57.0,1351.0,0.833,0.071,0.0,0.047,0.007,0.042
260730008001,2199.0,206.0,20.0,39.0,0.0,104.0,2568.0,0.856,0.08,0.008,0.015,0.0,0.04
260730009001,1184.0,6.0,0.0,0.0,0.0,98.0,1288.0,0.919,0.005,0.0,0.0,0.0,0.076
260730009002,1550.0,27.0,40.0,0.0,0.0,13.0,1630.0,0.951,0.017,0.025,0.0,0.0,0.008
260730009003,712.0,0.0,19.0,0.0,0.0,26.0,757.0,0.941,0.0,0.025,0.0,0.0,0.034
260739401001,1780.0,0.0,0.0,24.0,0.0,10.0,1814.0,0.981,0.0,0.0,0.013,0.0,0.006
260739401002,1360.0,0.0,106.0,11.0,0.0,0.0,1477.0,0.921,0.0,0.072,0.007,0.0,0.0
260739401003,866.0,3.0,26.0,0.0,1.0,54.0,950.0,0.912,0.003,0.027,0.0,0.001,0.057
260739402001,1130.0,0.0,1.0,0.0,7.0,10.0,1148.0,0.984,0.0,0.001,0.0,0.006,0.009
260739402002,1373.0,4.0,42.0,0.0,0.0,85.0,1504.0,0.913,0.003,0.028,0.0,0.0,0.057
260739402003,1186.0,0.0,50.0,0.0,0.0,36.0,1272.0,0.932,0.0,0.039,0.0,0.0,0.028
260739402004,949.0,58.0,736.0,0.0,0.0,232.0,1975.0,0.481,0.029,0.373,0.0,0.0,0.117
260739403001,1137.0,9.0,77.0,34.0,0.0,119.0,1376.0,0.826,0.007,0.056,0.025,0.0,0.086
260739403002,633.0,29.0,17.0,42.0,44.0,38.0,803.0,0.788,0.036,0.021,0.052,0.055,0.047
260739403003,866.0,3.0,15.0,0.0,0.0,78.0,962.0,0.9,0.003,0.016,0.0,0.0,0.081
260739403004,1120.0,97.0,48.0,25.0,0.0,120.0,1410.0,0.794,0.069,0.034,0.018,0.0,0.085
260739404001,981.0,0.0,19.0,26.0,0.0,85.0,1111.0,0.883,0.0,0.017,0.023,0.0,0.077
260739404002,841.0,53.0,39.0,0.0,0.0,47.0,980.0,0.858,0.054,0.04,0.0,0.0,0.048
260739404003,582.0,27.0,97.0,0.0,0.0,129.0,835.0,0.697,0.032,0.116,0.0,0.0,0.154
260739405001,903.0,10.0,39.0,9.0,9.0,86.0,1056.0,0.855,0.009,0.037,0.009,0.009,0.081
260739405002,1224.0,47.0,31.0,32.0,0.0,76.0,1410.0,0.868,0.033,0.022,0.023,0.0,0.054
260739406001,1383.0,0.0,0.0,0.0,0.0,121.0,1504.0,0.92,0.0,0.0,0.0,0.0,0.08
260739406002,1140.0,44.0,11.0,14.0,14.0,90.0,1313.0,0.868,0.034,0.008,0.011,0.011,0.069
260739406003,1458.0,0.0,36.0,25.0,0.0,91.0,1610.0,0.906,0.0,0.022,0.016,0.0,0.057
260750001001,1519.0,52.0,0.0,10.0,0.0,29.0,1610.0,0.943,0.032,0.0,0.006,0.0,0.018
260750001002,819.0,25.0,0.0,0.0,0.0,35.0,879.0,0.932,0.028,0.0,0.0,0.0,0.04
260750001003,455.0,31.0,0.0,0.0,0.0,51.0,537.0,0.847,0.058,0.0,0.0,0.0,0.095
260750002001,397.0,49.0,0.0,0.0,0.0,0.0,446.0,0.89,0.11,0.0,0.0,0.0,0.0
260750002002,313.0,165.0,0.0,0.0,0.0,31.0,509.0,0.615,0.324,0.0,0.0,0.0,0.061
260750002003,461.0,81.0,0.0,0.0,20.0,42.0,604.0,0.763,0.134,0.0,0.0,0.033,0.07
260750002004,180.0,367.0,0.0,0.0,0.0,8.0,555.0,0.324,0.661,0.0,0.0,0.0,0.014
260750004001,390.0,43.0,0.0,0.0,0.0,51.0,484.0,0.806,0.089,0.0,0.0,0.0,0.105
260750004002,988.0,52.0,0.0,0.0,0.0,77.0,1117.0,0.885,0.047,0.0,0.0,0.0,0.069
260750004003,534.0,87.0,0.0,15.0,0.0,0.0,636.0,0.84,0.137,0.0,0.024,0.0,0.0
260750004004,358.0,0.0,1.0,0.0,0.0,6.0,365.0,0.981,0.0,0.003,0.0,0.0,0.016
260750004005,866.0,190.0,0.0,4.0,0.0,118.0,1178.0,0.735,0.161,0.0,0.003,0.0,0.1
260750005001,1124.0,245.0,0.0,0.0,0.0,10.0,1379.0,0.815,0.178,0.0,0.0,0.0,0.007
260750006001,704.0,364.0,6.0,0.0,0.0,67.0,1141.0,0.617,0.319,0.005,0.0,0.0,0.059
260750008001,663.0,14.0,0.0,31.0,0.0,21.0,729.0,0.909,0.019,0.0,0.043,0.0,0.029
260750008002,445.0,22.0,0.0,0.0,0.0,48.0,515.0,0.864,0.043,0.0,0.0,0.0,0.093
260750008003,1381.0,31.0,3.0,34.0,0.0,0.0,1449.0,0.953,0.021,0.002,0.023,0.0,0.0
260750008004,1223.0,77.0,0.0,0.0,54.0,59.0,1413.0,0.866,0.054,0.0,0.0,0.038,0.042
260750009001,395.0,214.0,0.0,0.0,0.0,121.0,730.0,0.541,0.293,0.0,0.0,0.0,0.166
260750009002,291.0,102.0,0.0,0.0,0.0,63.0,456.0,0.638,0.224,0.0,0.0,0.0,0.138
260750009003,577.0,5.0,0.0,0.0,0.0,37.0,619.0,0.932,0.008,0.0,0.0,0.0,0.06
260750009004,786.0,246.0,0.0,12.0,0.0,0.0,1044.0,0.753,0.236,0.0,0.011,0.0,0.0
260750010001,369.0,294.0,0.0,0.0,0.0,75.0,738.0,0.5,0.398,0.0,0.0,0.0,0.102
260750010002,222.0,267.0,8.0,30.0,0.0,164.0,691.0,0.321,0.386,0.012,0.043,0.0,0.237
260750010003,222.0,239.0,0.0,10.0,0.0,13.0,484.0,0.459,0.494,0.0,0.021,0.0,0.027
260750011001,139.0,367.0,0.0,0.0,0.0,147.0,653.0,0.213,0.562,0.0,0.0,0.0,0.225
260750011002,433.0,725.0,0.0,0.0,0.0,28.0,1186.0,0.365,0.611,0.0,0.0,0.0,0.024
260750012001,371.0,264.0,0.0,0.0,0.0,68.0,703.0,0.528,0.376,0.0,0.0,0.0,0.097
260750012002,647.0,86.0,0.0,0.0,0.0,12.0,745.0,0.868,0.115,0.0,0.0,0.0,0.016
260750012003,500.0,181.0,0.0,17.0,0.0,20.0,718.0,0.696,0.252,0.0,0.024,0.0,0.028
260750013001,144.0,272.0,0.0,0.0,0.0,172.0,588.0,0.245,0.463,0.0,0.0,0.0,0.293
260750013002,278.0,478.0,0.0,0.0,0.0,36.0,792.0,0.351,0.604,0.0,0.0,0.0,0.045
260750013003,429.0,242.0,0.0,0.0,0.0,97.0,768.0,0.559,0.315,0.0,0.0,0.0,0.126
260750050001,575.0,70.0,0.0,0.0,0.0,45.0,690.0,0.833,0.101,0.0,0.0,0.0,0.065
260750050002,609.0,59.0,0.0,0.0,0.0,5.0,673.0,0.905,0.088,0.0,0.0,0.0,0.007
260750050003,614.0,59.0,0.0,0.0,0.0,5.0,678.0,0.906,0.087,0.0,0.0,0.0,0.007
260750051001,700.0,0.0,0.0,0.0,0.0,35.0,735.0,0.952,0.0,0.0,0.0,0.0,0.048
260750051002,1230.0,11.0,0.0,0.0,0.0,22.0,1263.0,0.974,0.009,0.0,0.0,0.0,0.017
260750051003,1272.0,26.0,0.0,0.0,0.0,129.0,1427.0,0.891,0.018,0.0,0.0,0.0,0.09
260750051004,1049.0,32.0,0.0,0.0,0.0,26.0,1107.0,0.948,0.029,0.0,0.0,0.0,0.023
260750052001,528.0,9.0,0.0,0.0,101.0,27.0,665.0,0.794,0.014,0.0,0.0,0.152,0.041
260750052002,791.0,4.0,9.0,21.0,0.0,326.0,1151.0,0.687,0.003,0.008,0.018,0.0,0.283
260750052003,475.0,0.0,0.0,0.0,0.0,0.0,475.0,1.0,0.0,0.0,0.0,0.0,0.0
260750052004,1470.0,322.0,0.0,44.0,0.0,0.0,1836.0,0.801,0.175,0.0,0.024,0.0,0.0
260750052005,1837.0,1.0,0.0,0.0,0.0,0.0,1838.0,0.999,0.001,0.0,0.0,0.0,0.0
260750053011,3062.0,556.0,0.0,35.0,0.0,229.0,3882.0,0.789,0.143,0.0,0.009,0.0,0.059
260750053012,831.0,0.0,0.0,0.0,0.0,0.0,831.0,1.0,0.0,0.0,0.0,0.0,0.0
260750053021,1961.0,233.0,11.0,0.0,0.0,43.0,2248.0,0.872,0.104,0.005,0.0,0.0,0.019
260750053022,1790.0,122.0,0.0,0.0,5.0,78.0,1995.0,0.897,0.061,0.0,0.0,0.003,0.039
260750054001,1391.0,0.0,0.0,0.0,0.0,0.0,1391.0,1.0,0.0,0.0,0.0,0.0,0.0
260750054002,1744.0,0.0,0.0,0.0,0.0,34.0,1778.0,0.981,0.0,0.0,0.0,0.0,0.019
260750054003,2274.0,40.0,0.0,196.0,0.0,69.0,2579.0,0.882,0.016,0.0,0.076,0.0,0.027
260750054004,1325.0,0.0,0.0,0.0,12.0,0.0,1337.0,0.991,0.0,0.0,0.0,0.009,0.0
260750055001,1052.0,93.0,0.0,0.0,21.0,0.0,1166.0,0.902,0.08,0.0,0.0,0.018,0.0
260750055002,670.0,12.0,0.0,38.0,0.0,122.0,842.0,0.796,0.014,0.0,0.045,0.0,0.145
260750055003,951.0,366.0,0.0,0.0,0.0,52.0,1369.0,0.695,0.267,0.0,0.0,0.0,0.038
260750055004,852.0,86.0,0.0,132.0,21.0,67.0,1158.0,0.736,0.074,0.0,0.114,0.018,0.058
260750056001,1352.0,190.0,1.0,0.0,0.0,47.0,1590.0,0.85,0.119,0.001,0.0,0.0,0.03
260750056002,1452.0,12.0,0.0,0.0,0.0,42.0,1506.0,0.964,0.008,0.0,0.0,0.0,0.028
260750056003,1886.0,26.0,0.0,0.0,0.0,29.0,1941.0,0.972,0.013,0.0,0.0,0.0,0.015
260750056004,2761.0,28.0,0.0,99.0,0.0,94.0,2982.0,0.926,0.009,0.0,0.033,0.0,0.032
260750057001,704.0,0.0,0.0,180.0,0.0,68.0,952.0,0.739,0.0,0.0,0.189,0.0,0.071
260750057002,484.0,51.0,0.0,0.0,0.0,16.0,551.0,0.878,0.093,0.0,0.0,0.0,0.029
260750057003,1467.0,0.0,0.0,16.0,0.0,44.0,1527.0,0.961,0.0,0.0,0.01,0.0,0.029
260750058001,3306.0,2748.0,118.0,54.0,4.0,335.0,6565.0,0.504,0.419,0.018,0.008,0.001,0.051
260750059001,216.0,0.0,0.0,0.0,0.0,0.0,216.0,1.0,0.0,0.0,0.0,0.0,0.0
260750059002,184.0,33.0,6.0,0.0,0.0,6.0,229.0,0.803,0.144,0.026,0.0,0.0,0.026
260750059003,881.0,198.0,0.0,0.0,0.0,0.0,1079.0,0.816,0.184,0.0,0.0,0.0,0.0
260750059004,812.0,44.0,0.0,0.0,0.0,5.0,861.0,0.943,0.051,0.0,0.0,0.0,0.006
260750060001,1964.0,1.0,0.0,0.0,0.0,0.0,1965.0,0.999,0.001,0.0,0.0,0.0,0.0
260750060002,379.0,0.0,0.0,0.0,0.0,0.0,379.0,1.0,0.0,0.0,0.0,0.0,0.0
260750060003,830.0,0.0,0.0,123.0,0.0,88.0,1041.0,0.797,0.0,0.0,0.118,0.0,0.085
260750060004,1809.0,0.0,0.0,0.0,0.0,221.0,2030.0,0.891,0.0,0.0,0.0,0.0,0.109
260750060005,921.0,0.0,0.0,0.0,0.0,3.0,924.0,0.997,0.0,0.0,0.0,0.0,0.003
260750061001,1266.0,0.0,0.0,0.0,0.0,0.0,1266.0,1.0,0.0,0.0,0.0,0.0,0.0
260750061002,813.0,0.0,0.0,0.0,0.0,104.0,917.0,0.887,0.0,0.0,0.0,0.0,0.113
260750061003,1466.0,32.0,0.0,0.0,0.0,63.0,1561.0,0.939,0.02,0.0,0.0,0.0,0.04
260750061004,515.0,21.0,0.0,0.0,0.0,15.0,551.0,0.935,0.038,0.0,0.0,0.0,0.027
260750061005,1102.0,0.0,27.0,0.0,0.0,0.0,1129.0,0.976,0.0,0.024,0.0,0.0,0.0
260750061006,1097.0,13.0,17.0,0.0,0.0,6.0,1133.0,0.968,0.011,0.015,0.0,0.0,0.005
260750062001,1322.0,0.0,22.0,0.0,0.0,50.0,1394.0,0.948,0.0,0.016,0.0,0.0,0.036
260750062002,1554.0,0.0,34.0,0.0,0.0,92.0,1680.0,0.925,0.0,0.02,0.0,0.0,0.055
260750062003,1418.0,6.0,0.0,0.0,1.0,0.0,1425.0,0.995,0.004,0.0,0.0,0.001,0.0
260750062004,1209.0,0.0,0.0,0.0,0.0,0.0,1209.0,1.0,0.0,0.0,0.0,0.0,0.0
260750062005,884.0,0.0,7.0,0.0,0.0,12.0,903.0,0.979,0.0,0.008,0.0,0.0,0.013
260750063011,706.0,0.0,0.0,0.0,0.0,183.0,889.0,0.794,0.0,0.0,0.0,0.0,0.206
260750063012,1928.0,30.0,0.0,0.0,0.0,144.0,2102.0,0.917,0.014,0.0,0.0,0.0,0.069
260750063031,956.0,3.0,0.0,2.0,0.0,3.0,964.0,0.992,0.003,0.0,0.002,0.0,0.003
260750063032,754.0,2.0,0.0,0.0,0.0,4.0,760.0,0.992,0.003,0.0,0.0,0.0,0.005
260750063033,1477.0,0.0,0.0,53.0,26.0,15.0,1571.0,0.94,0.0,0.0,0.034,0.017,0.01
260750063034,1019.0,3.0,0.0,0.0,0.0,58.0,1080.0,0.944,0.003,0.0,0.0,0.0,0.054
260750063041,486.0,13.0,0.0,0.0,0.0,32.0,531.0,0.915,0.024,0.0,0.0,0.0,0.06
260750063042,1433.0,48.0,0.0,0.0,0.0,0.0,1481.0,0.968,0.032,0.0,0.0,0.0,0.0
260750063043,830.0,0.0,0.0,0.0,0.0,0.0,830.0,1.0,0.0,0.0,0.0,0.0,0.0
260750064011,1511.0,1.0,0.0,28.0,0.0,38.0,1578.0,0.958,0.001,0.0,0.018,0.0,0.024
260750064012,1121.0,5.0,0.0,0.0,0.0,0.0,1126.0,0.996,0.004,0.0,0.0,0.0,0.0
260750064021,1305.0,102.0,0.0,0.0,0.0,37.0,1444.0,0.904,0.071,0.0,0.0,0.0,0.026
260750064022,402.0,0.0,0.0,0.0,0.0,0.0,402.0,1.0,0.0,0.0,0.0,0.0,0.0
260750064023,1358.0,54.0,0.0,0.0,0.0,12.0,1424.0,0.954,0.038,0.0,0.0,0.0,0.008
260750064024,1432.0,0.0,0.0,0.0,0.0,0.0,1432.0,1.0,0.0,0.0,0.0,0.0,0.0
260750064025,664.0,14.0,0.0,0.0,0.0,16.0,694.0,0.957,0.02,0.0,0.0,0.0,0.023
260750064026,724.0,0.0,0.0,0.0,0.0,0.0,724.0,1.0,0.0,0.0,0.0,0.0,0.0
260750064027,841.0,7.0,0.0,0.0,0.0,4.0,852.0,0.987,0.008,0.0,0.0,0.0,0.005
