geo_id,geo_name,tot_pop,white_tot,black_tot,aian_tot,asian_tot,nhopi_tot,other_tot,two_more_tot,latin_tot,white_pct,black_pct,aian_pct,asian_pct,nhopi_pct,other_pct,two_more_pct,latin_pct,median_income
2600380,"Addison village, Michigan",632,606,0,0,0,0,0,20,6,95.89999999999999,0.0,0.0,0.0,0.0,0.0,3.2,0.8999999999999999,48403
2600440,"Adrian city, Michigan",20607,14478,726,0,56,12,0,871,4464,70.3,3.5000000000000004,0.0,0.3,0.1,0.0,4.2,21.7,40797
2600480,"Advance CDP, Michigan",371,369,0,2,0,0,0,0,0,99.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,90833
2600620,"Ahmeek village, Michigan",87,79,0,0,0,0,0,0,8,90.8,0.0,0.0,0.0,0.0,0.0,0.0,9.2,55156
2600700,"Akron village, Michigan",330,279,3,2,1,0,0,22,23,84.5,0.8999999999999999,0.6,0.3,0.0,0.0,6.7,7.000000000000001,55000
2600860,"Alanson village, Michigan",862,726,10,28,0,10,0,23,65,84.2,1.2,3.2,0.0,1.2,0.0,2.7,7.5,46800
2600900,"Alba CDP, Michigan",430,407,0,1,0,0,0,3,19,94.69999999999999,0.0,0.2,0.0,0.0,0.0,0.7000000000000001,4.3999999999999995,79808
2600980,"Albion city, Michigan",7732,4715,2101,48,24,8,18,322,496,61.0,27.200000000000003,0.6,0.3,0.1,0.2,4.2,6.4,41594
2601060,"Alden CDP, Michigan",112,112,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54063
2601180,"Algonac city, Michigan",4167,3861,37,2,0,0,0,145,122,92.7,0.8999999999999999,0.0,0.0,0.0,0.0,3.5000000000000004,2.9000000000000004,50703
2601260,"Allegan city, Michigan",5180,4078,336,0,84,0,19,314,349,78.7,6.5,0.0,1.6,0.0,0.4,6.1,6.7,42162
2601300,"Allen village, Michigan",213,195,0,0,1,0,0,8,9,91.5,0.0,0.0,0.5,0.0,0.0,3.8,4.2,52083
2601340,"Allendale CDP, Michigan",25206,22061,532,41,441,0,174,690,1267,87.5,2.1,0.2,1.7000000000000002,0.0,0.7000000000000001,2.7,5.0,64356
2601380,"Allen Park city, Michigan",28395,22261,1211,14,420,0,129,1042,3318,78.4,4.3,0.0,1.5,0.0,0.5,3.6999999999999997,11.700000000000001,73792
2601540,"Alma city, Michigan",9436,7872,223,18,175,0,0,112,1036,83.39999999999999,2.4,0.2,1.9,0.0,0.0,1.2,11.0,44375
2601660,"Almont village, Michigan",2826,2423,0,6,56,0,95,49,197,85.7,0.0,0.2,2.0,0.0,3.4000000000000004,1.7000000000000002,7.000000000000001,76607
2601740,"Alpena city, Michigan",10200,9461,156,19,3,0,0,197,364,92.80000000000001,1.5,0.2,0.0,0.0,0.0,1.9,3.5999999999999996,43613
2601800,"Alpha village, Michigan",210,192,0,13,0,0,0,5,0,91.4,0.0,6.2,0.0,0.0,0.0,2.4,0.0,36417
2601960,"Amasa CDP, Michigan",257,242,0,0,0,0,0,6,9,94.19999999999999,0.0,0.0,0.0,0.0,0.0,2.3,3.5000000000000004,32500
2603000,"Ann Arbor city, Michigan",122216,82571,7836,310,19665,0,539,5463,5832,67.60000000000001,6.4,0.3,16.1,0.0,0.4,4.5,4.8,78546
2603200,"Applegate village, Michigan",233,228,0,0,3,0,0,0,2,97.89999999999999,0.0,0.0,1.3,0.0,0.0,0.0,0.8999999999999999,60417
2603300,"Arcadia CDP, Michigan",149,144,0,5,0,0,0,0,0,96.6,0.0,3.4000000000000004,0.0,0.0,0.0,0.0,0.0,77500
2603400,"Argentine CDP, Michigan",2451,2321,22,0,17,0,55,0,36,94.69999999999999,0.8999999999999999,0.0,0.7000000000000001,0.0,2.1999999999999997,0.0,1.5,93571
2603520,"Armada village, Michigan",2039,1934,10,0,3,0,0,86,6,94.89999999999999,0.5,0.0,0.1,0.0,0.0,4.2,0.3,105774
2603740,"Ashley village, Michigan",475,446,7,0,1,0,0,18,3,93.89999999999999,1.5,0.0,0.2,0.0,0.0,3.8,0.6,52083
2603880,"Athens village, Michigan",1103,1005,5,21,0,0,1,64,7,91.10000000000001,0.5,1.9,0.0,0.0,0.1,5.800000000000001,0.6,60500
2603920,"Atlanta CDP, Michigan",576,558,3,0,6,0,0,9,0,96.89999999999999,0.5,0.0,1.0,0.0,0.0,1.6,0.0,38000
2603960,"Atlantic Mine CDP, Michigan",552,545,0,0,0,0,0,0,7,98.7,0.0,0.0,0.0,0.0,0.0,0.0,1.3,52574
2604020,"Attica CDP, Michigan",1009,994,3,0,0,0,0,3,9,98.5,0.3,0.0,0.0,0.0,0.0,0.3,0.8999999999999999,73952
2604080,"Auburn city, Michigan",1921,1778,39,3,1,0,0,75,25,92.60000000000001,2.0,0.2,0.1,0.0,0.0,3.9,1.3,62589
2604105,"Auburn Hills city, Michigan",24593,13769,3397,21,3891,0,232,1060,2223,56.00000000000001,13.8,0.1,15.8,0.0,0.8999999999999999,4.3,9.0,77724
2604120,"Au Gres city, Michigan",930,814,15,3,0,0,8,72,18,87.5,1.6,0.3,0.0,0.0,0.8999999999999999,7.7,1.9,55313
2604160,"Augusta village, Michigan",955,852,1,4,0,0,0,6,92,89.2,0.1,0.4,0.0,0.0,0.0,0.6,9.6,66144
2604280,"Au Sable CDP, Michigan",1667,1557,5,0,14,0,4,51,36,93.4,0.3,0.0,0.8,0.0,0.2,3.1,2.1999999999999997,40395
2604740,"Bad Axe city, Michigan",3025,2581,13,0,37,0,0,63,331,85.3,0.4,0.0,1.2,0.0,0.0,2.1,10.9,45833
2604940,"Baldwin village, Michigan",1030,655,256,14,0,0,12,34,59,63.6,24.9,1.4000000000000001,0.0,0.0,1.2,3.3000000000000003,5.7,25587
2605080,"Bancroft village, Michigan",500,446,0,0,2,0,12,13,27,89.2,0.0,0.0,0.4,0.0,2.4,2.6,5.4,81563
2605140,"Bangor city, Michigan",2068,910,151,31,0,0,0,37,939,44.0,7.3,1.5,0.0,0.0,0.0,1.7999999999999998,45.4,46855
2605320,"Baraga village, Michigan",2020,834,603,302,9,0,10,182,80,41.3,29.9,15.0,0.4,0.0,0.5,9.0,4.0,32569
