geo_id,geo_name,tot_pop,white_tot,black_tot,aian_tot,asian_tot,nhopi_tot,other_tot,two_more_tot,latin_tot,white_pct,black_pct,aian_pct,asian_pct,nhopi_pct,other_pct,two_more_pct,latin_pct,median_income
2605466,"Barnes Lake CDP, Michigan",622,608,0,0,0,0,0,14,0,97.7,0.0,0.0,0.0,0.0,0.0,2.3,0.0,59493
2605500,"Baroda village, Michigan",896,759,5,8,25,0,0,55,44,84.7,0.6,0.8999999999999999,2.8000000000000003,0.0,0.0,6.1,4.9,62679
2605580,"Barryton village, Michigan",385,362,3,0,7,0,1,10,2,94.0,0.8,0.0,1.7999999999999998,0.0,0.3,2.6,0.5,33750
2605660,"Barton Hills village, Michigan",444,348,3,1,27,0,0,62,3,78.4,0.7000000000000001,0.2,6.1,0.0,0.0,14.000000000000002,0.7000000000000001,"250,000+"
2605880,"Bath CDP, Michigan",3133,3036,23,0,17,0,0,17,40,96.89999999999999,0.7000000000000001,0.0,0.5,0.0,0.0,0.5,1.3,65972
2605920,"Battle Creek city, Michigan",52469,33311,8495,122,2466,1,202,3637,4235,63.5,16.2,0.2,4.7,0.0,0.4,6.9,8.1,49684
2606020,"Bay City city, Michigan",32664,26705,895,54,109,55,79,1295,3472,81.8,2.7,0.2,0.3,0.2,0.2,4.0,10.6,45026
2606120,"Bay Port CDP, Michigan",591,558,0,2,24,0,0,4,3,94.39999999999999,0.0,0.3,4.1000000000000005,0.0,0.0,0.7000000000000001,0.5,45893
2606180,"Bay Shore CDP, Michigan",533,480,0,19,21,0,0,13,0,90.10000000000001,0.0,3.5999999999999996,3.9,0.0,0.0,2.4,0.0,64444
2606260,"Bay View CDP, Michigan",141,141,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2606360,"Beal City CDP, Michigan",294,289,0,0,0,0,0,0,5,98.3,0.0,0.0,0.0,0.0,0.0,0.0,1.7000000000000002,79205
2606430,"Bear Lake CDP, Michigan",301,275,0,10,0,0,0,9,7,91.4,0.0,3.3000000000000003,0.0,0.0,0.0,3.0,2.3,54286
2606460,"Bear Lake village, Michigan",247,211,0,15,0,0,0,5,16,85.39999999999999,0.0,6.1,0.0,0.0,0.0,2.0,6.5,51250
2606660,"Beaverton city, Michigan",1194,1113,6,0,3,0,0,61,11,93.2,0.5,0.0,0.3,0.0,0.0,5.1,0.8999999999999999,31985
2606820,"Beecher CDP, Michigan",9085,2311,5723,29,27,0,15,434,546,25.4,63.0,0.3,0.3,0.0,0.2,4.8,6.0,35618
2606880,"Beechwood CDP, Michigan",2803,2420,127,0,24,0,0,72,160,86.3,4.5,0.0,0.8999999999999999,0.0,0.0,2.6,5.7,63750
2606900,"Belding city, Michigan",5942,5176,23,1,30,0,0,421,291,87.1,0.4,0.0,0.5,0.0,0.0,7.1,4.9,52083
2606980,"Bellaire village, Michigan",955,890,7,0,1,0,16,25,16,93.2,0.7000000000000001,0.0,0.1,0.0,1.7000000000000002,2.6,1.7000000000000002,44896
2607020,"Belleville city, Michigan",3979,2754,680,4,20,0,0,291,230,69.19999999999999,17.1,0.1,0.5,0.0,0.0,7.3,5.800000000000001,55979
2607060,"Bellevue village, Michigan",1281,1119,0,0,0,0,0,56,106,87.4,0.0,0.0,0.0,0.0,0.0,4.3999999999999995,8.3,58750
2607220,"Bendon CDP, Michigan",296,274,0,3,0,0,0,0,19,92.60000000000001,0.0,1.0,0.0,0.0,0.0,0.0,6.4,66625
2607520,"Benton Harbor city, Michigan",9101,681,7930,0,0,0,39,171,280,7.5,87.1,0.0,0.0,0.0,0.4,1.9,3.1,26592
2607540,"Benton Heights CDP, Michigan",3763,613,2146,27,0,41,0,118,818,16.3,56.99999999999999,0.7000000000000001,0.0,1.0999999999999999,0.0,3.1,21.7,32821
2607580,"Benzonia village, Michigan",679,592,0,38,0,0,21,28,0,87.2,0.0,5.6000000000000005,0.0,0.0,3.1,4.1000000000000005,0.0,64107
2607620,"Bergland CDP, Michigan",111,111,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42361
2607660,"Berkley city, Michigan",15150,13153,206,41,147,0,171,764,668,86.8,1.4000000000000001,0.3,1.0,0.0,1.0999999999999999,5.0,4.3999999999999995,108125
2607860,"Berrien Springs village, Michigan",2022,1111,380,13,198,1,0,85,234,54.900000000000006,18.8,0.6,9.8,0.0,0.0,4.2,11.600000000000001,61328
2607960,"Bessemer city, Michigan",1708,1596,4,4,22,0,0,47,35,93.4,0.2,0.2,1.3,0.0,0.0,2.8000000000000003,2.0,49323
2608100,"Beulah village, Michigan",200,177,8,0,0,0,0,10,5,88.5,4.0,0.0,0.0,0.0,0.0,5.0,2.5,70750
2608160,"Beverly Hills village, Michigan",10550,8653,695,20,403,5,0,413,361,82.0,6.6000000000000005,0.2,3.8,0.0,0.0,3.9,3.4000000000000004,162364
2608180,"Big Bay CDP, Michigan",468,450,0,0,0,0,0,18,0,96.2,0.0,0.0,0.0,0.0,0.0,3.8,0.0,46372
2608300,"Big Rapids city, Michigan",7915,6491,641,128,152,0,0,155,348,82.0,8.1,1.6,1.9,0.0,0.0,2.0,4.3999999999999995,36058
2608460,"Bingham Farms village, Michigan",1623,1385,124,25,34,0,3,47,5,85.3,7.6,1.5,2.1,0.0,0.2,2.9000000000000004,0.3,197273
2608540,"Birch Run village, Michigan",1180,1073,21,7,0,0,3,3,73,90.9,1.7999999999999998,0.6,0.0,0.0,0.3,0.3,6.2,60172
2608640,"Birmingham city, Michigan",21738,18645,682,6,1001,0,21,732,651,85.8,3.1,0.0,4.6,0.0,0.1,3.4000000000000004,3.0,151556
2609000,"Blissfield village, Michigan",3214,3069,0,0,0,0,0,90,55,95.5,0.0,0.0,0.0,0.0,0.0,2.8000000000000003,1.7000000000000002,62585
2609180,"Bloomfield Hills city, Michigan",4402,3659,190,4,160,0,1,340,48,83.1,4.3,0.1,3.5999999999999996,0.0,0.0,7.7,1.0999999999999999,200054
2609220,"Bloomingdale village, Michigan",513,424,5,0,0,0,0,23,61,82.69999999999999,1.0,0.0,0.0,0.0,0.0,4.5,11.899999999999999,51719
2609560,"Boon CDP, Michigan",56,56,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000
2609820,"Boyne City city, Michigan",3821,3521,45,14,26,0,0,106,109,92.10000000000001,1.2,0.4,0.7000000000000001,0.0,0.0,2.8000000000000003,2.9000000000000004,65070
2609840,"Boyne Falls village, Michigan",341,298,3,2,0,0,7,23,8,87.4,0.8999999999999999,0.6,0.0,0.0,2.1,6.7,2.3,50625
2610160,"Breckenridge village, Michigan",1413,1260,6,0,0,13,0,48,86,89.2,0.4,0.0,0.0,0.8999999999999999,0.0,3.4000000000000004,6.1,53413
2610180,"Breedsville village, Michigan",300,228,0,0,0,0,0,2,70,76.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,23.3,83125
2610300,"Brethren CDP, Michigan",392,379,0,6,0,0,0,7,0,96.7,0.0,1.5,0.0,0.0,0.0,1.7999999999999998,0.0,38810
2610440,"Bridgeport CDP, Michigan",6495,3242,2503,24,0,0,31,84,611,49.9,38.5,0.4,0.0,0.0,0.5,1.3,9.4,42719
2610580,"Bridgman city, Michigan",2378,2072,39,0,25,0,0,58,184,87.1,1.6,0.0,1.0999999999999999,0.0,0.0,2.4,7.7,62337
2610620,"Brighton city, Michigan",7486,6930,125,3,70,0,4,124,230,92.60000000000001,1.7000000000000002,0.0,0.8999999999999999,0.0,0.1,1.7000000000000002,3.1,74022
2610680,"Brimley CDP, Michigan",382,324,0,27,0,0,2,29,0,84.8,0.0,7.1,0.0,0.0,0.5,7.6,0.0,55625
2610760,"Britton village, Michigan",638,599,0,3,0,0,9,6,21,93.89999999999999,0.0,0.5,0.0,0.0,1.4000000000000001,0.8999999999999999,3.3000000000000003,62917
2610860,"Bronson city, Michigan",1992,1596,0,4,14,0,0,66,312,80.10000000000001,0.0,0.2,0.7000000000000001,0.0,0.0,3.3000000000000003,15.7,47159
2611000,"Brooklyn village, Michigan",943,880,5,0,2,0,0,42,14,93.30000000000001,0.5,0.0,0.2,0.0,0.0,4.5,1.5,43365
2611180,"Brown City city, Michigan",1131,1031,4,6,9,0,0,20,61,91.2,0.4,0.5,0.8,0.0,0.0,1.7999999999999998,5.4,49345
2611200,"Brownlee Park CDP, Michigan",1931,1806,70,0,0,0,0,52,3,93.5,3.5999999999999996,0.0,0.0,0.0,0.0,2.7,0.2,38698
2611320,"Bruce Crossing CDP, Michigan",257,245,1,9,0,0,0,0,2,95.3,0.4,3.5000000000000004,0.0,0.0,0.0,0.0,0.8,80122
2611380,"Brutus CDP, Michigan",211,181,1,7,0,0,0,18,4,85.8,0.5,3.3000000000000003,0.0,0.0,0.0,8.5,1.9,64167
2611400,"Buchanan city, Michigan",4276,3549,252,0,26,0,21,330,98,83.0,5.8999999999999995,0.0,0.6,0.0,0.5,7.7,2.3,53328
2611480,"Buckley village, Michigan",874,853,1,0,6,0,0,14,0,97.6,0.1,0.0,0.7000000000000001,0.0,0.0,1.6,0.0,64931
2611555,"Buena Vista CDP, Michigan",6013,754,4375,0,0,0,0,148,736,12.5,72.8,0.0,0.0,0.0,0.0,2.5,12.2,39373
2611800,"Burlington village, Michigan",233,223,0,0,0,0,0,10,0,95.7,0.0,0.0,0.0,0.0,0.0,4.3,0.0,51705
2611920,"Burr Oak village, Michigan",820,673,3,0,0,0,0,31,113,82.1,0.4,0.0,0.0,0.0,0.0,3.8,13.8,64167
2612000,"Burt CDP, Michigan",1271,1168,0,0,0,0,0,103,0,91.9,0.0,0.0,0.0,0.0,0.0,8.1,0.0,82313
2612060,"Burton city, Michigan",29568,23598,2865,82,316,0,43,1324,1340,79.80000000000001,9.700000000000001,0.3,1.0999999999999999,0.0,0.1,4.5,4.5,55698
2612260,"Byron village, Michigan",604,567,0,3,0,0,0,24,10,93.89999999999999,0.0,0.5,0.0,0.0,0.0,4.0,1.7000000000000002,70417
2612280,"Byron Center CDP, Michigan",6988,6319,20,0,247,0,0,226,176,90.4,0.3,0.0,3.5000000000000004,0.0,0.0,3.2,2.5,102376
2612290,"Caberfae CDP, Michigan",72,72,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000
2612320,"Cadillac city, Michigan",10400,9697,195,15,58,0,0,243,192,93.2,1.9,0.1,0.6,0.0,0.0,2.3,1.7999999999999998,45123
2612480,"Caledonia village, Michigan",1808,1657,21,0,12,0,0,53,65,91.60000000000001,1.2,0.0,0.7000000000000001,0.0,0.0,2.9000000000000004,3.5999999999999996,92500
2612580,"Calumet village, Michigan",719,654,0,3,3,0,0,32,27,91.0,0.0,0.4,0.4,0.0,0.0,4.5,3.8,23897
2612680,"Cambria CDP, Michigan",191,158,8,0,4,0,0,5,16,82.69999999999999,4.2,0.0,2.1,0.0,0.0,2.6,8.4,42031
2612760,"Camden village, Michigan",699,667,0,0,0,0,0,18,14,95.39999999999999,0.0,0.0,0.0,0.0,0.0,2.6,2.0,48529
2612980,"Canada Creek Ranch CDP, Michigan",314,302,0,0,0,0,0,8,4,96.2,0.0,0.0,0.0,0.0,0.0,2.5,1.3,71204
2613010,"Canadian Lakes CDP, Michigan",2578,2528,0,0,0,0,0,22,28,98.1,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,1.0999999999999999,66786
2613100,"Cannonsburg CDP, Michigan",196,148,0,0,0,0,0,48,0,75.5,0.0,0.0,0.0,0.0,0.0,24.5,0.0,69167
2613140,"Capac village, Michigan",1920,1491,0,1,4,0,43,55,326,77.7,0.0,0.1,0.2,0.0,2.1999999999999997,2.9000000000000004,17.0,48485
2613220,"Carleton village, Michigan",2655,2384,18,0,8,0,0,135,110,89.8,0.7000000000000001,0.0,0.3,0.0,0.0,5.1,4.1000000000000005,54028
2613400,"Carney village, Michigan",204,194,0,8,0,0,0,0,2,95.1,0.0,3.9,0.0,0.0,0.0,0.0,1.0,49583
2613420,"Caro city, Michigan",4294,3925,71,21,0,0,0,56,221,91.4,1.7000000000000002,0.5,0.0,0.0,0.0,1.3,5.1,44342
2613480,"Carp Lake CDP, Michigan",422,376,7,4,0,0,1,34,0,89.1,1.7000000000000002,0.8999999999999999,0.0,0.0,0.2,8.1,0.0,27389
2613600,"Carson City city, Michigan",1006,957,7,0,3,0,0,4,35,95.1,0.7000000000000001,0.0,0.3,0.0,0.0,0.4,3.5000000000000004,42222
2613620,"Carsonville village, Michigan",400,350,3,0,0,0,0,35,12,87.5,0.8,0.0,0.0,0.0,0.0,8.799999999999999,3.0,47500
2613760,"Caseville city, Michigan",674,656,0,2,0,0,0,13,3,97.3,0.0,0.3,0.0,0.0,0.0,1.9,0.4,52917
2613820,"Casnovia village, Michigan",361,239,2,20,9,0,0,9,82,66.2,0.6,5.5,2.5,0.0,0.0,2.5,22.7,69643
2613860,"Caspian city, Michigan",611,548,4,20,9,0,0,18,12,89.7,0.7000000000000001,3.3000000000000003,1.5,0.0,0.0,2.9000000000000004,2.0,44338
2613880,"Cass City village, Michigan",2274,1941,16,0,13,0,25,60,219,85.39999999999999,0.7000000000000001,0.0,0.6,0.0,1.0999999999999999,2.6,9.6,54875
2613900,"Cassopolis village, Michigan",1750,866,575,0,64,0,0,192,53,49.5,32.9,0.0,3.6999999999999997,0.0,0.0,11.0,3.0,39107
2614020,"Cedar CDP, Michigan",41,41,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50833
2614200,"Cedar Springs city, Michigan",3646,3222,16,14,8,0,0,103,283,88.4,0.4,0.4,0.2,0.0,0.0,2.8000000000000003,7.8,47300
2614260,"Cement City village, Michigan",551,510,2,0,1,0,1,17,20,92.60000000000001,0.4,0.0,0.2,0.0,0.2,3.1,3.5999999999999996,45536
2614320,"Center Line city, Michigan",8493,4665,2628,107,480,9,18,261,325,54.900000000000006,30.9,1.3,5.7,0.1,0.2,3.1,3.8,52067
2614400,"Central Lake village, Michigan",887,871,1,8,0,0,0,3,4,98.2,0.1,0.8999999999999999,0.0,0.0,0.0,0.3,0.5,56550
2614460,"Centreville village, Michigan",1313,1206,59,0,0,0,0,40,8,91.9,4.5,0.0,0.0,0.0,0.0,3.0,0.6,63393
2614780,"Charlevoix city, Michigan",2474,2277,67,3,0,0,0,61,66,92.0,2.7,0.1,0.0,0.0,0.0,2.5,2.7,30114
2614820,"Charlotte city, Michigan",9273,8229,165,26,0,0,22,263,568,88.7,1.7999999999999998,0.3,0.0,0.0,0.2,2.8000000000000003,6.1,65507
2614900,"Chassell CDP, Michigan",801,733,0,0,12,0,0,13,43,91.5,0.0,0.0,1.5,0.0,0.0,1.6,5.4,55000
2614940,"Chatham village, Michigan",116,111,0,0,0,0,0,4,1,95.7,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,0.8999999999999999,45938
2615000,"Cheboygan city, Michigan",4782,4203,98,76,42,0,17,140,206,87.9,2.0,1.6,0.8999999999999999,0.0,0.4,2.9000000000000004,4.3,39919
2615020,"Chelsea city, Michigan",5440,5197,38,0,7,0,0,134,64,95.5,0.7000000000000001,0.0,0.1,0.0,0.0,2.5,1.2,71379
2615140,"Chesaning village, Michigan",2450,2185,9,0,60,0,43,20,133,89.2,0.4,0.0,2.4,0.0,1.7999999999999998,0.8,5.4,50785
2615715,"Chums Corner CDP, Michigan",831,700,0,0,44,0,0,87,0,84.2,0.0,0.0,5.3,0.0,0.0,10.5,0.0,68311
2615920,"Clare city, Michigan",3367,2928,42,11,0,0,0,192,194,87.0,1.2,0.3,0.0,0.0,0.0,5.7,5.800000000000001,41384
2616140,"Clarksville village, Michigan",361,326,0,0,0,0,0,14,21,90.3,0.0,0.0,0.0,0.0,0.0,3.9,5.800000000000001,62500
2616160,"Clawson city, Michigan",11388,10314,145,0,235,0,6,411,277,90.60000000000001,1.3,0.0,2.1,0.0,0.1,3.5999999999999996,2.4,82713
2616280,"Clayton village, Michigan",204,192,0,0,0,0,0,7,5,94.1,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,2.5,57500
2616420,"Clifford village, Michigan",269,266,0,0,0,0,0,0,3,98.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0999999999999999,48750
2616440,"Climax village, Michigan",797,775,0,11,0,0,0,7,4,97.2,0.0,1.4000000000000001,0.0,0.0,0.0,0.8999999999999999,0.5,76000
2616480,"Clinton village, Michigan",2929,2749,14,0,11,0,20,96,39,93.89999999999999,0.5,0.0,0.4,0.0,0.7000000000000001,3.3000000000000003,1.3,78472
2616620,"Clio city, Michigan",2275,2010,16,0,0,0,0,124,125,88.4,0.7000000000000001,0.0,0.0,0.0,0.0,5.5,5.5,44328
2617020,"Coldwater city, Michigan",13704,11586,689,12,7,0,0,272,1138,84.5,5.0,0.1,0.1,0.0,0.0,2.0,8.3,48531
2617100,"Coleman city, Michigan",1012,933,61,1,0,0,0,4,13,92.2,6.0,0.1,0.0,0.0,0.0,0.4,1.3,37292
2617320,"Coloma city, Michigan",1171,1043,30,0,0,0,0,45,53,89.1,2.6,0.0,0.0,0.0,0.0,3.8,4.5,60481
2617360,"Colon village, Michigan",1391,1292,5,0,4,0,0,83,7,92.9,0.4,0.0,0.3,0.0,0.0,6.0,0.5,53869
2617460,"Columbiaville village, Michigan",774,748,0,0,0,0,0,12,14,96.6,0.0,0.0,0.0,0.0,0.0,1.6,1.7999999999999998,58403
2617690,"Comstock Northwest CDP, Michigan",5131,3814,917,0,186,0,23,146,45,74.3,17.9,0.0,3.5999999999999996,0.0,0.4,2.8000000000000003,0.8999999999999999,70723
2617700,"Comstock Park CDP, Michigan",10379,7123,1000,20,128,0,267,355,1486,68.60000000000001,9.6,0.2,1.2,0.0,2.6,3.4000000000000004,14.299999999999999,52116
2617740,"Concord village, Michigan",1177,995,93,0,22,0,0,26,41,84.5,7.9,0.0,1.9,0.0,0.0,2.1999999999999997,3.5000000000000004,59188
2617840,"Constantine village, Michigan",2214,1837,21,0,62,0,0,53,241,83.0,0.8999999999999999,0.0,2.8000000000000003,0.0,0.0,2.4,10.9,66618
2617900,"Conway CDP, Michigan",149,149,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56094
2618020,"Coopersville city, Michigan",4804,4194,3,0,0,0,29,373,205,87.3,0.1,0.0,0.0,0.0,0.6,7.8,4.3,62995
2618040,"Copemish village, Michigan",191,181,0,0,0,0,0,8,2,94.8,0.0,0.0,0.0,0.0,0.0,4.2,1.0,41250
2618080,"Copper City village, Michigan",229,221,0,0,2,0,0,6,0,96.5,0.0,0.0,0.8999999999999999,0.0,0.0,2.6,0.0,48333
2618100,"Copper Harbor CDP, Michigan",100,100,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47344
2618300,"Corunna city, Michigan",3057,2788,113,2,14,0,0,69,71,91.2,3.6999999999999997,0.1,0.5,0.0,0.0,2.3,2.3,43911
2618580,"Covington CDP, Michigan",109,102,0,6,0,0,0,0,1,93.60000000000001,0.0,5.5,0.0,0.0,0.0,0.0,0.8999999999999999,77813
2618880,"Cross Village CDP, Michigan",55,43,0,11,0,0,0,1,0,78.2,0.0,20.0,0.0,0.0,0.0,1.7999999999999998,0.0,48333
2618920,"Croswell city, Michigan",2617,2156,7,12,0,0,1,59,382,82.39999999999999,0.3,0.5,0.0,0.0,0.0,2.3,14.6,55732
2619060,"Crystal CDP, Michigan",909,883,0,0,9,0,0,17,0,97.1,0.0,0.0,1.0,0.0,0.0,1.9,0.0,40556
2619135,"Crystal Downs Country Club CDP, Michigan",61,61,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2619140,"Crystal Falls city, Michigan",1773,1662,23,13,3,0,0,54,18,93.7,1.3,0.7000000000000001,0.2,0.0,0.0,3.0,1.0,59236
2619195,"Crystal Mountain CDP, Michigan",130,106,0,0,0,0,0,24,0,81.5,0.0,0.0,0.0,0.0,0.0,18.5,0.0,-
2619420,"Custer village, Michigan",302,296,1,0,0,0,0,0,5,98.0,0.3,0.0,0.0,0.0,0.0,0.0,1.7000000000000002,53250
2619500,"Cutlerville CDP, Michigan",19281,12170,2341,76,1092,0,38,1422,2142,63.1,12.1,0.4,5.7,0.0,0.2,7.3999999999999995,11.1,62308
2619560,"Daggett village, Michigan",200,151,26,0,0,0,0,9,14,75.5,13.0,0.0,0.0,0.0,0.0,4.5,7.000000000000001,47188
2619780,"Dansville village, Michigan",530,467,0,7,7,0,0,32,17,88.1,0.0,1.3,1.3,0.0,0.0,6.0,3.2,106563
2619880,"Davison city, Michigan",5114,4695,31,44,35,0,0,137,172,91.8,0.6,0.8999999999999999,0.7000000000000001,0.0,0.0,2.7,3.4000000000000004,48750
2621000,"Dearborn city, Michigan",108414,93980,3504,106,2703,5,591,4484,3041,86.7,3.2,0.1,2.5,0.0,0.5,4.1000000000000005,2.8000000000000003,64600
2621020,"Dearborn Heights city, Michigan",62474,51228,5208,60,859,11,67,1947,3094,82.0,8.3,0.1,1.4000000000000001,0.0,0.1,3.1,5.0,58335
2621040,"Decatur village, Michigan",1886,1456,51,15,14,0,0,150,200,77.2,2.7,0.8,0.7000000000000001,0.0,0.0,8.0,10.6,55521
2621100,"Deckerville village, Michigan",1059,879,0,5,3,0,0,35,137,83.0,0.0,0.5,0.3,0.0,0.0,3.3000000000000003,12.9,47298
2621180,"Deerfield village, Michigan",917,881,0,4,0,0,0,16,16,96.1,0.0,0.4,0.0,0.0,0.0,1.7000000000000002,1.7000000000000002,70625
