LOCATION ZONE,Bodily Injury,Property Damage,PIP,NON MED,Collision,Comprehensive,UM - Single Car,UM - Multi Car,UIM - Single Car,UIM - Multi Car
N4356750W08394750,411.10,49.62,"2,848.31",294.76,288.28,17.40,19.68,19.68,26.19,26.19
N4356750W08393250,411.10,49.62,"2,848.31",294.76,288.28,17.40,19.68,19.68,26.19,26.19
N4356750W08391750,411.10,49.62,"2,848.31",294.76,288.28,17.40,19.68,19.68,26.19,26.19
N4356750W08390250,413.54,52.38,"2,880.11",298.05,288.79,18.98,19.68,19.68,26.19,26.19
N4356750W08388750,415.82,54.95,"2,909.71",301.11,289.26,20.45,19.68,19.68,26.19,26.19
N4356750W08387250,415.82,54.95,"2,909.71",301.11,289.26,20.45,19.68,19.68,26.19,26.19
N4356750W08385750,415.82,54.95,"2,909.71",301.11,289.26,20.45,19.68,19.68,26.19,26.19
N4356750W08384250,415.82,54.95,"2,909.71",301.11,289.26,20.45,19.68,19.68,26.19,26.19
N4356750W08382750,415.82,54.95,"2,909.71",301.11,289.26,20.45,19.68,19.68,26.19,26.19
N4356750W08381250,415.82,54.95,"2,909.71",301.11,289.26,20.45,19.68,19.68,26.19,26.19
N4356750W08379750,415.10,54.95,"2,914.28",301.58,288.52,20.81,19.68,19.68,26.19,26.19
N4356750W08378250,414.80,54.95,"2,916.19",301.78,288.22,20.97,19.68,19.68,26.19,26.19
N4356750W08376750,415.18,54.95,"2,913.85",301.54,288.59,20.78,19.68,19.68,26.19,26.19
N4356750W08375250,415.35,54.95,"2,912.75",301.43,288.77,20.69,19.68,19.68,26.19,26.19
N4356750W08373750,414.69,54.95,"2,916.91",301.86,288.10,21.02,19.68,19.68,26.19,26.19
N4356750W08372250,405.87,51.08,"2,927.95",303.00,311.77,22.06,19.68,19.68,26.19,26.19
N4356750W08370750,405.71,51.18,"2,953.14",305.61,311.71,22.59,19.68,19.68,26.19,26.19
N4356750W08369250,404.17,52.62,"3,372.19",348.97,279.90,25.62,19.68,19.68,26.19,26.19
N4356750W08367750,404.11,52.63,"3,379.77",349.76,279.25,25.64,19.68,19.68,26.19,26.19
N4356750W08366250,404.11,52.63,"3,379.77",349.76,279.25,25.64,19.68,19.68,26.19,26.19
N4356750W08364750,404.11,52.63,"3,379.77",349.76,279.25,25.64,19.68,19.68,26.19,26.19
N4356750W08363250,404.11,52.63,"3,379.77",349.76,279.25,25.64,19.68,19.68,26.19,26.19
N4356750W08361750,404.11,52.63,"3,379.77",349.76,279.25,25.64,19.68,19.68,26.19,26.19
N4356750W08360250,404.11,52.63,"3,379.77",349.76,279.25,25.64,19.68,19.68,26.19,26.19
N4356750W08358750,401.74,51.78,"3,411.07",353.00,277.43,25.05,19.68,19.68,26.19,26.19
N4356750W08357250,393.74,48.91,"3,516.86",363.94,271.28,23.05,19.68,19.68,26.19,26.19
N4356750W08355750,397.56,50.28,"3,466.37",358.72,274.21,24.01,19.68,19.68,26.19,26.19
N4356750W08354250,395.33,49.48,"3,495.80",361.76,272.50,23.45,19.68,19.68,26.19,26.19
N4356750W08352750,393.74,48.91,"3,516.86",363.94,271.28,23.05,19.68,19.68,26.19,26.19
N4356750W08351250,393.74,48.91,"3,516.86",363.94,271.28,23.05,19.68,19.68,26.19,26.19
N4356750W08349750,393.74,48.91,"3,516.86",363.94,271.28,23.05,19.68,19.68,26.19,26.19
N4356750W08348250,393.74,48.91,"3,516.86",363.94,271.28,23.05,19.68,19.68,26.19,26.19
N4356750W08346750,400.55,52.55,"3,569.52",369.39,270.51,24.81,19.68,19.68,26.19,26.19
N4356750W08345250,415.77,60.68,"3,687.02",381.55,268.81,28.73,19.68,19.68,26.19,26.19
N4356750W08343750,415.77,60.68,"3,687.02",381.55,268.81,28.73,19.68,19.68,26.19,26.19
N4356750W08342250,415.77,60.68,"3,687.02",381.55,268.81,28.73,19.68,19.68,26.19,26.19
N4356750W08340750,415.77,60.68,"3,687.02",381.55,268.81,28.73,19.68,19.68,26.19,26.19
N4356750W08339250,415.77,60.68,"3,687.02",381.55,268.81,28.73,19.68,19.68,26.19,26.19
N4356750W08337750,415.77,60.68,"3,687.02",381.55,268.81,28.73,19.68,19.68,26.19,26.19
N4356750W08336250,415.77,60.68,"3,687.02",381.55,268.81,28.73,19.68,19.68,26.19,26.19
N4356750W08334750,415.77,60.68,"3,687.02",381.55,268.81,28.73,19.68,19.68,26.19,26.19
N4356750W08333250,415.77,60.68,"3,687.02",381.55,268.81,28.73,19.68,19.68,26.19,26.19
N4356750W08331750,415.77,60.68,"3,687.02",381.55,268.81,28.73,19.68,19.68,26.19,26.19
N4356750W08330250,415.77,60.68,"3,687.02",381.55,268.81,28.73,19.68,19.68,26.19,26.19
N4356750W08328750,409.77,54.66,"3,711.46",384.08,269.92,33.48,19.68,19.68,26.19,26.19
N4356750W08327250,408.16,53.04,"3,718.03",384.76,270.22,34.75,19.68,19.68,26.19,26.19
N4356750W08325750,408.16,53.04,"3,718.03",384.76,270.22,34.75,19.68,19.68,26.19,26.19
N4356750W08324250,408.16,53.04,"3,718.03",384.76,270.22,34.75,19.68,19.68,26.19,26.19
N4356750W08322750,408.16,53.04,"3,718.03",384.76,270.22,34.75,19.68,19.68,26.19,26.19
N4356750W08321250,408.16,53.04,"3,718.03",384.76,270.22,34.75,19.68,19.68,26.19,26.19
N4356750W08319750,408.16,53.04,"3,718.03",384.76,270.22,34.75,19.68,19.68,26.19,26.19
N4356750W08318250,408.16,53.04,"3,718.03",384.76,270.22,34.75,19.68,19.68,26.19,26.19
N4356750W08316750,408.16,53.04,"3,718.03",384.76,270.22,34.75,19.68,19.68,26.19,26.19
N4356750W08315250,408.16,53.04,"3,718.03",384.76,270.22,34.75,19.68,19.68,26.19,26.19
N4356750W08313750,408.16,53.04,"3,718.03",384.76,270.22,34.75,19.68,19.68,26.19,26.19
N4356750W08312250,408.16,53.04,"3,718.03",384.76,270.22,34.75,19.68,19.68,26.19,26.19
N4356750W08310750,408.16,53.04,"3,718.03",384.76,270.22,34.75,19.68,19.68,26.19,26.19
N4356750W08309250,408.16,53.04,"3,718.03",384.76,270.22,34.75,19.68,19.68,26.19,26.19
N4356750W08307750,413.17,53.39,"3,808.55",394.13,271.07,36.39,19.68,19.68,26.19,26.19
N4356750W08306250,421.13,53.95,"3,952.17",408.99,272.41,38.98,19.68,19.68,26.19,26.19
N4356750W08304750,421.13,53.95,"3,952.17",408.99,272.41,38.98,19.68,19.68,26.19,26.19
N4356750W08303250,417.41,53.37,"3,854.36",398.87,272.02,37.32,19.68,19.68,26.19,26.19
N4356750W08301750,415.88,53.14,"3,814.28",394.72,271.86,36.64,19.68,19.68,26.19,26.19
N4356750W08300250,415.53,53.08,"3,805.10",393.77,271.82,36.48,19.68,19.68,26.19,26.19
N4356750W08298750,415.53,53.08,"3,805.10",393.77,271.82,36.48,19.68,19.68,26.19,26.19
N4356750W08297250,415.53,53.08,"3,805.10",393.77,271.82,36.48,19.68,19.68,26.19,26.19
N4356750W08295750,415.53,53.08,"3,805.10",393.77,271.82,36.48,19.68,19.68,26.19,26.19
N4356750W08294250,411.51,52.59,"3,707.90",383.71,271.55,38.04,19.68,19.68,26.19,26.19
N4356750W08292750,406.63,52.00,"3,590.00",371.51,271.22,39.94,19.68,19.68,26.19,26.19
N4356750W08291250,415.53,53.08,"3,805.10",393.77,271.82,36.48,19.68,19.68,26.19,26.19
N4356750W08289750,415.53,53.08,"3,805.10",393.77,271.82,36.48,19.68,19.68,26.19,26.19
N4356750W08288250,414.11,52.92,"3,783.44",391.53,271.67,36.54,19.68,19.68,26.19,26.19
N4356750W08286750,393.64,50.66,"3,471.65",359.26,269.41,37.42,19.68,19.68,26.19,26.19
N4356750W08285250,393.64,50.66,"3,471.65",359.26,269.41,37.42,19.68,19.68,26.19,26.19
N4356750W08283750,393.64,50.66,"3,471.65",359.26,269.41,37.42,19.68,19.68,26.19,26.19
N4356750W08282250,393.68,50.64,"3,471.44",359.24,269.43,37.39,19.68,19.68,26.19,26.19
N4356750W08280750,394.23,50.36,"3,468.56",358.94,269.79,36.90,19.68,19.68,26.19,26.19
N4356750W08279250,394.19,50.38,"3,468.76",358.97,269.76,36.93,19.68,19.68,26.19,26.19
N4356750W08277750,394.13,50.40,"3,469.02",358.99,269.73,36.98,19.68,19.68,26.19,26.19
N4356750W08276250,394.09,50.42,"3,469.26",359.02,269.70,37.02,19.68,19.68,26.19,26.19
N4356750W08274750,394.08,50.43,"3,469.30",359.02,269.69,37.02,19.68,19.68,26.19,26.19
N4356750W08273250,393.74,50.61,"3,471.13",359.21,269.47,37.33,19.68,19.68,26.19,26.19
N4356750W08271750,393.64,50.66,"3,471.65",359.26,269.41,37.42,19.68,19.68,26.19,26.19
N4356750W08270250,393.64,50.66,"3,471.65",359.26,269.41,37.42,19.68,19.68,26.19,26.19
N4356750W08268750,393.64,50.66,"3,471.65",359.26,269.41,37.42,19.68,19.68,26.19,26.19
N4356750W08267250,393.64,50.66,"3,471.65",359.26,269.41,37.42,19.68,19.68,26.19,26.19
N4356750W08265750,393.64,50.66,"3,471.65",359.26,269.41,37.42,19.68,19.68,26.19,26.19
N4356750W08264250,393.64,50.66,"3,471.65",359.26,269.41,37.42,19.68,19.68,26.19,26.19
N4356750W08262750,393.64,50.66,"3,471.65",359.26,269.41,37.42,19.68,19.68,26.19,26.19
N4356750W08261250,393.64,50.66,"3,471.65",359.26,269.41,37.42,19.68,19.68,26.19,26.19
N4356738W08259769,393.64,50.66,"3,471.65",359.26,269.41,37.42,19.68,19.68,26.19,26.19
N4356104W08258926,393.64,50.66,"3,471.65",359.26,269.41,37.42,19.68,19.68,26.19,26.19
N4355790W08650654,331.88,57.27,"2,924.62",302.66,281.79,27.79,19.68,19.68,26.19,26.19
N4355323W08649668,332.15,57.34,"2,925.31",302.73,281.90,27.80,19.68,19.68,26.19,26.19
N4355250W08648250,332.13,57.34,"2,925.27",302.72,281.89,27.80,19.68,19.68,26.19,26.19
N4355250W08646750,332.69,57.49,"2,926.76",302.88,282.12,27.81,19.68,19.68,26.19,26.19
N4355250W08645250,332.84,57.53,"2,927.13",302.91,282.18,27.82,19.68,19.68,26.19,26.19
N4355250W08643750,332.84,57.53,"2,927.13",302.91,282.18,27.82,19.68,19.68,26.19,26.19
N4355250W08642250,332.84,57.53,"2,927.13",302.91,282.18,27.82,19.68,19.68,26.19,26.19
N4355250W08640750,332.84,57.53,"2,927.13",302.91,282.18,27.82,19.68,19.68,26.19,26.19
N4355250W08639250,332.77,57.50,"2,926.93",302.89,282.15,27.82,19.68,19.68,26.19,26.19
N4355250W08637750,332.59,57.46,"2,926.48",302.85,282.08,27.81,19.68,19.68,26.19,26.19
N4355250W08636250,332.84,57.53,"2,927.13",302.91,282.18,27.82,19.68,19.68,26.19,26.19
N4355250W08634750,332.84,57.53,"2,927.13",302.91,282.18,27.82,19.68,19.68,26.19,26.19
N4355250W08633250,332.85,57.53,"2,926.83",302.88,282.18,27.82,19.68,19.68,26.19,26.19
N4355250W08631750,335.23,57.23,"2,785.59",288.27,281.69,27.59,19.68,19.68,26.19,26.19
N4355250W08630250,337.00,57.00,"2,681.11",277.46,281.34,27.43,19.68,19.68,26.19,26.19
N4355250W08628750,336.77,57.03,"2,694.48",278.84,281.38,27.45,19.68,19.68,26.19,26.19
N4355250W08627250,335.79,56.79,"2,695.95",278.99,281.02,27.42,19.68,19.68,26.19,26.19
N4355250W08625750,335.61,56.76,"2,697.67",279.17,280.98,27.42,19.68,19.68,26.19,26.19
N4355250W08624250,337.10,56.85,"2,653.79",274.63,281.05,28.26,19.68,19.68,26.19,26.19
N4355250W08622750,337.26,56.86,"2,649.15",274.15,281.05,28.40,19.68,19.68,26.19,26.19
N4355250W08621250,336.10,56.81,"2,689.26",278.30,280.90,30.17,19.68,19.68,26.19,26.19
N4355250W08619750,335.42,56.79,"2,712.92",280.75,280.81,31.22,19.68,19.68,26.19,26.19
N4355250W08618250,335.39,56.79,"2,714.12",280.87,280.81,31.27,19.68,19.68,26.19,26.19
N4355250W08616750,335.39,56.79,"2,714.12",280.87,280.81,31.27,19.68,19.68,26.19,26.19
N4355250W08615250,335.39,56.79,"2,714.12",280.87,280.81,31.27,19.68,19.68,26.19,26.19
N4355250W08613750,335.39,56.79,"2,714.12",280.87,280.81,31.27,19.68,19.68,26.19,26.19
N4355250W08612250,335.39,56.79,"2,714.12",280.87,280.81,31.27,19.68,19.68,26.19,26.19
N4355250W08610750,335.39,56.79,"2,714.12",280.87,280.81,31.27,19.68,19.68,26.19,26.19
N4355250W08609250,335.39,56.79,"2,714.12",280.87,280.81,31.27,19.68,19.68,26.19,26.19
N4355250W08607750,335.39,56.79,"2,714.12",280.87,280.81,31.27,19.68,19.68,26.19,26.19
N4355250W08606250,335.39,56.79,"2,714.12",280.87,280.81,31.27,19.68,19.68,26.19,26.19
N4355250W08604750,335.39,56.79,"2,714.12",280.87,280.81,31.27,19.68,19.68,26.19,26.19
N4355250W08603250,335.39,56.79,"2,714.12",280.87,280.81,31.27,19.68,19.68,26.19,26.19
N4355250W08601750,335.39,56.79,"2,714.12",280.87,280.81,31.27,19.68,19.68,26.19,26.19
N4355250W08600250,338.83,59.60,"2,703.59",279.78,280.88,30.90,19.68,19.68,26.19,26.19
N4355250W08598750,346.96,66.26,"2,678.61",277.20,281.06,30.03,19.68,19.68,26.19,26.19
N4355250W08597250,346.94,66.24,"2,678.67",277.20,281.06,30.03,19.68,19.68,26.19,26.19
N4355250W08595750,347.01,66.30,"2,678.45",277.18,281.06,30.02,19.68,19.68,26.19,26.19
N4355250W08594250,348.84,68.32,"2,580.76",267.07,280.90,29.97,19.68,19.68,26.19,26.19
N4355250W08592750,354.66,72.56,"2,654.78",274.73,281.23,29.20,19.68,19.68,26.19,26.19
N4355250W08591250,345.66,66.01,"2,539.95",262.85,280.73,30.38,19.68,19.68,26.19,26.19
N4355250W08589750,345.62,65.97,"2,539.34",262.78,280.72,30.39,19.68,19.68,26.19,26.19
N4355250W08588250,337.61,60.13,"2,437.01",252.19,280.27,31.44,19.68,19.68,26.19,26.19
N4355250W08586750,333.03,56.79,"2,378.45",246.13,280.01,32.04,19.68,19.68,26.19,26.19
N4355250W08585250,333.03,56.79,"2,378.45",246.13,280.01,32.04,19.68,19.68,26.19,26.19
N4355250W08583750,333.03,56.79,"2,378.45",246.13,280.01,32.04,19.68,19.68,26.19,26.19
N4355250W08582250,333.03,56.79,"2,378.45",246.13,280.01,32.04,19.68,19.68,26.19,26.19
N4355250W08580750,333.03,56.79,"2,378.45",246.13,280.01,32.04,19.68,19.68,26.19,26.19
N4355250W08579250,333.03,56.79,"2,378.45",246.13,280.01,32.04,19.68,19.68,26.19,26.19
N4355250W08577750,333.03,56.79,"2,378.45",246.13,280.01,32.04,19.68,19.68,26.19,26.19
N4355250W08576250,333.03,56.79,"2,378.45",246.13,280.01,32.04,19.68,19.68,26.19,26.19
N4355250W08574750,333.03,56.79,"2,378.45",246.13,280.01,32.04,19.68,19.68,26.19,26.19
N4355250W08573250,333.03,56.79,"2,378.45",246.13,280.01,32.04,19.68,19.68,26.19,26.19
N4355250W08571750,333.03,56.79,"2,378.45",246.13,280.01,32.04,19.68,19.68,26.19,26.19
N4355250W08570250,333.03,56.79,"2,378.45",246.13,280.01,32.04,19.68,19.68,26.19,26.19
N4355250W08568750,333.03,56.79,"2,378.45",246.13,280.01,32.04,19.68,19.68,26.19,26.19
N4355250W08567250,333.03,56.79,"2,378.45",246.13,280.01,32.04,19.68,19.68,26.19,26.19
N4355250W08565750,333.03,56.79,"2,378.45",246.13,280.01,32.04,19.68,19.68,26.19,26.19
N4355250W08564250,333.03,56.79,"2,378.45",246.13,280.01,32.04,19.68,19.68,26.19,26.19
N4355250W08562750,333.03,56.79,"2,378.45",246.13,280.01,32.04,19.68,19.68,26.19,26.19
N4355250W08561250,333.03,56.79,"2,378.45",246.13,280.01,32.04,19.68,19.68,26.19,26.19
N4355250W08559750,333.03,56.79,"2,378.45",246.13,280.01,32.04,19.68,19.68,26.19,26.19
N4355250W08558250,333.03,56.79,"2,378.45",246.13,280.01,32.04,19.68,19.68,26.19,26.19
N4355250W08556750,336.48,64.49,"2,527.97",261.61,279.41,33.52,19.68,19.68,26.19,26.19
N4355250W08555250,345.09,82.94,"2,899.68",300.07,277.87,37.36,19.68,19.68,26.19,26.19
N4355250W08553750,345.46,84.24,"2,916.87",301.85,277.83,37.43,19.68,19.68,26.19,26.19
N4355250W08552250,345.42,84.10,"2,914.96",301.66,277.83,37.42,19.68,19.68,26.19,26.19
N4355250W08550750,345.41,84.07,"2,914.56",301.61,277.83,37.42,19.68,19.68,26.19,26.19
N4355250W08549250,345.32,83.75,"2,910.31",301.17,277.84,37.40,19.68,19.68,26.19,26.19
N4355250W08547750,345.40,84.03,"2,914.05",301.56,277.83,37.42,19.68,19.68,26.19,26.19
N4355250W08546250,345.43,84.14,"2,915.53",301.71,277.83,37.43,19.68,19.68,26.19,26.19
N4355250W08544750,345.51,84.40,"2,919.03",302.08,277.82,37.44,19.68,19.68,26.19,26.19
N4355250W08543250,345.41,84.06,"2,914.45",301.60,277.83,37.42,19.68,19.68,26.19,26.19
N4355250W08541750,345.31,83.71,"2,909.79",301.12,277.84,37.40,19.68,19.68,26.19,26.19
N4355250W08540250,345.20,83.31,"2,904.58",300.58,277.86,37.38,19.68,19.68,26.19,26.19
N4355250W08538750,345.13,83.09,"2,901.55",300.27,277.87,37.36,19.68,19.68,26.19,26.19
N4355250W08537250,345.12,83.03,"2,900.82",300.19,277.87,37.36,19.68,19.68,26.19,26.19
N4355250W08535750,343.72,78.17,"2,836.48",293.53,278.05,37.07,19.68,19.68,26.19,26.19
N4355250W08534250,341.79,71.47,"2,747.64",284.34,278.30,36.67,19.68,19.68,26.19,26.19
N4355250W08532750,345.11,83.01,"2,900.61",300.17,277.87,37.36,19.68,19.68,26.19,26.19
N4355250W08531250,345.05,82.79,"2,897.67",299.87,277.88,37.35,19.68,19.68,26.19,26.19
N4355250W08529750,348.71,73.11,"2,971.77",307.53,278.65,39.88,19.68,19.68,26.19,26.19
N4355250W08528250,348.96,72.51,"2,977.25",308.10,278.69,40.05,19.68,19.68,26.19,26.19
N4355250W08526750,349.02,72.60,"2,979.66",308.35,278.69,40.08,19.68,19.68,26.19,26.19
N4355250W08525250,348.88,72.41,"2,974.17",307.78,278.69,40.02,19.68,19.68,26.19,26.19
N4355250W08523750,334.62,59.29,"2,747.47",284.32,278.42,35.57,19.68,19.68,26.19,26.19
N4355250W08522250,344.07,57.93,"2,434.35",251.92,273.05,35.47,19.68,19.68,26.19,26.19
N4355250W08520750,349.66,57.50,"2,266.96",234.60,270.09,35.52,19.68,19.68,26.19,26.19
N4355250W08519250,349.66,57.50,"2,266.96",234.60,270.09,35.52,19.68,19.68,26.19,26.19
N4355250W08517750,355.18,57.68,"2,250.30",232.87,270.79,36.25,19.68,19.68,26.19,26.19
N4355250W08516250,355.12,57.68,"2,250.45",232.89,270.79,36.24,19.68,19.68,26.19,26.19
N4355250W08514750,353.34,57.62,"2,255.85",233.45,270.56,36.01,19.68,19.68,26.19,26.19
N4355250W08513250,353.28,57.62,"2,256.04",233.47,270.55,36.00,19.68,19.68,26.19,26.19
N4355250W08511750,354.75,57.67,"2,251.60",233.01,270.74,36.20,19.68,19.68,26.19,26.19
N4355250W08510250,357.95,57.77,"2,241.90",232.00,271.15,36.62,19.68,19.68,26.19,26.19
N4355250W08508750,359.40,57.82,"2,237.54",231.55,271.34,36.81,19.68,19.68,26.19,26.19
N4355250W08507250,359.40,57.82,"2,237.54",231.55,271.34,36.81,19.68,19.68,26.19,26.19
N4355250W08505750,359.40,57.82,"2,237.54",231.55,271.34,36.81,19.68,19.68,26.19,26.19
N4355250W08504250,359.40,57.82,"2,237.54",231.55,271.34,36.81,19.68,19.68,26.19,26.19
N4355250W08502750,359.40,57.82,"2,237.54",231.55,271.34,36.81,19.68,19.68,26.19,26.19
N4355250W08501250,359.02,57.81,"2,238.70",231.67,271.29,36.76,19.68,19.68,26.19,26.19
N4355250W08499750,354.78,57.67,"2,251.52",233.00,270.74,36.20,19.68,19.68,26.19,26.19
N4355250W08498250,354.56,57.66,"2,252.18",233.07,270.71,36.17,19.68,19.68,26.19,26.19
N4355250W08496750,349.88,57.51,"2,266.30",234.53,270.12,35.55,19.68,19.68,26.19,26.19
N4355250W08495250,352.12,56.72,"2,238.79",231.68,270.51,34.92,19.68,19.68,26.19,26.19
N4355250W08493750,370.49,50.94,"2,028.84",209.95,273.69,30.47,19.68,19.68,26.19,26.19
N4355250W08492250,370.49,50.94,"2,028.84",209.95,273.69,30.47,19.68,19.68,26.19,26.19
N4355250W08490750,370.49,50.94,"2,028.84",209.95,273.69,30.47,19.68,19.68,26.19,26.19
N4355250W08489250,370.49,50.94,"2,028.84",209.95,273.69,30.47,19.68,19.68,26.19,26.19
N4355250W08487750,370.49,50.94,"2,028.84",209.95,273.69,30.47,19.68,19.68,26.19,26.19
N4355250W08486250,370.49,50.94,"2,028.84",209.95,273.69,30.47,19.68,19.68,26.19,26.19
N4355250W08484750,370.49,50.94,"2,028.84",209.95,273.69,30.47,19.68,19.68,26.19,26.19
N4355250W08483250,370.49,50.94,"2,028.84",209.95,273.69,30.47,19.68,19.68,26.19,26.19
N4355250W08481750,370.49,50.94,"2,028.84",209.95,273.69,30.47,19.68,19.68,26.19,26.19
N4355250W08480250,370.49,50.94,"2,028.84",209.95,273.69,30.47,19.68,19.68,26.19,26.19
N4355250W08478750,370.49,50.94,"2,028.84",209.95,273.69,30.47,19.68,19.68,26.19,26.19
N4355250W08477250,370.90,50.96,"2,029.74",210.05,273.78,30.10,19.68,19.68,26.19,26.19
N4355250W08475750,373.34,51.10,"2,035.08",210.60,274.29,27.92,19.68,19.68,26.19,26.19
N4355250W08474250,373.31,51.10,"2,035.00",210.59,274.28,27.95,19.68,19.68,26.19,26.19
N4355250W08472750,374.43,51.16,"2,037.47",210.85,274.52,26.94,19.68,19.68,26.19,26.19
N4355250W08471250,375.18,51.21,"2,039.10",211.02,274.68,26.27,19.68,19.68,26.19,26.19
N4355250W08469750,373.37,51.10,"2,035.13",210.61,274.30,27.89,19.68,19.68,26.19,26.19
N4355250W08468250,375.22,51.21,"2,039.19",211.03,274.69,26.23,19.68,19.68,26.19,26.19
N4355250W08466750,375.57,51.23,"2,039.95",211.10,274.76,25.92,19.68,19.68,26.19,26.19
N4355250W08465250,375.57,51.23,"2,039.95",211.10,274.76,25.92,19.68,19.68,26.19,26.19
N4355250W08463750,375.57,51.23,"2,039.95",211.10,274.76,25.92,19.68,19.68,26.19,26.19
N4355250W08462250,375.57,51.23,"2,039.95",211.10,274.76,25.92,19.68,19.68,26.19,26.19
N4355250W08460750,375.57,51.23,"2,039.95",211.10,274.76,25.92,19.68,19.68,26.19,26.19
N4355250W08459250,375.57,51.23,"2,039.95",211.10,274.76,25.92,19.68,19.68,26.19,26.19
N4355250W08457750,375.57,51.23,"2,039.95",211.10,274.76,25.92,19.68,19.68,26.19,26.19
N4355250W08456250,379.93,51.21,"2,017.16",208.75,275.98,27.18,19.68,19.68,26.19,26.19
N4355250W08454750,380.42,51.21,"2,014.53",208.47,276.13,27.32,19.68,19.68,26.19,26.19
N4355250W08453250,382.04,52.35,"2,081.90",215.45,276.24,26.75,19.68,19.68,26.19,26.19
N4355250W08451750,387.90,56.46,"2,325.94",240.70,276.65,24.69,19.68,19.68,26.19,26.19
N4355250W08450250,392.33,62.64,"2,715.50",281.01,276.03,20.32,19.68,19.68,26.19,26.19
N4355250W08448750,390.05,59.46,"2,515.09",260.27,276.35,22.57,19.68,19.68,26.19,26.19
N4355250W08447250,387.99,56.59,"2,333.98",241.53,276.64,24.60,19.68,19.68,26.19,26.19
N4355250W08445750,390.94,53.72,"2,364.43",244.68,275.26,24.88,19.68,19.68,26.19,26.19
N4355250W08444250,392.74,62.81,"2,738.10",283.35,275.92,20.11,19.68,19.68,26.19,26.19
N4355250W08442750,392.73,56.09,"2,517.59",260.53,275.00,23.18,19.68,19.68,26.19,26.19
N4355250W08441250,392.73,53.90,"2,445.52",253.08,274.70,24.18,19.68,19.68,26.19,26.19
N4355250W08439750,392.74,58.71,"2,603.52",269.43,275.36,21.98,19.68,19.68,26.19,26.19
N4355250W08438250,392.74,63.21,"2,751.23",284.71,275.98,19.92,19.68,19.68,26.19,26.19
N4355250W08436750,392.74,63.21,"2,751.23",284.71,275.98,19.92,19.68,19.68,26.19,26.19
N4355250W08435250,392.74,63.21,"2,751.23",284.71,275.98,19.92,19.68,19.68,26.19,26.19
N4355250W08433750,392.74,63.21,"2,751.23",284.71,275.98,19.92,19.68,19.68,26.19,26.19
N4355250W08432250,392.74,63.21,"2,751.23",284.71,275.98,19.92,19.68,19.68,26.19,26.19
N4355250W08430750,392.74,63.21,"2,751.23",284.71,275.98,19.92,19.68,19.68,26.19,26.19
N4355250W08429250,392.74,63.21,"2,751.23",284.71,275.98,19.92,19.68,19.68,26.19,26.19
N4355250W08427750,392.74,63.21,"2,751.23",284.71,275.98,19.92,19.68,19.68,26.19,26.19
N4355250W08426250,392.74,63.21,"2,751.23",284.71,275.98,19.92,19.68,19.68,26.19,26.19
N4355250W08424750,392.74,63.21,"2,751.23",284.71,275.98,19.92,19.68,19.68,26.19,26.19
N4355250W08423250,392.74,63.21,"2,751.23",284.71,275.98,19.92,19.68,19.68,26.19,26.19
N4355250W08421750,392.74,63.21,"2,751.23",284.71,275.98,19.92,19.68,19.68,26.19,26.19
N4355250W08420250,393.14,59.32,"2,645.89",273.81,276.71,19.29,19.68,19.68,26.19,26.19
N4355250W08418750,394.05,50.72,"2,412.44",249.65,278.34,17.88,19.68,19.68,26.19,26.19
N4355250W08417250,395.22,39.61,"2,111.18",218.48,280.44,16.06,19.68,19.68,26.19,26.19
N4355250W08415750,395.27,39.15,"2,098.55",217.17,280.53,15.98,19.68,19.68,26.19,26.19
N4355250W08414250,395.27,39.15,"2,098.55",217.17,280.53,15.98,19.68,19.68,26.19,26.19
N4355250W08412750,395.27,39.15,"2,098.55",217.17,280.53,15.98,19.68,19.68,26.19,26.19
N4355250W08411250,395.27,39.15,"2,098.55",217.17,280.53,15.98,19.68,19.68,26.19,26.19
N4355250W08409750,395.27,39.15,"2,098.55",217.17,280.53,15.98,19.68,19.68,26.19,26.19
N4355250W08408250,395.27,39.15,"2,098.55",217.17,280.53,15.98,19.68,19.68,26.19,26.19
N4355250W08406750,395.27,39.15,"2,098.55",217.17,280.53,15.98,19.68,19.68,26.19,26.19
N4355250W08405250,400.79,42.80,"2,359.94",244.22,283.23,16.47,19.68,19.68,26.19,26.19
N4355250W08403750,411.10,49.62,"2,848.31",294.76,288.28,17.40,19.68,19.68,26.19,26.19
N4355250W08402250,411.10,49.62,"2,848.31",294.76,288.28,17.40,19.68,19.68,26.19,26.19
N4355250W08400750,411.10,49.62,"2,848.31",294.76,288.28,17.40,19.68,19.68,26.19,26.19
N4355250W08399250,411.10,49.62,"2,848.31",294.76,288.28,17.40,19.68,19.68,26.19,26.19
N4355250W08397750,411.10,49.62,"2,848.31",294.76,288.28,17.40,19.68,19.68,26.19,26.19
N4355250W08396250,411.10,49.62,"2,848.31",294.76,288.28,17.40,19.68,19.68,26.19,26.19
N4355250W08394750,411.10,49.62,"2,848.31",294.76,288.28,17.40,19.68,19.68,26.19,26.19
N4355250W08393250,411.10,49.62,"2,848.31",294.76,288.28,17.40,19.68,19.68,26.19,26.19
N4355250W08391750,411.10,49.62,"2,848.31",294.76,288.28,17.40,19.68,19.68,26.19,26.19
N4355250W08390250,413.52,52.35,"2,879.75",298.01,288.78,18.96,19.68,19.68,26.19,26.19
